Date,Region,signal_type,signal_name,Price_prev,Median_price_per_m2,Price_yoy_pct,Transaction_prev,Transaction_count,Transaction_yoy_pct,Base_rate_prev,Base_rate,Base_rate_change,Price_z,Transaction_z,Signal_score,reason,rank_in_type,severity
2022-05-01,세종특별자치시,price_volume_cross,가격 ↑ + 거래량 ↓,482.37110102968586,685.4403783433388,42.09814329261731,867.0,476,-45.09803921568628,0.75,1.75,1.0,2.205426677334899,-0.8045538762485465,3.01,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,18,MEDIUM
2019-07-01,서울특별시,price_surge,주택가격 급등,727.9151943462897,944.9562957713206,29.81681150644842,7013.0,8807,25.581063738770855,1.5,1.5,0.0,3.003442062287283,-0.8981419492965037,3.003,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,14,MEDIUM
2020-10-01,제주특별자치도,transaction_surge,거래량 급증,342.2462165589069,377.2609314499342,10.230855213851765,242.0,394,62.8099173553719,1.25,0.5,-0.75,0.8702582305744574,2.9886466546993735,2.989,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,22,MEDIUM
2022-11-01,경기도,transaction_surge,거래량 급증,361.2514783356628,542.8226779252111,50.26171807685682,3191.0,6174,93.48166718896897,0.5,3.25,2.75,2.5129409653514965,2.9771638528274287,2.977,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,23,MEDIUM
2018-03-01,세종특별자치시,price_surge,주택가격 급등,345.6465541389549,422.9423311466036,22.36266384897176,327.0,478,46.17737003058104,1.25,1.5,0.25,2.973772908758885,0.9054069198537972,2.974,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,15,MEDIUM
2017-03-01,세종특별자치시,price_volume_cross,가격 ↑ + 거래량 ↓,295.7221203172433,345.6465541389549,16.882211505907613,576.0,327,-43.22916666666667,1.5,1.25,-0.25,1.8228684185159192,-1.1506307645884837,2.973,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,19,MEDIUM
2018-01-01,서울특별시,transaction_surge,거래량 급증,593.9662394090954,736.9471512049665,24.072228741168033,3716.0,12548,237.67491926803012,1.25,1.5,0.25,2.387724419796688,2.9422158307928443,2.942,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,24,MEDIUM
2023-01-01,서울특별시,transaction_surge,거래량 급증,1119.1612530659029,1167.4718196457327,4.316676122183886,1088.0,2898,166.36029411764704,1.25,3.5,2.25,-1.2888865658953297,2.9293846428124395,2.929,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,25,MEDIUM
2016-02-01,제주특별자치도,price_volume_cross,가격 ↑ + 거래량 ↓,243.30900243309003,307.9838900734423,26.58137882018478,309.0,283,-8.414239482200648,2.0,1.5,-0.5,2.872023466486855,-0.05701476689050215,2.929,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,20,MEDIUM
2022-07-01,세종특별자치시,price_volume_cross,가격 ↑ + 거래량 ↓,514.1405339716689,674.760447499122,31.24046888244449,1183.0,272,-77.00760777683855,0.5,2.25,1.75,1.7082543915581734,-1.2152740898856123,2.924,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,21,MEDIUM
2019-03-01,서울특별시,price_surge,주택가격 급등,646.2984723854289,746.93784636006,15.571655864074737,9337.0,2274,-75.64528221056014,1.5,1.75,0.25,2.9241977835878967,-1.5042444017120915,2.924,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,16,MEDIUM
2017-09-01,서울특별시,price_volume_cross,가격 ↑ + 거래량 ↓,603.4274680183441,688.3750482282953,14.077512992393112,11303.0,6854,-39.36123153145183,1.25,1.25,0.0,2.2777961961817605,-0.6366614866522782,2.914,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,22,MEDIUM
2022-07-01,경기도,rate_price_reverse,금리 ↑ + 주택가격 ↑,417.90151178159886,511.8249205788917,22.475010534630112,24326.0,6006,-75.31036750801611,0.5,2.25,1.75,1.1405867481832148,-1.1226595480259127,2.891,금리가 상승한 기간에도 주택가격 상승폭이 같은 시점의 다른 지역보다 크게 나타남,34,MEDIUM
2017-12-01,서울특별시,price_surge,주택가격 급등,591.6919621828641,758.8392261507672,28.249034066858886,4212.0,8531,102.5403608736942,1.25,1.5,0.25,2.8877159020118146,2.765629415228073,2.888,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,17,MEDIUM
2016-02-01,제주특별자치도,price_surge,주택가격 급등,243.30900243309003,307.9838900734423,26.58137882018478,309.0,283,-8.414239482200648,2.0,1.5,-0.5,2.872023466486855,-0.05701476689050215,2.872,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,18,MEDIUM
2020-03-01,세종특별자치시,price_surge,주택가격 급등,372.9538989247752,482.37110102968586,29.3379965782259,400.0,867,116.75,1.75,0.75,-1.0,2.8628473883642607,1.4037960567502075,2.863,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,19,MEDIUM
2016-06-01,세종특별자치시,price_surge,주택가격 급등,232.50143186857431,337.1974397802034,45.030263715025384,167.0,600,259.2814371257485,1.5,1.25,-0.25,2.850918691256711,3.4864996624467315,2.851,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,20,MEDIUM
2020-09-01,서울특별시,price_volume_cross,가격 ↑ + 거래량 ↓,925.2120277563608,1084.343029560134,17.199409111624487,7021.0,3727,-46.91639367611452,1.5,0.5,-1.0,1.4742234394634368,-1.3574665645716917,2.832,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,23,MEDIUM
2017-05-01,대구광역시,transaction_surge,거래량 급증,288.77889393590726,312.81351973057656,8.322847098376808,1286.0,2492,93.7791601866252,1.5,1.25,-0.25,-0.1327141603411723,2.815306620976102,2.815,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,26,MEDIUM
2022-12-01,경기도,price_surge,주택가격 급등,337.0627054899827,544.4431293644219,61.525769685190646,1855.0,6418,245.98382749326143,0.5,3.25,2.75,2.808405374393709,3.1090559026508737,2.808,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,21,MEDIUM
2018-11-01,세종특별자치시,rate_price_reverse,금리 ↑ + 주택가격 ↑,365.88263245426464,418.1373113271661,14.281814504937815,195.0,246,26.153846153846157,1.5,1.75,0.25,2.5247700458021294,1.5133916395078824,2.775,금리가 상승한 기간에도 주택가격 상승폭이 같은 시점의 다른 지역보다 크게 나타남,35,MEDIUM
2022-07-01,인천광역시,price_volume_cross,가격 ↑ + 거래량 ↓,347.6933070797164,470.56098108344855,35.3379462595068,4936.0,1514,-69.32739059967585,0.5,2.25,1.75,1.9736147679495744,-0.7961821037289183,2.77,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,24,MEDIUM
2018-04-01,세종특별자치시,price_volume_cross,가격 ↑ + 거래량 ↓,365.26452221043945,408.5874373479932,11.860696153948995,337.0,262,-22.255192878338278,1.25,1.5,0.25,2.2192447297268303,-0.5481768466231699,2.767,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,25,MEDIUM
2017-12-01,서울특별시,transaction_surge,거래량 급증,591.6919621828641,758.8392261507672,28.249034066858886,4212.0,8531,102.5403608736942,1.25,1.5,0.25,2.8877159020118146,2.765629415228073,2.766,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,27,MEDIUM
2022-06-01,광주광역시,transaction_surge,거래량 급증,258.84454149807453,300.2295966955154,15.98838243137096,1495.0,2164,44.74916387959866,0.75,1.75,1.0,0.10739379192570549,2.7429558646984944,2.743,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,28,MEDIUM
2022-04-01,경기도,price_volume_cross,가격 ↑ + 거래량 ↓,439.35638434564913,556.6731683257108,26.70196409112984,63641.0,13392,-78.95696170707562,0.5,1.5,1.0,1.2624958932698285,-1.4707208930495232,2.733,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,26,MEDIUM
2016-03-01,제주특별자치도,price_surge,주택가격 급등,236.3636363636364,313.508064516129,32.63802729528533,305.0,359,17.704918032786885,1.75,1.5,-0.25,2.7283119236059425,0.43807701301258745,2.728,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,22,MEDIUM
2020-05-01,충청북도,price_surge,주택가격 급등,183.7847845130464,262.76828627005506,42.97608312150663,2324.0,7508,223.06368330464716,1.75,0.5,-1.25,2.7260283290343823,1.9743380765540601,2.726,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,23,MEDIUM
2017-03-01,대구광역시,transaction_surge,거래량 급증,298.95544177534384,303.0816284290663,1.3802012196931934,1318.0,2156,63.58118361153262,1.5,1.25,-0.25,-0.7468262369960675,2.7150526098076324,2.715,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,29,MEDIUM
2023-04-01,울산광역시,price_volume_cross,가격 ↑ + 거래량 ↓,300.3419039751432,370.2004979688114,23.259689397004625,2540.0,1762,-30.62992125984252,1.5,3.5,2.0,1.9124905261706164,-0.7985565227884382,2.711,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,27,MEDIUM
2018-11-01,서울특별시,transaction_drop,거래량 급감,745.2302903096479,713.8168690515262,-4.215263612683974,8125.0,1763,-78.30153846153847,1.5,1.75,0.25,-0.47169074669686584,-2.708945714404293,2.709,전년 동월 대비 거래량 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,1,MEDIUM
2022-08-01,인천광역시,price_volume_cross,가격 ↑ + 거래량 ↓,366.6895133653187,460.6141522029373,25.614214591417863,6727.0,1782,-73.50973688122492,0.5,2.5,2.0,1.9859562548061085,-0.7191895546005177,2.705,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,28,MEDIUM
2023-04-01,부산광역시,price_volume_cross,가격 ↑ + 거래량 ↓,364.9156077821068,465.1564378682344,27.469592406686523,4608.0,4012,-12.934027777777779,1.5,3.5,2.0,2.376758405865482,-0.31736773824896286,2.694,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,29,MEDIUM
2022-05-01,인천광역시,rate_price_reverse,금리 ↑ + 주택가격 ↑,348.3799512210182,468.1647940074906,34.38339157194465,5340.0,2874,-46.17977528089888,0.75,1.75,1.0,1.690735810330118,-0.8289927639752179,2.691,금리가 상승한 기간에도 주택가격 상승폭이 같은 시점의 다른 지역보다 크게 나타남,36,MEDIUM
2018-05-01,세종특별자치시,price_volume_cross,가격 ↑ + 거래량 ↓,384.00196079513455,419.62774957698815,9.277501788815083,480.0,329,-31.458333333333332,1.25,1.5,0.25,2.0552604782640507,-0.6262421618540581,2.682,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,30,MEDIUM
2016-04-01,제주특별자치도,price_volume_cross,가격 ↑ + 거래량 ↓,261.49180715431135,331.0828356271099,26.613081774960367,264.0,217,-17.803030303030305,1.75,1.5,-0.25,2.4428740439297343,-0.2390068352130401,2.682,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,31,MEDIUM
2018-12-01,강원도,transaction_surge,거래량 급증,197.84131028755388,190.83969465648855,-3.539005893606743,960.0,1646,71.45833333333333,1.5,1.75,0.25,-0.04034959264687985,2.65886950527257,2.659,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,30,MEDIUM
2016-05-01,제주특별자치도,price_volume_cross,가격 ↑ + 거래량 ↓,248.329695036063,323.1577941767909,30.132561927344696,222.0,190,-14.414414414414415,1.75,1.5,-0.25,2.374098737715412,-0.27434535261109716,2.648,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,32,MEDIUM
2018-01-01,서울특별시,rate_price_reverse,금리 ↑ + 주택가격 ↑,593.9662394090954,736.9471512049665,24.072228741168033,3716.0,12548,237.67491926803012,1.25,1.5,0.25,2.387724419796688,2.9422158307928443,2.638,금리가 상승한 기간에도 주택가격 상승폭이 같은 시점의 다른 지역보다 크게 나타남,37,MEDIUM
2020-10-01,대전광역시,price_volume_cross,가격 ↑ + 거래량 ↓,309.6374349651708,363.445972063549,17.377917209665153,3140.0,1214,-61.33757961783439,1.25,0.5,-0.75,1.8210374644157423,-0.8117642648468761,2.633,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,33,MEDIUM
2019-01-01,경기도,price_drop,주택가격 급락,429.7302706712032,342.1864534792584,-20.371806029677312,15551.0,12110,-22.12719439264356,1.5,1.75,0.25,-2.631969998006268,-0.6266479714288433,2.632,전년 동월 대비 주택가격 하락폭이 같은 시점의 다른 지역보다 매우 크게 나타남,1,MEDIUM
2022-10-01,경기도,transaction_surge,거래량 급증,371.35278514588856,500.1103188682728,34.672564438099194,4064.0,5608,37.99212598425197,0.5,3.0,2.5,2.3595043634023667,2.6256118711776435,2.626,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,31,MEDIUM
2018-10-01,서울특별시,price_volume_cross,가격 ↑ + 거래량 ↓,702.8490699317165,721.038521236066,2.5879597885953904,6311.0,3259,-48.360006338139755,1.25,1.5,0.25,0.44006885163069703,-2.1861595826957574,2.626,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,34,MEDIUM
2017-04-01,대구광역시,transaction_surge,거래량 급증,295.45544162100293,301.8611662575205,2.168084839247787,1396.0,2010,43.98280802292264,1.5,1.25,-0.25,-0.473452181369108,2.604570083210416,2.605,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,32,MEDIUM
2022-03-01,경기도,rate_price_reverse,금리 ↑ + 주택가격 ↑,392.7210972603872,560.8353866009621,42.80755236052662,31141.0,11918,-61.72891043961337,0.5,1.25,0.75,1.8361834662606984,-1.218518505455468,2.586,금리가 상승한 기간에도 주택가격 상승폭이 같은 시점의 다른 지역보다 크게 나타남,38,MEDIUM
2016-09-01,제주특별자치도,price_surge,주택가격 급등,268.5158577653278,355.64177174264466,32.44721362172267,212.0,272,28.30188679245283,1.5,1.25,-0.25,2.585343603705502,-0.06372163960293399,2.585,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,24,MEDIUM
2019-11-01,세종특별자치시,transaction_surge,거래량 급증,418.1373113271661,521.2599597885173,24.662388566578848,246.0,2014,718.6991869918699,1.75,1.25,-0.5,1.0638244406138568,2.5766894862649767,2.577,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,33,MEDIUM
2022-03-01,세종특별자치시,price_surge,주택가격 급등,448.9626292853817,698.6804725817522,55.62107556565429,2142.0,480,-77.59103641456583,1.25,1.25,0.0,2.5718435731472944,-1.6547870058681629,2.572,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,25,MEDIUM
2022-04-01,세종특별자치시,rate_price_reverse,금리 ↑ + 주택가격 ↑,509.4651603653711,720.48823673454,41.42051170247448,2072.0,554,-73.26254826254826,1.25,1.5,0.25,2.3176045230232014,-1.311013154721906,2.568,금리가 상승한 기간에도 주택가격 상승폭이 같은 시점의 다른 지역보다 크게 나타남,39,MEDIUM
2018-10-01,대전광역시,rate_price_reverse,금리 ↑ + 주택가격 ↑,273.0030333670374,305.6988176358634,11.976344682173673,1501.0,2591,72.618254497002,1.25,1.5,0.25,2.315458520845251,1.2697007253911508,2.565,금리가 상승한 기간에도 주택가격 상승폭이 같은 시점의 다른 지역보다 크게 나타남,40,MEDIUM
2018-07-01,강원도,transaction_surge,거래량 급증,199.0140587913091,188.2302504641412,-5.418616349348503,1365.0,1800,31.868131868131865,1.25,1.5,0.25,-0.6432177227946385,2.537220507477032,2.537,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,34,MEDIUM
2017-01-01,세종특별자치시,price_surge,주택가격 급등,293.10385004430213,356.6751551800218,21.689003786920914,332.0,236,-28.915662650602407,1.5,1.25,-0.25,2.5306368560191874,-0.5099517423456541,2.531,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,26,MEDIUM
2022-06-01,인천광역시,rate_price_reverse,금리 ↑ + 주택가격 ↑,338.4469010729208,465.0469775017239,37.40618573473841,3962.0,2172,-45.17920242301868,0.75,1.75,1.0,1.5286489487759343,-0.6307710971587038,2.529,금리가 상승한 기간에도 주택가격 상승폭이 같은 시점의 다른 지역보다 크게 나타남,41,MEDIUM
2018-11-01,세종특별자치시,price_surge,주택가격 급등,365.88263245426464,418.1373113271661,14.281814504937815,195.0,246,26.153846153846157,1.5,1.75,0.25,2.5247700458021294,1.5133916395078824,2.525,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,27,MEDIUM
2022-05-01,인천광역시,price_volume_cross,가격 ↑ + 거래량 ↓,348.3799512210182,468.1647940074906,34.38339157194465,5340.0,2874,-46.17977528089888,0.75,1.75,1.0,1.690735810330118,-0.8289927639752179,2.52,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,35,MEDIUM
2022-11-01,경기도,price_surge,주택가격 급등,361.2514783356628,542.8226779252111,50.26171807685682,3191.0,6174,93.48166718896897,0.5,3.25,2.75,2.5129409653514965,2.9771638528274287,2.513,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,28,MEDIUM
2020-09-01,대전광역시,price_volume_cross,가격 ↑ + 거래량 ↓,306.0515818443538,352.7172215540349,15.247638789664375,2530.0,1388,-45.13833992094862,1.5,0.5,-1.0,1.1747583816093201,-1.3309740493219984,2.506,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,36,MEDIUM
2019-09-01,서울특별시,price_surge,주택가격 급등,741.2515083606276,925.2120277563608,24.817557511968573,7195.0,7021,-2.4183460736622657,1.5,1.5,0.0,2.5015603884029245,-0.8924200846072984,2.502,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,29,MEDIUM
2022-05-01,광주광역시,transaction_surge,거래량 급증,266.6666666666667,284.33484623762934,6.625567339110994,1743.0,3504,101.03270223752152,0.75,1.75,1.0,-0.16113177243089977,2.4968732450597497,2.497,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,35,MEDIUM
2022-09-01,전라남도,transaction_surge,거래량 급증,178.11704834605598,182.9595969892304,2.718745166810776,1258.0,1696,34.81717011128776,0.5,2.5,2.0,0.2285370460881413,2.4803487653665854,2.48,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,37,MEDIUM
2020-08-01,울산광역시,transaction_surge,거래량 급증,300.5326026457815,329.78971056103046,9.735086196199639,960.0,2767,188.22916666666666,1.5,0.5,-1.0,-0.0855120636586403,2.4800693256496005,2.48,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,36,MEDIUM
2018-04-01,세종특별자치시,rate_price_reverse,금리 ↑ + 주택가격 ↑,365.26452221043945,408.5874373479932,11.860696153948995,337.0,262,-22.255192878338278,1.25,1.5,0.25,2.2192447297268303,-0.5481768466231699,2.469,금리가 상승한 기간에도 주택가격 상승폭이 같은 시점의 다른 지역보다 크게 나타남,42,MEDIUM
2020-02-01,세종특별자치시,price_surge,주택가격 급등,367.24323855119206,509.4651603653711,38.726900017344754,418.0,2072,395.6937799043062,1.75,1.25,-0.5,2.460805539983161,1.3443151458833047,2.461,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,30,MEDIUM
2018-02-01,세종특별자치시,rate_price_reverse,금리 ↑ + 주택가격 ↑,339.49907654032864,418.5580380828863,23.286944503121894,326.0,345,5.828220858895705,1.25,1.5,0.25,2.2089709639007813,0.0833849039676804,2.459,금리가 상승한 기간에도 주택가격 상승폭이 같은 시점의 다른 지역보다 크게 나타남,43,MEDIUM
2018-07-01,서울특별시,rate_price_reverse,금리 ↑ + 주택가격 ↑,658.0964736407594,727.9151943462897,10.60919234520056,14933.0,7013,-53.036898145047886,1.25,1.5,0.25,2.205645981510369,-0.9679399368062408,2.456,금리가 상승한 기간에도 주택가격 상승폭이 같은 시점의 다른 지역보다 크게 나타남,44,MEDIUM
2016-04-01,제주특별자치도,price_surge,주택가격 급등,261.49180715431135,331.0828356271099,26.613081774960367,264.0,217,-17.803030303030305,1.75,1.5,-0.25,2.4428740439297343,-0.2390068352130401,2.443,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,31,MEDIUM
2019-02-01,서울특별시,rate_price_reverse,금리 ↑ + 주택가격 ↑,676.5327695560254,735.6232345465294,8.734309356408867,9139.0,1454,-84.09016303753147,1.5,1.75,0.25,2.171738255658932,-1.6695027197614558,2.422,금리가 상승한 기간에도 주택가격 상승폭이 같은 시점의 다른 지역보다 크게 나타남,45,MEDIUM
2018-06-01,서울특별시,price_volume_cross,가격 ↑ + 거래량 ↓,630.9834638816362,661.332078136032,4.809732107351828,12836.0,5238,-59.1928949828607,1.25,1.5,0.25,1.097119612855114,-1.3137016257355327,2.411,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,37,MEDIUM
2018-10-01,강원도,transaction_surge,거래량 급증,194.6182411291016,192.80205655526996,-0.9332036726335707,1102.0,2342,112.52268602540836,1.25,1.5,0.25,-0.263305973076525,2.409609169138037,2.41,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,38,MEDIUM
2016-01-01,세종특별자치시,price_surge,주택가격 급등,229.62031397928476,293.10385004430213,27.647177623293622,131.0,332,153.4351145038168,2.0,1.5,-0.5,2.406880517722046,3.450991976588849,2.407,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,32,MEDIUM
2018-06-01,강원도,transaction_surge,거래량 급증,198.75852847024677,189.58611481975967,-4.614852867488485,1610.0,2085,29.503105590062113,1.25,1.5,0.25,-1.1159677308244098,2.404345445105336,2.404,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,39,MEDIUM
2021-04-01,서울특별시,price_surge,주택가격 급등,888.0826414182799,1188.811188811189,33.862675990675996,9479.0,3729,-60.660407215951054,1.25,0.5,-0.75,2.398351057223197,3.780364392629207,2.398,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,33,MEDIUM
2022-09-01,경기도,transaction_surge,거래량 급증,383.3314105273243,500.0358849282125,30.44479820746894,4102.0,5410,31.886884446611408,0.5,2.5,2.0,1.9766309252803853,2.3942061014132414,2.394,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,40,MEDIUM
2018-01-01,서울특별시,price_surge,주택가격 급등,593.9662394090954,736.9471512049665,24.072228741168033,3716.0,12548,237.67491926803012,1.25,1.5,0.25,2.387724419796688,2.9422158307928443,2.388,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,34,MEDIUM
2018-07-01,세종특별자치시,price_volume_cross,가격 ↑ + 거래량 ↓,397.2181356158888,407.424067222616,2.569351872845087,557.0,175,-68.58168761220826,1.25,1.5,0.25,0.7766041114332978,-1.609680257097557,2.386,주택가격은 상승했지만 거래량은 감소하는 엇갈린 흐름이 나타남,38,MEDIUM
2020-06-01,세종특별자치시,transaction_surge,거래량 급증,446.738889453795,617.67031229411,38.26204229707965,470.0,2771,489.5744680851064,1.75,0.5,-1.25,1.8198433275693118,2.38502406675452,2.385,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,41,MEDIUM
2020-09-01,제주특별자치도,transaction_surge,거래량 급증,356.8070235353512,349.4949494949495,-2.049307765287665,170.0,517,204.1176470588235,1.5,0.5,-1.0,-1.479155884069395,2.3828720686334366,2.383,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,42,MEDIUM
2023-04-01,부산광역시,price_surge,주택가격 급등,364.9156077821068,465.1564378682344,27.469592406686523,4608.0,4012,-12.934027777777779,1.5,3.5,2.0,2.376758405865482,-0.31736773824896286,2.377,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,35,MEDIUM
2018-12-01,서울특별시,transaction_drop,거래량 급감,758.8392261507672,709.2573989065131,-6.533904091352694,8531.0,1566,-81.64341812214278,1.5,1.75,0.25,-0.4396893792839488,-2.3750152593405147,2.375,전년 동월 대비 거래량 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,2,MEDIUM
2016-05-01,제주특별자치도,price_surge,주택가격 급등,248.329695036063,323.1577941767909,30.132561927344696,222.0,190,-14.414414414414415,1.75,1.5,-0.25,2.374098737715412,-0.27434535261109716,2.374,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,36,MEDIUM
2022-06-01,세종특별자치시,price_surge,주택가격 급등,435.3172467718117,653.3130630514174,50.077459116586894,677.0,260,-61.595273264401776,0.75,1.75,1.0,2.36949674174169,-1.246631732488849,2.369,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,37,MEDIUM
2022-10-01,경기도,price_surge,주택가격 급등,371.35278514588856,500.1103188682728,34.672564438099194,4064.0,5608,37.99212598425197,0.5,3.0,2.5,2.3595043634023667,2.6256118711776435,2.36,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,38,MEDIUM
2019-10-01,서울특별시,price_surge,주택가격 급등,721.038521236066,929.1822078262009,28.867207570729665,3259.0,11528,253.7281374654802,1.5,1.25,-0.25,2.3580379635646547,1.5614003379573067,2.358,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,39,MEDIUM
2023-03-01,부산광역시,price_surge,주택가격 급등,350.2597620244679,469.51555201219634,34.047813342429464,3858.0,4882,26.54224987039917,1.25,3.5,2.25,2.356770392253692,0.12764075693353572,2.357,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,40,MEDIUM
2018-09-01,경기도,transaction_surge,거래량 급증,394.08185840707966,421.9458944719344,7.07062136214139,13077.0,22270,70.29899824118682,1.25,1.5,0.25,0.7567471544724562,2.353698671512133,2.354,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,43,MEDIUM
2020-07-01,세종특별자치시,transaction_surge,거래량 급증,446.91215633665325,688.762731674737,54.115908889240586,588.0,2459,318.19727891156464,1.5,0.5,-1.0,3.4149245597175595,2.344424032293113,2.344,전년 동월 대비 거래량 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,44,MEDIUM
2017-04-01,세종특별자치시,price_surge,주택가격 급등,305.9327418633657,365.26452221043945,19.393733402216956,494.0,337,-31.781376518218625,1.5,1.25,-0.25,2.3196592393388418,-0.7567304272413342,2.32,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,41,MEDIUM
2022-04-01,세종특별자치시,price_surge,주택가격 급등,509.4651603653711,720.48823673454,41.42051170247448,2072.0,554,-73.26254826254826,1.25,1.5,0.25,2.3176045230232014,-1.311013154721906,2.318,전년 동월 대비 주택가격 상승폭이 같은 시점의 다른 지역보다 매우 크게 나타남,42,MEDIUM
