Date,Region_ko,signal_type,signal_name,Natural_growth_prev,Natural_growth,Natural_growth_change,Net_migration_prev,Net_migration,Net_migration_change,Natural_growth_z,Net_migration_z,Natural_growth_change_z,Net_migration_change_z,Signal_score,reason,rank_in_type,severity
2003-12-01,전북특별자치도,migration_reverse,순이동 방향 반전,116.0,235.0,119.0,-3384.0,22484.0,25868.0,-0.4226253199193856,2.612777743663749,-0.39105648336291515,3.399550308916848,6.012,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,1,HIGH
2001-12-01,전북특별자치도,migration_reverse,순이동 방향 반전,713.0,491.0,-222.0,-610.0,18457.0,19067.0,-0.3929342381195383,2.355673675895481,0.38439745045005674,3.3969420598617273,5.753,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,2,HIGH
2021-02-01,서울특별시,migration_reverse,순이동 방향 반전,167.0,50.0,-117.0,3305.0,-9415.0,-12720.0,0.46107608538010864,-1.6608917062564617,-1.6231047394200682,-3.493425512845194,5.154,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,3,HIGH
2021-01-01,서울특별시,migration_reverse,순이동 방향 반전,497.0,296.0,-201.0,3946.0,-10440.0,-14386.0,0.7606799453386753,-1.7959202406502384,-0.8921498808615668,-3.122264547451867,4.918,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,4,HIGH
2014-09-01,경상북도,migration_reverse,순이동 방향 반전,346.0,232.0,-114.0,-132.0,5772.0,5904.0,-0.40616503262939374,2.037036094490218,-0.9101441560046156,2.654657821519635,4.692,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,5,HIGH
2010-02-01,서울특별시,migration_reverse,순이동 방향 반전,4106.0,4153.0,47.0,7663.0,-5321.0,-12984.0,0.5038343730407465,-1.3364178735788588,0.6592075902367772,-3.308381393809192,4.645,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,6,HIGH
2019-02-01,서울특별시,migration_reverse,순이동 방향 반전,982.0,1187.0,205.0,-7234.0,3034.0,10268.0,0.9775226775581695,0.9259530293499376,1.7530446533389856,3.6713425391574104,4.597,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,7,HIGH
2020-01-01,서울특별시,migration_reverse,순이동 방향 반전,1273.0,497.0,-776.0,-94.0,3946.0,4040.0,1.0103745545569254,1.4207554267495004,-0.23456278462686977,3.1738431645216507,4.595,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,8,HIGH
2007-01-01,경상북도,migration_reverse,순이동 방향 반전,241.0,272.0,31.0,836.0,-3483.0,-4319.0,-0.42720333073670796,-1.0798647090387385,-0.40189811615437004,-3.3315455792388584,4.411,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,9,HIGH
2014-10-01,부산광역시,migration_reverse,순이동 방향 반전,548.0,501.0,-47.0,-1835.0,4568.0,6403.0,-0.3096446777702747,1.5341549276027397,-0.623416116403311,2.773184705646378,4.307,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,10,HIGH
2022-02-01,서울특별시,migration_reverse,순이동 방향 반전,50.0,-1059.0,-1109.0,-9415.0,3265.0,12680.0,-0.05677836394609788,1.9040006590662122,-0.3177115980790752,2.2818139347649,4.186,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,11,HIGH
2002-06-01,전라남도,migration_reverse,순이동 방향 반전,292.0,81.0,-211.0,11937.0,-4514.0,-16451.0,-0.46702156920470034,-0.6715551889938259,0.30064336687357307,-3.424353773549405,4.096,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,12,HIGH
2010-01-01,서울특별시,migration_reverse,순이동 방향 반전,5417.0,5219.0,-198.0,3430.0,-4124.0,-7554.0,0.5404719052950252,-1.2612473173452696,-1.1374008333326135,-2.6597447910993126,3.921,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,13,MEDIUM
2004-12-01,전북특별자치도,migration_reverse,순이동 방향 반전,235.0,189.0,-46.0,22484.0,-1598.0,-24082.0,-0.4185159638262001,-0.2164274424833047,0.4346130863395313,-3.6889223117399266,3.905,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,14,MEDIUM
2002-12-01,전북특별자치도,migration_reverse,순이동 방향 반전,491.0,116.0,-375.0,18457.0,-3384.0,-21841.0,-0.43136194108685944,-0.5190338609321848,0.32593700624583505,-3.3534767267312366,3.873,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,15,MEDIUM
2018-08-01,경기도,migration_surge,순이동 급증,3355.0,2504.0,-851.0,10764.0,16238.0,5474.0,2.085221380431107,3.4883582812537317,-0.4760122063989882,3.7882890295869065,3.788,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,1,MEDIUM
2018-07-01,경기도,migration_surge,순이동 급증,3353.0,2564.0,-789.0,8009.0,14907.0,6898.0,2.2358831166282904,3.386579232699188,-0.37096173311798614,3.7791817889848094,3.779,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,2,MEDIUM
2020-04-01,경기도,migration_surge,순이동 급증,2069.0,1394.0,-675.0,10213.0,20454.0,10241.0,2.6962725140082364,3.813758852881533,-0.3249279893917848,3.744600184985673,3.745,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,3,MEDIUM
2011-03-01,경기도,migration_drop,순이동 급감,6426.0,7109.0,683.0,16247.0,7354.0,-8893.0,0.9051822928202117,2.0830693127858195,1.2092429939060791,-3.7214513114445804,3.721,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,1,MEDIUM
2018-06-01,경기도,migration_surge,순이동 급증,3119.0,2558.0,-561.0,6047.0,13605.0,7558.0,1.9825328340828823,3.3631714820077665,-0.2910924765612176,3.6976695726340836,3.698,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,4,MEDIUM
2004-12-01,전북특별자치도,migration_drop,순이동 급감,235.0,189.0,-46.0,22484.0,-1598.0,-24082.0,-0.4185159638262001,-0.2164274424833047,0.4346130863395313,-3.6889223117399266,3.689,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,2,MEDIUM
2020-10-01,서울특별시,migration_drop,순이동 급감,715.0,-173.0,-888.0,-5060.0,-10312.0,-5252.0,0.30569257885279966,-2.69328119964607,-0.3475925075847406,-3.684280883186388,3.684,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,3,MEDIUM
2019-02-01,서울특별시,migration_surge,순이동 급증,982.0,1187.0,205.0,-7234.0,3034.0,10268.0,0.9775226775581695,0.9259530293499376,1.7530446533389856,3.6713425391574104,3.671,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,5,MEDIUM
2019-05-01,서울특별시,migration_surge,순이동 급증,1359.0,925.0,-434.0,-11298.0,-6328.0,4970.0,1.5082616575358951,-1.7115016442238509,-0.06999378507304523,3.66300702181171,3.663,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,6,MEDIUM
2004-02-01,전라남도,migration_reverse,순이동 방향 반전,244.0,190.0,-54.0,258.0,-5290.0,-5548.0,-0.44391974430331976,-0.8931931375386656,0.3771266124995796,-2.753201589921991,3.646,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,16,MEDIUM
2011-02-01,경기도,migration_drop,순이동 급감,5744.0,6198.0,454.0,14290.0,6922.0,-7368.0,0.9824139302833165,2.984242217386136,3.2398145342316718,-3.62975698649257,3.63,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,4,MEDIUM
2004-01-01,전북특별자치도,migration_drop,순이동 급감,616.0,579.0,-37.0,-3016.0,-21683.0,-18667.0,-0.3866587654485965,-2.6059518160591404,-0.5910962750363381,-3.630072151429306,3.63,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,5,MEDIUM
2011-04-01,경기도,migration_drop,순이동 급감,5747.0,6267.0,520.0,12999.0,5539.0,-7460.0,0.8635509269563789,1.7792130180717616,0.7379093253260538,-3.618283548533598,3.618,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,6,MEDIUM
2022-01-01,경기도,migration_drop,순이동 급감,1438.0,1057.0,-381.0,21144.0,5525.0,-15619.0,1.3218054763068154,3.144079932223765,-0.11904484874412005,-3.6075711111647815,3.608,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,7,MEDIUM
2019-01-01,서울특별시,migration_surge,순이동 급증,1050.0,1273.0,223.0,-7155.0,-94.0,7061.0,0.927642869896039,-0.030285701518859988,-0.054035649599375804,3.598463997402144,3.598,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,7,MEDIUM
2008-12-01,경기도,migration_drop,순이동 급감,5515.0,4883.0,-632.0,17504.0,8122.0,-9382.0,1.0243638996261122,3.0002173656291706,-0.9382572883579074,-3.5951259381179033,3.595,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,8,MEDIUM
2020-12-01,서울특별시,migration_drop,순이동 급감,-236.0,-577.0,-341.0,-3986.0,-11134.0,-7148.0,0.1368715605556362,-2.5498412392371157,-0.3760121845732958,-3.588653841335918,3.589,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,9,MEDIUM
2020-03-01,경기도,migration_surge,순이동 급증,2152.0,1543.0,-609.0,9363.0,21855.0,12492.0,2.740986215755905,3.8729418679859506,-0.2283438093785209,3.547517821942013,3.548,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,8,MEDIUM
2022-03-01,경기도,migration_drop,순이동 급감,1333.0,-2152.0,-3485.0,15135.0,2188.0,-12947.0,0.05028747496698251,1.7328848215801596,-0.3219978466495014,-3.533954962045687,3.534,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,11,MEDIUM
2013-12-01,경기도,migration_drop,순이동 급감,4608.0,3985.0,-623.0,15303.0,9687.0,-5616.0,1.3663890583703886,2.2068706276168717,-0.6527294139670283,-3.5343911418906435,3.534,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,10,MEDIUM
2002-10-01,경기도,migration_surge,순이동 급증,6740.0,5756.0,-984.0,23925.0,31334.0,7409.0,0.8353903742544242,3.504217561068825,-0.21786410813165696,3.5264301725864797,3.526,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,9,MEDIUM
2007-04-01,인천광역시,migration_reverse,순이동 방향 반전,1137.0,1213.0,76.0,-563.0,2436.0,2999.0,-0.23133682631355149,0.7546274043682176,-0.37084473582363453,2.7667635160972157,3.521,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,17,MEDIUM
2005-10-01,충청남도,migration_drop,순이동 급감,391.0,272.0,-119.0,4567.0,797.0,-3770.0,-0.4055612732821823,0.21903216696068561,0.3595254305300335,-3.520230641870311,3.52,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,12,MEDIUM
2011-01-01,경기도,migration_drop,순이동 급감,7004.0,7896.0,892.0,11609.0,8220.0,-3389.0,0.872804490803494,3.2437652970944812,0.7473540943175169,-3.4965929480961253,3.497,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,13,MEDIUM
2021-02-01,서울특별시,migration_drop,순이동 급감,167.0,50.0,-117.0,3305.0,-9415.0,-12720.0,0.46107608538010864,-1.6608917062564617,-1.6231047394200682,-3.493425512845194,3.493,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,14,MEDIUM
2018-04-01,경기도,migration_surge,순이동 급증,3377.0,2621.0,-756.0,6299.0,12780.0,6481.0,1.9974511884253139,3.0696821202384728,-0.47360899999211264,3.4902496815813424,3.49,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,10,MEDIUM
2019-09-01,서울특별시,migration_surge,순이동 급증,1261.0,730.0,-531.0,-7961.0,-5466.0,2495.0,1.2550583756990292,-1.7570904764238795,-0.3835586701032692,3.4829044727060534,3.483,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,11,MEDIUM
2018-09-01,서울특별시,migration_surge,순이동 급증,2082.0,1261.0,-821.0,-13331.0,-7961.0,5370.0,0.9186083160051466,-2.2301948925069515,-0.34791960683520284,3.482009808355064,3.482,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,12,MEDIUM
2017-02-01,서울특별시,migration_surge,순이동 급증,2637.0,2147.0,-490.0,-8211.0,-1548.0,6663.0,0.672333078324422,-0.5925002789475252,-0.33279133585695553,3.4805679612872407,3.481,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,13,MEDIUM
2007-11-01,경기도,migration_drop,순이동 급감,5936.0,6946.0,1010.0,14993.0,11018.0,-3975.0,0.8913815387181329,3.0299211569448583,0.4573124190021339,-3.4669731470535425,3.467,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,15,MEDIUM
2021-10-01,인천광역시,migration_reverse,순이동 방향 반전,-123.0,-180.0,-57.0,-270.0,3294.0,3564.0,0.37305912385116197,1.0872171425952368,0.37606476940164985,2.364101581719437,3.451,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,18,MEDIUM
2011-05-01,경기도,migration_drop,순이동 급감,5430.0,6013.0,583.0,12567.0,6272.0,-6295.0,0.939287667390021,2.0081667401961116,0.8647624291004447,-3.4418539641755856,3.442,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,16,MEDIUM
2005-11-01,충청남도,migration_drop,순이동 급감,265.0,186.0,-79.0,9794.0,1305.0,-8489.0,-0.4241292872729678,0.3142324245199422,0.33995833850606627,-3.439324481132546,3.439,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,17,MEDIUM
2002-06-01,전라남도,migration_drop,순이동 급감,292.0,81.0,-211.0,11937.0,-4514.0,-16451.0,-0.46702156920470034,-0.6715551889938259,0.30064336687357307,-3.424353773549405,3.424,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,18,MEDIUM
2021-09-01,인천광역시,migration_reverse,순이동 방향 반전,84.0,3.0,-81.0,-1336.0,3231.0,4567.0,0.4470947630840105,0.9435000061988085,0.35776670938811683,2.4710965152583655,3.415,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,19,MEDIUM
2003-08-01,경기도,migration_drop,순이동 급감,6094.0,5950.0,-144.0,25130.0,19102.0,-6028.0,0.8677857909376441,3.5989304111347655,0.1811887929247167,-3.408701386552378,3.409,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,19,MEDIUM
2002-04-01,경기도,migration_surge,순이동 급증,7464.0,6917.0,-547.0,22445.0,28200.0,5755.0,0.765632806823798,3.483163621678245,-0.019786042520175035,3.4012890982480877,3.401,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,14,MEDIUM
2003-12-01,전북특별자치도,migration_surge,순이동 급증,116.0,235.0,119.0,-3384.0,22484.0,25868.0,-0.4226253199193856,2.612777743663749,-0.39105648336291515,3.399550308916848,3.4,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,15,MEDIUM
2001-12-01,전북특별자치도,migration_surge,순이동 급증,713.0,491.0,-222.0,-610.0,18457.0,19067.0,-0.3929342381195383,2.355673675895481,0.38439745045005674,3.3969420598617273,3.397,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,16,MEDIUM
2022-04-01,경기도,migration_drop,순이동 급감,1430.0,-1332.0,-2762.0,12600.0,3588.0,-9012.0,0.11364322596196935,2.277515949891886,-0.4312065950840847,-3.3943850809859355,3.394,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,20,MEDIUM
2008-10-01,인천광역시,migration_reverse,순이동 방향 반전,1521.0,1189.0,-332.0,2606.0,-1499.0,-4105.0,-0.21656915778690009,-0.5790861123366742,0.2536381518622344,-2.8137620330556294,3.393,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,20,MEDIUM
2017-03-01,서울특별시,migration_surge,순이동 급증,3276.0,2455.0,-821.0,-8820.0,-4699.0,4121.0,0.6540298103680415,-1.5606708426744051,-0.4139566958262565,3.3865822134260966,3.387,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,17,MEDIUM
2011-11-01,경기도,migration_drop,순이동 급감,6708.0,5836.0,-872.0,11967.0,6007.0,-5960.0,1.003517022491181,1.613104637093861,-0.6081359222328759,-3.3857795971275535,3.386,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,21,MEDIUM
2009-11-01,서울특별시,migration_drop,순이동 급감,3979.0,3876.0,-103.0,-5379.0,-13526.0,-8147.0,0.6332994338970689,-2.8158825549777506,0.19817023638102285,-3.385336099012882,3.385,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,22,MEDIUM
2003-10-01,경기도,migration_drop,순이동 급감,5756.0,6950.0,1194.0,31334.0,17735.0,-13599.0,0.8527809380790744,3.477514128731447,0.9388780019919897,-3.3760493594222516,3.376,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,23,MEDIUM
2001-07-01,경기도,migration_surge,순이동 급증,7631.0,6616.0,-1015.0,13723.0,20475.0,6752.0,0.7126013972878668,3.3442759851439368,-0.1986539783141848,3.369842289749247,3.37,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,18,MEDIUM
2002-11-01,전북특별자치도,migration_reverse,순이동 방향 반전,523.0,146.0,-377.0,1790.0,-2955.0,-4745.0,-0.4388120926427767,-0.42449425537696156,0.2562713852347913,-2.9449482123195674,3.369,전년 동월과 비교해 순유입·순유출 방향이 반대로 바뀌었고 변화 강도도 크게 나타남,21,MEDIUM
2001-03-01,경기도,migration_surge,순이동 급증,9832.0,8765.0,-1067.0,16655.0,21733.0,5078.0,0.6404616601116677,3.6160868265060944,-0.26688292289406373,3.3603268832886215,3.36,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,19,MEDIUM
2017-04-01,서울특별시,migration_surge,순이동 급증,2886.0,2060.0,-826.0,-10658.0,-6375.0,4283.0,0.6882915165836783,-2.609776096915507,-0.21828099089289923,3.356820176660453,3.357,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,20,MEDIUM
2005-01-01,전북특별자치도,migration_surge,순이동 급증,579.0,394.0,-185.0,-21683.0,-3630.0,18053.0,-0.39887904950777675,-0.8951191788405322,0.3340043837021678,3.3569047636066407,3.357,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,21,MEDIUM
2022-02-01,경기도,migration_drop,순이동 급감,1237.0,192.0,-1045.0,20813.0,2176.0,-18637.0,0.5853789436070073,1.2689450027957359,-0.2711994922222834,-3.3537986042755077,3.354,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,24,MEDIUM
2002-12-01,전북특별자치도,migration_drop,순이동 급감,491.0,116.0,-375.0,18457.0,-3384.0,-21841.0,-0.43136194108685944,-0.5190338609321848,0.32593700624583505,-3.3534767267312366,3.353,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,25,MEDIUM
2015-02-01,세종특별자치시,migration_surge,순이동 급증,19.0,84.0,65.0,2110.0,7941.0,5831.0,-0.4293003536140397,3.110024928762086,0.6909515516358026,3.3457876370218687,3.346,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,22,MEDIUM
2011-06-01,경기도,migration_drop,순이동 급감,5367.0,5618.0,251.0,11460.0,3441.0,-8019.0,0.938385931119856,1.1946596595593202,1.064379879232815,-3.3411554875308083,3.341,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,26,MEDIUM
2007-01-01,경상북도,migration_drop,순이동 급감,241.0,272.0,31.0,836.0,-3483.0,-4319.0,-0.42720333073670796,-1.0798647090387385,-0.40189811615437004,-3.3315455792388584,3.332,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,27,MEDIUM
2018-03-01,경기도,migration_surge,순이동 급증,3808.0,2807.0,-1001.0,9832.0,14921.0,5089.0,1.763267748204455,3.4542540365656405,-0.5417426051263504,3.329164350366479,3.329,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,23,MEDIUM
2016-07-01,경기도,migration_surge,순이동 급증,5350.0,4641.0,-709.0,7013.0,13224.0,6211.0,1.1474334180987644,2.913154741669533,-0.48080040877731517,3.3284210030394563,3.328,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,24,MEDIUM
2010-02-01,서울특별시,migration_drop,순이동 급감,4106.0,4153.0,47.0,7663.0,-5321.0,-12984.0,0.5038343730407465,-1.3364178735788588,0.6592075902367772,-3.308381393809192,3.308,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,28,MEDIUM
2002-02-01,경기도,migration_surge,순이동 급증,8173.0,7228.0,-945.0,15195.0,24321.0,9126.0,0.7035359035877098,3.644346654098384,-0.30167795823213334,3.29490557708101,3.295,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,25,MEDIUM
2008-05-01,서울특별시,migration_drop,순이동 급감,4787.0,4495.0,-292.0,-6465.0,-8537.0,-2072.0,0.5782813940951925,-2.393389767546765,-0.08548084729470433,-3.28327988352328,3.283,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,29,MEDIUM
2012-01-01,경기도,migration_drop,순이동 급감,7896.0,7015.0,-881.0,8220.0,5317.0,-2903.0,0.9369763849026412,2.776525911961223,-0.7523436855400336,-3.2823559226030086,3.282,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,31,MEDIUM
2011-10-01,경기도,migration_drop,순이동 급감,7185.0,5783.0,-1402.0,9823.0,3350.0,-6473.0,0.947134101851891,1.1622504572666803,-0.8777757554093106,-3.2820710565032694,3.282,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,30,MEDIUM
2003-01-01,전북특별자치도,migration_surge,순이동 급증,851.0,616.0,-235.0,-19820.0,-3016.0,16804.0,-0.3769967374863041,-0.5514322359455749,0.28746440328053313,3.2809255066474097,3.281,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,26,MEDIUM
2002-09-01,경기도,migration_surge,순이동 급증,7116.0,6259.0,-857.0,22378.0,26307.0,3929.0,0.824250453902961,3.46948979226225,-0.03752366593724705,3.2774691288257225,3.277,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,27,MEDIUM
2016-08-01,경기도,migration_surge,순이동 급증,5017.0,4437.0,-580.0,9781.0,15118.0,5337.0,1.160409862064899,2.914796159451053,-0.5332240422580559,3.274564826608605,3.275,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,28,MEDIUM
2021-04-01,경기도,migration_drop,순이동 급감,1394.0,1430.0,36.0,20454.0,12600.0,-7854.0,2.3308873121797378,3.157343291679249,0.6228997831463816,-3.2596122929602322,3.26,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,32,MEDIUM
2006-09-01,경기도,migration_drop,순이동 급감,5929.0,6295.0,366.0,10653.0,6503.0,-4150.0,0.8922735502647665,3.2752368585010263,2.4134643318111966,-3.2529500260064133,3.253,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,33,MEDIUM
2001-02-01,경기도,migration_surge,순이동 급증,9357.0,8173.0,-1184.0,11923.0,15195.0,3272.0,0.6391229854791444,3.2183030173164138,-0.3131119849967599,3.252431259586836,3.252,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,29,MEDIUM
2021-05-01,서울특별시,migration_drop,순이동 급감,330.0,21.0,-309.0,-2709.0,-8309.0,-5600.0,0.47164793136636185,-2.6137909764881417,-0.13681778067207,-3.241105596717114,3.241,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,34,MEDIUM
2019-04-01,서울특별시,migration_surge,순이동 급증,1282.0,1094.0,-188.0,-10067.0,-4738.0,5329.0,1.0694623462597574,-1.640311368615941,-0.05905496274270726,3.241276578916604,3.241,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,30,MEDIUM
2009-06-01,서울특별시,migration_surge,순이동 급증,4292.0,3843.0,-449.0,-9643.0,-2076.0,7567.0,0.5968616996184165,-1.4206839265987794,-0.5841958353781296,3.23594892179585,3.236,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,31,MEDIUM
2017-06-01,서울특별시,migration_surge,순이동 급증,2947.0,1981.0,-966.0,-12064.0,-6045.0,6019.0,0.6945292886055373,-2.4464885394530067,-0.42943125660843967,3.2272312584767056,3.227,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,32,MEDIUM
2018-12-01,서울특별시,migration_surge,순이동 급증,762.0,-13.0,-775.0,-14718.0,-9604.0,5114.0,0.43174502368922046,-2.224879596551382,-1.1228116337030651,3.220480399901153,3.22,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,33,MEDIUM
2016-01-01,경기도,migration_surge,순이동 급증,6103.0,5275.0,-828.0,3447.0,9190.0,5743.0,1.0308267719227606,2.965027416656371,-0.9343551173369523,3.217393349722118,3.217,전년 동월 대비 순이동 증가폭이 같은 시점의 다른 지역보다 매우 크게 나타남,34,MEDIUM
2009-10-01,서울특별시,migration_drop,순이동 급감,4763.0,4343.0,-420.0,-4647.0,-9592.0,-4945.0,0.5722529743764001,-2.785089876996532,-0.5619441195289191,-3.217394287160302,3.217,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,35,MEDIUM
2004-05-01,경기도,migration_drop,순이동 급감,6187.0,5969.0,-218.0,20625.0,13455.0,-7170.0,0.8612955668439499,3.4525721852381746,0.11431130286467132,-3.201624937036017,3.202,전년 동월 대비 순이동 감소폭이 같은 시점의 다른 지역보다 매우 크게 나타남,36,MEDIUM
