gameinfo,year,id,team,inning1,inning2,inning3,inning4,inning5,inning6,inning7,inning8,inning9,inning10,inning11,inning12,H,AB,AVG,R,RBI
b'20190329HTKT0',2019,64006,b'KT',0,7102,0,7104,0,1019,0,7407,0,0,0,0,1,4,0,1,0
b'20190329SKWO0',2019,63704,b'SK',7101,0,1019,0,3000,3000,0,2000,0,0,0,0,1,3,0,1,0
b'20190329SKWO0',2019,62895,b'SK',1011,0,7005,0,7100,0,1019,0,7102,0,0,0,2,5,0,1,0
b'20190329SKWO0',2019,71837,b'SK',1003,0,7006,0,7101,0,1013,0,3100,0,0,0,2,4,0,0,1
b'20190329SKWO0',2019,67872,b'SK',7209,0,7001,0,1110,0,7006,0,7209,0,0,0,1,5,0,0,0
b'20190329SKWO0',2019,76812,b'SK',0,7006,0,7003,7004,0,2000,0,0,0,0,0,0,4,0,0,0
b'20190329SKWO0',2019,75847,b'SK',0,3000,0,3000,0,3000,1017,0,0,0,0,0,1,1,0,2,1
b'20190329SKWO0',2019,75151,b'SK',0,7006,0,1116,0,1110,0,0,0,0,0,0,2,3,0,0,0
b'20190329SKWO0',2019,61353,b'SK',0,0,0,0,0,0,7405,0,0,0,0,0,0,1,0,1,0
b'20190329SKWO0',2019,62884,b'SK',0,7107,0,7107,0,7101,0,7001,0,0,0,0,0,4,0,0,2
b'20190329SKWO0',2019,76802,b'SK',0,0,1018,7102,0,4105,0,7006,0,0,0,0,1,3,0,0,1
b'20190329SKWO0',2019,67341,b'WO',1011,1017,0,7305,0,0,7005,0,7006,0,0,0,2,5,0,1,0
b'20190329SKWO0',2019,78168,b'WO',1004,7101,0,0,7006,0,7006,0,2000,0,0,0,1,5,0,1,0
b'20190329SKWO0',2019,75125,b'WO',2000,2000,0,0,2000,0,2000,0,0,0,0,0,0,4,0,0,0
b'20190329SKWO0',2019,68345,b'WO',3000,0,7006,0,2000,0,0,2000,0,0,0,0,0,3,0,0,0
b'20190329SKWO0',2019,64300,b'WO',3000,0,7006,0,0,1017,0,7104,0,0,0,0,1,3,0,0,1
b'20190329SKWO0',2019,65357,b'WO',5004,0,7104,0,0,7405,0,7100,0,0,0,0,0,3,0,0,1
b'20190329SKWO0',2019,65399,b'WO',1008,0,0,2000,0,1017,0,0,1011,0,0,0,3,4,0,0,0
b'20190329SKWO0',2019,64346,b'WO',7407,0,0,1110,0,2000,0,0,7405,0,0,0,1,4,0,0,0
b'20190329SKWO0',2019,66354,b'WO',0,7002,0,2000,0,0,0,0,0,0,0,0,0,2,0,0,0
b'20190329SKWO0',2019,79456,b'WO',0,0,0,0,0,7107,0,0,1011,0,0,0,1,2,0,0,0
b'20190329NCHH0',2019,60566,b'NC',1019,0,7104,0,1018,0,0,1019,0,0,0,0,3,4,0,0,0
b'20190329NCHH0',2019,65042,b'NC',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190329NCHH0',2019,64984,b'NC',7005,0,1019,0,7101,0,0,7101,0,0,0,0,1,4,0,0,0
b'20190329NCHH0',2019,63963,b'NC',1017,0,3000,0,0,7006,0,7304,0,0,0,0,1,3,0,0,0
b'20190329NCHH0',2019,62931,b'NC',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190329NCHH0',2019,78813,b'NC',2000,0,7208,0,0,7006,0,0,0,0,0,0,0,3,0,0,0
b'20190329NCHH0',2019,62925,b'NC',0,0,0,0,0,0,0,7104,0,0,0,0,0,1,0,0,0
b'20190329NCHH0',2019,62025,b'NC',3000,0,0,2000,0,2000,0,0,7101,0,0,0,0,3,0,0,0
b'20190329NCHH0',2019,73306,b'NC',7102,0,0,7104,0,0,7102,0,0,0,0,0,0,3,0,0,0
b'20190329NCHH0',2019,66917,b'NC',0,0,0,0,0,0,0,0,2000,0,0,0,0,1,0,0,0
b'20190329NCHH0',2019,62921,b'NC',0,2000,0,2000,0,0,0,0,0,0,0,0,0,2,0,0,0
b'20190329NCHH0',2019,62934,b'NC',0,0,0,0,0,0,7104,0,7102,0,0,0,0,2,0,0,0
b'20190329NCHH0',2019,76720,b'NC',0,2000,0,0,2000,0,7407,0,0,0,0,0,0,3,0,0,0
b'20190329NCHH0',2019,73213,b'NC',0,7407,0,0,1018,0,0,1019,0,0,0,0,2,3,0,0,0
b'20190329NCHH0',2019,75808,b'HH',7101,2000,0,7001,0,4104,0,0,0,0,0,0,0,3,0,0,0
b'20190329NCHH0',2019,66706,b'HH',0,0,0,0,0,0,0,2000,0,0,0,0,0,1,0,0,0
b'20190329NCHH0',2019,68743,b'HH',1117,7100,0,7101,0,7100,0,1019,0,0,0,0,2,5,0,1,0
b'20190329NCHH0',2019,76753,b'HH',7104,7104,0,1017,0,7104,0,1303,0,0,0,0,2,5,0,2,4
b'20190329NCHH0',2019,68730,b'HH',2000,0,2000,1011,0,0,3000,1018,0,0,0,0,2,4,0,1,1
b'20190329NCHH0',2019,71752,b'HH',0,1117,1116,7107,0,0,1303,0,0,0,0,0,3,4,0,2,2
b'20190329NCHH0',2019,69727,b'HH',0,0,0,0,0,0,0,2000,0,0,0,0,0,1,0,0,0
b'20190329NCHH0',2019,73136,b'HH',0,1019,7100,0,3100,0,0,0,0,0,0,0,1,2,0,1,0
b'20190329NCHH0',2019,62797,b'HH',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190329NCHH0',2019,69737,b'HH',0,0,0,0,0,0,2000,0,0,0,0,0,0,1,0,0,0
b'20190329NCHH0',2019,61554,b'HH',0,1011,2000,0,7205,0,2000,0,0,0,0,0,1,4,0,0,1
b'20190329NCHH0',2019,78288,b'HH',0,3000,0,1019,2000,0,7104,0,0,0,0,0,1,3,0,1,0
b'20190329NCHH0',2019,64717,b'HH',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190329NCHH0',2019,78756,b'HH',0,1019,0,3000,0,6002,0,7101,0,0,0,0,1,3,0,1,1
b'20190330LTLG0',2019,76249,b'LT',1018,1116,0,1017,0,3000,0,7102,0,0,0,0,3,4,0,3,0
b'20190330LTLG0',2019,60523,b'LT',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190330LTLG0',2019,77532,b'LT',1017,7004,0,1011,0,6002,0,7104,0,0,0,0,2,5,0,3,0
b'20190330LTLG0',2019,78513,b'LT',7004,3000,0,5002,0,7104,0,0,0,0,0,0,0,2,0,0,2
b'20190330LTLG0',2019,76509,b'LT',0,0,0,0,0,0,0,0,2000,0,0,0,0,1,0,0,0
b'20190330LTLG0',2019,71564,b'LT',5002,5002,0,1117,0,7104,0,0,0,0,0,0,1,2,0,0,4
b'20190330LTLG0',2019,65586,b'LT',0,0,0,0,0,0,0,0,7005,0,0,0,0,1,0,0,0
b'20190330LTLG0',2019,77463,b'LT',1011,3000,0,2000,0,7100,0,0,0,0,0,0,1,3,0,0,1
b'20190330LTLG0',2019,64504,b'LT',0,0,0,0,0,0,0,0,7006,0,0,0,0,1,0,0,0
b'20190330LTLG0',2019,68525,b'LT',1017,2000,0,7102,0,0,2000,0,0,0,0,0,1,4,0,0,0
b'20190330LTLG0',2019,69530,b'LT',3000,0,2000,0,7101,0,7101,0,0,0,0,0,0,3,0,0,0
b'20190330LTLG0',2019,62558,b'LT',7100,0,2000,0,2000,0,7100,0,0,0,0,0,0,4,0,0,0
b'20190330LTLG0',2019,62556,b'LT',0,1011,7107,0,2000,0,0,7107,0,0,0,0,1,4,0,1,0
b'20190330LTLG0',2019,61186,b'LG',7101,0,7001,0,0,3000,0,7006,0,0,0,0,0,3,0,0,0
b'20190330LTLG0',2019,79109,b'LG',1017,0,2000,0,0,2000,0,0,0,0,0,0,1,3,0,0,0
b'20190330LTLG0',2019,79198,b'LG',0,0,0,0,0,0,0,7104,0,0,0,0,0,1,0,0,0
b'20190330LTLG0',2019,76290,b'LG',7004,0,7005,0,0,2000,0,0,1019,0,0,0,1,4,0,1,0
b'20190330LTLG0',2019,69150,b'LG',3100,0,0,2000,0,7100,0,0,3000,0,0,0,0,2,0,0,0
b'20190330LTLG0',2019,79192,b'LG',7005,0,0,2000,0,0,7000,0,0,0,0,0,0,3,0,0,0
b'20190330LTLG0',2019,78217,b'LG',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190330LTLG0',2019,78135,b'LG',0,0,0,0,0,0,0,0,7104,0,0,0,0,1,0,0,0
b'20190330LTLG0',2019,72133,b'LG',0,2000,0,7101,0,0,2000,0,6105,0,0,0,0,3,0,0,1
b'20190330LTLG0',2019,79530,b'LG',0,7102,0,0,2000,0,7104,0,2000,0,0,0,0,4,0,0,0
b'20190330LTLG0',2019,61102,b'LG',0,7102,0,0,7104,0,0,0,0,0,0,0,0,2,0,0,0
b'20190330LTLG0',2019,71842,b'LG',0,0,0,0,0,0,0,2000,2000,0,0,0,0,2,0,0,0
b'20190330LTLG0',2019,79150,b'LG',0,0,1013,0,7102,0,0,0,0,0,0,0,1,2,0,0,0
b'20190330LTLG0',2019,62164,b'LG',0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0
b'20190330LTLG0',2019,65207,b'LG',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190330OBSS0',2019,79240,b'OB',7006,0,7212,0,0,7102,0,7006,0,0,0,0,0,4,0,0,0
b'20190330OBSS0',2019,69209,b'OB',7104,0,0,7006,0,1012,0,0,1011,0,0,0,2,4,0,0,0
b'20190330OBSS0',2019,69238,b'OB',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
b'20190330OBSS0',2019,79215,b'OB',7107,0,0,3000,0,7006,0,0,3000,0,0,0,0,2,0,1,0
b'20190330OBSS0',2019,78224,b'OB',0,7005,0,7201,0,7101,0,0,2000,0,0,0,0,4,0,0,0
b'20190330OBSS0',2019,75334,b'OB',0,7006,0,0,7307,0,7005,0,1301,0,0,0,1,4,0,1,3
b'20190330OBSS0',2019,77248,b'OB',0,7006,0,0,2000,0,2000,0,7307,0,0,0,0,4,0,0,0
b'20190330OBSS0',2019,74206,b'OB',0,0,7100,0,3000,0,7107,0,7005,0,0,0,0,3,0,1,0
b'20190330OBSS0',2019,63202,b'OB',0,0,1117,0,1110,0,0,7400,0,0,0,0,2,3,0,0,1
b'20190330OBSS0',2019,62244,b'OB',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190330OBSS0',2019,79231,b'OB',0,0,3000,0,7104,0,0,2000,0,0,0,0,0,2,0,0,0
b'20190330OBSS0',2019,62415,b'SS',2000,0,1301,0,7104,0,0,4105,0,0,0,0,1,3,0,1,1
b'20190330OBSS0',2019,79402,b'SS',2000,0,1017,0,0,7003,0,5002,0,0,0,0,1,3,0,0,1
b'20190330OBSS0',2019,62404,b'SS',2000,0,2000,0,0,1110,0,1011,0,0,0,0,2,4,0,0,0
b'20190330OBSS0',2019,74540,b'SS',0,2000,0,2000,0,2000,0,7102,0,0,0,0,0,4,0,0,0
b'20190330OBSS0',2019,61404,b'SS',0,7005,0,7301,0,7005,0,0,1019,0,0,0,1,4,0,0,0
b'20190330OBSS0',2019,71432,b'SS',0,3000,0,3000,0,0,7005,0,7100,0,0,0,0,2,0,0,0
b'20190330OBSS0',2019,61197,b'SS',0,7102,0,7006,0,0,7107,0,0,0,0,0,0,3,0,0,0
b'20190330OBSS0',2019,67450,b'SS',0,0,0,0,0,0,0,0,7104,0,0,0,0,1,0,0,0
b'20190330OBSS0',2019,69453,b'SS',0,0,7006,0,2000,0,2000,0,0,0,0,0,0,3,0,0,0
b'20190330OBSS0',2019,66838,b'SS',0,0,0,0,0,0,0,0,7006,0,0,0,0,1,0,0,0
b'20190330OBSS0',2019,66462,b'SS',0,0,7006,0,7006,0,0,3000,0,0,0,0,0,2,0,1,0
b'20190330HTKT0',2019,76849,b'HT',1017,7005,0,0,2000,0,3000,0,2000,0,0,0,1,4,0,1,0
b'20190330HTKT0',2019,69605,b'HT',7402,7100,0,0,3000,0,2000,0,0,0,0,0,0,3,0,0,0
b'20190330HTKT0',2019,79608,b'HT',1017,0,2000,0,7000,0,0,2000,0,0,0,0,1,4,0,0,0
b'20190330HTKT0',2019,72443,b'HT',3000,0,1011,0,0,7005,0,1118,0,0,0,0,2,3,0,1,0
b'20190330HTKT0',2019,70410,b'HT',3100,0,7107,0,0,7101,0,7101,0,0,0,0,0,3,0,0,1
b'20190330HTKT0',2019,78629,b'HT',7400,0,2000,0,0,7101,0,1017,0,0,0,0,1,4,0,0,1
b'20190330HTKT0',2019,66606,b'HT',7107,0,0,2000,0,0,2000,2000,0,0,0,0,0,4,0,0,0
b'20190330HTKT0',2019,62864,b'HT',0,1011,0,7104,0,0,3000,0,7101,0,0,0,1,3,0,0,0
b'20190330HTKT0',2019,62908,b'HT',0,7007,0,7002,0,0,0,0,0,0,0,0,0,2,0,0,0
b'20190330HTKT0',2019,66615,b'HT',0,0,0,0,0,0,2000,0,7102,0,0,0,0,2,0,0,0
b'20190330HTKT0',2019,73113,b'KT',2000,0,1011,0,3000,3000,0,1017,0,0,0,0,2,3,0,1,1
b'20190330HTKT0',2019,74339,b'KT',1019,0,1011,0,7104,3000,0,7302,0,0,0,0,2,4,0,0,1
b'20190330HTKT0',2019,64012,b'KT',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190330HTKT0',2019,68050,b'KT',2000,0,2000,0,1304,2000,0,2000,0,0,0,0,1,5,0,1,2
b'20190330HTKT0',2019,67025,b'KT',2000,0,7107,0,3000,2000,0,7005,0,0,0,0,0,4,0,0,0
b'20190330HTKT0',2019,74215,b'KT',0,7006,7101,0,7104,0,1011,0,0,0,0,0,1,4,0,0,0
b'20190330HTKT0',2019,64166,b'KT',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
b'20190330HTKT0',2019,76313,b'KT',0,7104,0,7101,0,7101,1011,0,0,0,0,0,1,4,0,1,0
b'20190330HTKT0',2019,78548,b'KT',0,3000,0,2000,0,1011,7107,0,0,0,0,0,1,3,0,1,0
b'20190330HTKT0',2019,60558,b'KT',0,1018,0,7004,0,3000,5002,0,0,0,0,0,1,2,0,1,1
b'20190330HTKT0',2019,64006,b'KT',0,2000,0,0,7001,0,0,0,0,0,0,0,0,2,0,0,0
b'20190330HTKT0',2019,64004,b'KT',0,0,0,0,0,1011,0,0,0,0,0,0,1,1,0,0,0
b'20190330HTKT0',2019,68069,b'KT',0,0,0,0,0,0,2000,0,0,0,0,0,0,1,0,0,0
b'20190330SKWO0',2019,63704,b'SK',7102,0,7101,0,0,4104,0,7003,0,0,0,0,0,3,0,0,0
b'20190330SKWO0',2019,62895,b'SK',7102,0,0,2000,0,7007,0,0,7306,0,0,0,0,4,0,0,0
b'20190330SKWO0',2019,71837,b'SK',1018,0,0,7006,0,3100,0,0,2000,0,0,0,1,3,0,0,0
b'20190330SKWO0',2019,67872,b'SK',7003,0,0,7102,0,7005,0,0,2000,0,0,0,0,4,0,0,0
b'20190330SKWO0',2019,76812,b'SK',0,7107,0,0,3000,0,1017,0,0,0,0,0,1,2,0,1,0
b'20190330SKWO0',2019,76869,b'SK',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190330SKWO0',2019,77243,b'SK',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190330SKWO0',2019,75847,b'SK',0,2000,0,0,2000,0,2000,0,0,0,0,0,0,3,0,0,0
b'20190330SKWO0',2019,75151,b'SK',0,7003,0,0,7104,0,7102,0,0,0,0,0,0,3,0,0,1
b'20190330SKWO0',2019,73209,b'SK',0,0,7002,0,7100,0,0,2000,0,0,0,0,0,3,0,0,0
b'20190330SKWO0',2019,76802,b'SK',0,0,7107,0,0,1012,0,0,0,0,0,0,1,2,0,0,0
b'20190330SKWO0',2019,61353,b'SK',0,0,0,0,0,0,0,2000,0,0,0,0,0,1,0,0,0
b'20190330SKWO0',2019,63123,b'SK',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190330SKWO0',2019,67341,b'WO',7101,0,7005,0,6000,0,1117,0,0,0,0,0,1,4,0,1,0
b'20190330SKWO0',2019,78168,b'WO',7101,0,7005,0,3000,0,7003,0,0,0,0,0,0,3,0,0,0
b'20190330SKWO0',2019,64300,b'WO',2000,0,0,2000,2000,0,1116,0,0,0,0,0,1,4,0,1,1
b'20190330SKWO0',2019,75125,b'WO',0,2000,0,2000,0,2000,1018,0,0,0,0,0,1,4,0,0,1
b'20190330SKWO0',2019,68345,b'WO',0,1019,0,1017,0,3000,3000,0,0,0,0,0,2,2,0,1,0
b'20190330SKWO0',2019,64346,b'WO',0,1019,0,1019,0,3000,7101,0,0,0,0,0,2,3,0,0,1
b'20190330SKWO0',2019,65357,b'WO',0,2000,0,7102,0,2000,0,7006,0,0,0,0,0,4,0,0,0
b'20190330SKWO0',2019,67304,b'WO',0,2000,0,0,2000,0,0,0,0,0,0,0,0,2,0,0,0
b'20190330SKWO0',2019,65399,b'WO',0,0,0,0,0,7104,0,0,0,0,0,0,0,1,0,0,0
b'20190330SKWO0',2019,79334,b'WO',0,0,0,0,0,0,0,7006,0,0,0,0,0,1,0,0,0
b'20190330SKWO0',2019,79456,b'WO',0,0,7107,0,7101,0,7005,7304,0,0,0,0,0,4,0,0,0
b'20190330NCHH0',2019,60566,b'NC',1018,0,7101,1011,0,1116,0,7100,0,0,0,0,3,5,0,2,0
b'20190330NCHH0',2019,61329,b'NC',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190330NCHH0',2019,62925,b'NC',1017,0,3100,2000,0,2000,0,0,2000,0,0,0,1,4,0,2,0
b'20190330NCHH0',2019,63963,b'NC',7104,0,7003,1111,0,2000,0,0,1008,0,0,0,2,5,0,0,2
b'20190330NCHH0',2019,76232,b'NC',1118,0,3000,0,1018,0,0,0,0,0,0,0,2,2,0,0,2
b'20190330NCHH0',2019,76720,b'NC',0,0,0,0,0,0,2000,0,2000,0,0,0,0,2,0,0,0
b'20190330NCHH0',2019,78813,b'NC',3000,0,1011,0,1013,0,0,0,0,0,0,0,2,2,0,0,1
b'20190330NCHH0',2019,62025,b'NC',0,0,0,0,0,0,1019,0,7006,0,0,0,1,2,0,0,0
b'20190330NCHH0',2019,73306,b'NC',7214,0,3100,0,2000,0,1017,0,0,0,0,0,1,3,0,0,0
b'20190330NCHH0',2019,62931,b'NC',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190330NCHH0',2019,73213,b'NC',0,7102,7101,0,3000,0,7304,0,0,0,0,0,0,3,0,0,0
b'20190330NCHH0',2019,66917,b'NC',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190330NCHH0',2019,62921,b'NC',0,2000,0,2000,7209,0,0,0,0,0,0,0,0,3,0,0,0
b'20190330NCHH0',2019,64984,b'NC',0,0,0,0,0,0,0,2000,0,0,0,0,0,1,0,0,0
b'20190330NCHH0',2019,62934,b'NC',0,7101,0,3000,0,7003,0,7104,0,0,0,0,0,3,0,1,0
b'20190330NCHH0',2019,75808,b'HH',7003,0,10193000,7104,0,7102,0,0,0,0,0,0,1,4,0,2,0
b'20190330NCHH0',2019,66706,b'HH',0,0,0,0,0,0,0,7100,0,0,0,0,0,1,0,0,0
b'20190330NCHH0',2019,68743,b'HH',3000,0,30003000,1110,0,3000,0,7107,0,0,0,0,1,2,0,2,3
b'20190330NCHH0',2019,76753,b'HH',7003,0,10177102,3000,0,7102,0,0,0,0,0,0,1,4,0,1,2
b'20190330NCHH0',2019,69737,b'HH',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190330NCHH0',2019,68730,b'HH',7003,0,10127003,6000,0,0,2000,0,0,0,0,0,1,5,0,1,1
b'20190330NCHH0',2019,71752,b'HH',0,7101,6004,7006,7101,0,3000,0,0,0,0,0,0,4,0,1,0
b'20190330NCHH0',2019,69727,b'HH',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190330NCHH0',2019,73136,b'HH',0,2000,1303,1118,2000,0,7005,0,0,0,0,0,2,5,0,2,3
b'20190330NCHH0',2019,61554,b'HH',0,3100,3000,1116,3000,0,1019,0,0,0,0,0,2,2,0,2,1
b'20190330NCHH0',2019,78288,b'HH',0,3000,3000,3000,2000,0,0,0,0,0,0,0,0,1,0,2,0
b'20190330NCHH0',2019,64717,b'HH',0,0,0,0,0,0,7104,0,0,0,0,0,0,1,0,0,0
b'20190330NCHH0',2019,78756,b'HH',0,7001,4105,1008,0,7104,0,7006,0,0,0,0,1,4,0,0,1
b'20190331LTLG0',2019,76249,b'LT',3000,2000,0,0,7003,0,7104,0,2000,0,0,0,0,4,0,1,0
b'20190331LTLG0',2019,77532,b'LT',3000,0,1300,0,1011,0,1011,0,1017,0,0,0,4,4,0,2,2
b'20190331LTLG0',2019,78513,b'LT',7008,0,7102,0,1017,0,7104,0,7104,0,0,0,1,5,0,0,0
b'20190331LTLG0',2019,71564,b'LT',7101,0,3000,0,5005,0,0,7006,0,1011,0,0,1,3,0,0,2
b'20190331LTLG0',2019,60523,b'LT',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190331LTLG0',2019,77463,b'LT',7100,0,2000,0,7005,0,0,7104,0,0,0,0,0,4,0,0,0
b'20190331LTLG0',2019,64504,b'LT',0,0,0,0,0,0,0,0,0,4104,0,0,0,0,0,0,0
b'20190331LTLG0',2019,68525,b'LT',0,2000,7004,0,0,7102,0,7004,0,3000,0,0,0,4,0,0,0
b'20190331LTLG0',2019,69530,b'LT',0,1110,0,7005,0,1201,0,0,3000,7006,0,0,2,4,0,2,0
b'20190331LTLG0',2019,62558,b'LT',0,7301,0,7006,0,7104,0,0,0,0,0,0,0,3,0,0,0
b'20190331LTLG0',2019,67539,b'LT',0,0,0,0,0,0,0,0,4105,0,0,0,0,0,0,0,0
b'20190331LTLG0',2019,65586,b'LT',0,0,0,0,0,0,0,0,0,2000,0,0,0,1,0,0,0
b'20190331LTLG0',2019,64022,b'LT',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190331LTLG0',2019,62556,b'LT',0,1117,0,2000,0,0,7003,0,3000,0,0,0,1,3,0,0,1
b'20190331LTLG0',2019,78135,b'LG',7104,0,7102,0,7006,0,0,3000,1017,0,0,0,1,4,0,0,1
b'20190331LTLG0',2019,65207,b'LG',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
b'20190331LTLG0',2019,79109,b'LG',7101,0,3100,0,2000,0,0,1019,6000,0,0,0,1,4,0,0,0
b'20190331LTLG0',2019,76290,b'LG',1019,0,7206,0,0,7005,0,7100,1011,0,0,0,2,5,0,1,1
b'20190331LTLG0',2019,69150,b'LG',1012,0,0,2000,0,0,0,0,0,0,0,0,1,2,0,0,1
b'20190331LTLG0',2019,62164,b'LG',0,0,0,0,0,2000,0,2000,7006,0,0,0,0,3,0,0,0
b'20190331LTLG0',2019,79192,b'LG',7102,0,0,1019,0,7102,0,7104,0,7104,0,0,1,5,0,0,0
b'20190331LTLG0',2019,72133,b'LG',0,7101,0,1019,0,0,7004,0,1011,1011,0,0,3,5,0,1,0
b'20190331LTLG0',2019,79530,b'LG',0,7104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
b'20190331LTLG0',2019,61186,b'LG',0,0,0,7005,0,0,0,0,0,0,0,0,0,1,0,0,0
b'20190331LTLG0',2019,79198,b'LG',0,0,0,0,0,0,7102,0,0,0,0,0,0,1,0,0,0
b'20190331LTLG0',2019,78217,b'LG',0,0,0,0,0,0,0,0,7100,3000,0,0,0,1,0,1,0
b'20190331LTLG0',2019,61102,b'LG',0,7101,0,7101,0,0,7002,0,7006,1116,0,0,1,5,0,0,1
b'20190331LTLG0',2019,79150,b'LG',0,0,6002,0,2000,0,0,1003,1118,0,0,0,2,4,0,2,1
b'20190331OBSS0',2019,79231,b'OB',2000,0,1017,7102,0,3000,0,1205,0,0,0,0,2,4,0,1,2
b'20190331OBSS0',2019,69209,b'OB',7101,0,1017,0,1019,7003,0,2000,0,0,0,0,2,5,0,2,0
b'20190331OBSS0',2019,79215,b'OB',2000,0,2000,0,7006,0,2000,0,7006,0,0,0,0,5,0,0,0
b'20190331OBSS0',2019,78224,b'OB',0,2000,1301,0,1301,0,1019,0,2000,0,0,0,3,5,0,2,6
b'20190331OBSS0',2019,75334,b'OB',0,2000,7004,0,7006,0,7202,0,7107,0,0,0,0,5,0,0,0
b'20190331OBSS0',2019,77248,b'OB',0,3000,0,3000,2000,0,0,3000,0,0,0,0,0,1,0,2,0
b'20190331OBSS0',2019,74206,b'OB',0,2000,0,2000,0,7005,0,7407,0,0,0,0,0,4,0,0,0
b'20190331OBSS0',2019,62244,b'OB',0,0,7001,1012,0,2000,0,7407,0,0,0,0,1,4,0,0,1
b'20190331OBSS0',2019,62234,b'OB',0,0,1017,7104,0,3000,0,3100,0,0,0,0,1,2,0,2,0
b'20190331OBSS0',2019,62415,b'SS',2000,7006,0,2000,0,1017,0,2000,0,0,0,0,1,5,0,0,0
b'20190331OBSS0',2019,79402,b'SS',3100,0,1019,0,2000,7003,0,0,3000,0,0,0,1,3,0,0,0
b'20190331OBSS0',2019,62404,b'SS',7006,0,7300,0,1202,0,7101,0,1011,0,0,0,2,5,0,1,0
b'20190331OBSS0',2019,67450,b'SS',3100,0,7102,0,3000,0,1017,0,2000,0,0,0,1,3,0,0,0
b'20190331OBSS0',2019,61404,b'SS',2000,0,0,1303,5005,0,7006,0,7006,0,0,0,1,4,0,1,2
b'20190331OBSS0',2019,75566,b'SS',0,7104,0,7102,2000,0,1017,0,7006,0,0,0,1,5,0,0,0
b'20190331OBSS0',2019,66838,b'SS',0,3100,0,7107,0,7107,0,0,0,0,0,0,0,2,0,1,0
b'20190331OBSS0',2019,71432,b'SS',0,0,0,0,0,0,7006,0,0,0,0,0,0,1,0,0,0
b'20190331OBSS0',2019,74540,b'SS',0,1301,0,3000,0,1019,0,0,0,0,0,0,2,2,0,1,2
b'20190331OBSS0',2019,64793,b'SS',0,0,0,0,0,0,0,7002,0,0,0,0,0,1,0,0,0
b'20190331OBSS0',2019,66462,b'SS',0,7101,0,1011,0,7005,0,7003,0,0,0,0,1,4,0,0,0
b'20190331HTKT0',2019,76849,b'HT',7003,0,1019,0,7101,0,4005,0,1019,0,0,0,2,5,0,0,1
b'20190331HTKT0',2019,66606,b'HT',2000,0,7101,0,0,3000,3000,0,3000,0,0,0,0,2,0,2,0
b'20190331HTKT0',2019,79608,b'HT',7102,0,0,7000,0,1011,1019,0,7307,0,0,0,2,5,0,1,0
b'20190331HTKT0',2019,72443,b'HT',0,7003,0,3100,0,6002,1017,0,0,0,0,0,1,3,0,0,2
b'20190331HTKT0',2019,70410,b'HT',0,7101,0,7214,0,7400,7104,0,0,0,0,0,0,4,0,0,0
b'20190331HTKT0',2019,69605,b'HT',0,2000,0,0,7101,3000,0,7004,0,0,0,0,0,3,0,0,0
b'20190331HTKT0',2019,64657,b'HT',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b'20190331HTKT0',2019,78629,b'HT',0,0,7302,0,7006,5002,0,7003,0,0,0,0,0,3,0,0,1
b'20190331HTKT0',2019,63722,b'HT',0,0,3000,0,1019,2000,0,7300,0,0,0,0,1,3,0,1,0
b'20190331HTKT0',2019,62908,b'HT',0,0,7102,0,1011,0,2000,0,7104,0,0,0,1,4,0,0,0
b'20190331HTKT0',2019,73113,b'KT',2000,0,1018,0,0,0,0,0,0,0,0,0,1,2,0,1,0
b'20190331HTKT0',2019,64004,b'KT',0,0,0,0,1019,0,7006,0,2000,0,0,0,1,3,0,0,0
b'20190331HTKT0',2019,74339,b'KT',2000,0,1116,0,7104,0,7005,0,1019,0,0,0,2,5,0,0,1
