"행정구역(시군구)별","항목","단위","2000.01 월","2000.02 월","2000.03 월","2000.04 월","2000.05 월","2000.06 월","2000.07 월","2000.08 월","2000.09 월","2000.10 월","2000.11 월","2000.12 월","2001.01 월","2001.02 월","2001.03 월","2001.04 월","2001.05 월","2001.06 월","2001.07 월","2001.08 월","2001.09 월","2001.10 월","2001.11 월","2001.12 월","2002.01 월","2002.02 월","2002.03 월","2002.04 월","2002.05 월","2002.06 월","2002.07 월","2002.08 월","2002.09 월","2002.10 월","2002.11 월","2002.12 월","2003.01 월","2003.02 월","2003.03 월","2003.04 월","2003.05 월","2003.06 월","2003.07 월","2003.08 월","2003.09 월","2003.10 월","2003.11 월","2003.12 월","2004.01 월","2004.02 월","2004.03 월","2004.04 월","2004.05 월","2004.06 월","2004.07 월","2004.08 월","2004.09 월","2004.10 월","2004.11 월","2004.12 월","2005.01 월","2005.02 월","2005.03 월","2005.04 월","2005.05 월","2005.06 월","2005.07 월","2005.08 월","2005.09 월","2005.10 월","2005.11 월","2005.12 월","2006.01 월","2006.02 월","2006.03 월","2006.04 월","2006.05 월","2006.06 월","2006.07 월","2006.08 월","2006.09 월","2006.10 월","2006.11 월","2006.12 월","2007.01 월","2007.02 월","2007.03 월","2007.04 월","2007.05 월","2007.06 월","2007.07 월","2007.08 월","2007.09 월","2007.10 월","2007.11 월","2007.12 월","2008.01 월","2008.02 월","2008.03 월","2008.04 월","2008.05 월","2008.06 월","2008.07 월","2008.08 월","2008.09 월","2008.10 월","2008.11 월","2008.12 월","2009.01 월","2009.02 월","2009.03 월","2009.04 월","2009.05 월","2009.06 월","2009.07 월","2009.08 월","2009.09 월","2009.10 월","2009.11 월","2009.12 월","2010.01 월","2010.02 월","2010.03 월","2010.04 월","2010.05 월","2010.06 월","2010.07 월","2010.08 월","2010.09 월","2010.10 월","2010.11 월","2010.12 월","2011.01 월","2011.02 월","2011.03 월","2011.04 월","2011.05 월","2011.06 월","2011.07 월","2011.08 월","2011.09 월","2011.10 월","2011.11 월","2011.12 월","2012.01 월","2012.02 월","2012.03 월","2012.04 월","2012.05 월","2012.06 월","2012.07 월","2012.08 월","2012.09 월","2012.10 월","2012.11 월","2012.12 월","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월",
"전북특별자치도","시도간전입[명]","명","6157","8465","8694","6269","6696","6582","5098","6044","5496","6689","8031","8353","5501","8392","8296","6347","6286","7712","5628","6538","5710","6261","10030","28677","6085","7117","7827","6808","6412","4575","4857","5702","5057","6189","5566","5912","5543","7837","7908","6818","7223","8405","5582","6011","5631","8296","5892","34744","5516","8152","8185","5717","6705","6146","5162","6489","4983","5263","5864","9111","6077","7114","7430","5951","5684","5577","5383","6389","5943","5464","5926","7527","6166","8570","8413","6225","6314","5801","5015","6610","5705","5774","6031","8402","7878","8183","7593","6364","6213","6590","5054","6207","5097","8867","6907","10354","7293","8936","7905","6613","6070","5536","6002","6098","6044","6379","5350","7898","6385","8698","8281","6413","6228","6587","5839","6541","5675","5979","5656","7070","6428","8148","8637","6581","5816","5715","5713","6684","5292","5638","5763","6493","6045","7744","7821","6126","6009","6890","5623","7321","7106","5991","5770","6729","6270","8668","8246","5990","5832","5212","4940","5496","4703","5587","5675","5962","6097","7608","6539","5651","4986","4694","5117","5354","4569","5455","5533","6930","5642","7715","7080","6055","5504","4904","5800","5980","5083","5424","4785","6640","6263","6716","7132","5609","4963","5172","5090","5476","4802","5232","5494","6807","5386","7183","6776","4892","4982","5321","4582","5453","4308","4740","5747","7161","5851","7795","6837","4919","4983","4470","4296","5086","4383","4027","4730","7332","5910","6369","6276","4976","4731","4195","4342","4849","3586","4713","4512","5519","6095","6188","5634","4765","4371","3682","4396","4517","4212","4421","4552","5585","5870","6583","6215","4589","4322","4882","4697","4851","4609","4565","5034","6408","5668","6284","6590","4789","4738","4927","4910","4848","4900","4095","4506","5223","5036","6602","5662","4286","4353","4086",
"전북특별자치도","시도간전출[명]","명","9714","11461","10953","8272","8824","8077","6745","7913","6695","8578","7969","8963","10176","12003","10671","8361","7880","7896","8198","8627","7174","7843","8240","10220","25905","13224","12633","9855","9273","7286","7679","8708","7395","9067","8521","9296","8559","12038","10551","8621","8513","8127","9322","8584","7648","9260","9446","12260","27199","15586","12539","8639","7770","8206","7808","8413","6326","7479","7588","10709","9707","9866","10243","8027","7387","7089","6406","8293","7291","7350","7520","9763","8448","11547","9898","7260","7370","7751","6352","8248","6719","6578","7764","10253","10158","10303","9145","7504","7179","6336","6946","7978","5642","8252","7666","9072","11173","10774","8969","7462","6817","6277","6417","6624","6297","6487","5593","7784","7336","9720","8858","6508","6484","6701","6369","6937","6143","6143","5534","7425","7212","8484","9152","6236","5741","6199","5917","6984","5107","5893","5653","6778","6636","8475","8004","6088","5715","5556","5265","6745","5813","6161","5878","7118","7158","9246","7601","6591","6340","5256","5359","5756","4790","5719","5676","6380","7206","8271","7044","5654","5552","4938","5267","5552","4511","5529","4859","6347","6481","8757","7260","6099","5388","5453","5402","5575","5409","5781","4801","6769","6791","7162","7945","5667","5087","5628","5507","5945","4707","5299","5135","6713","6838","7945","7576","5404","5562","5163","4846","5835","4784","5312","5116","6569","7089","8962","7777","5492","5532","5156","5045","5897","4824","4602","5195","6344","8200","8091","7458","5732","5341","5454","5726","6110","4287","5576","5413","6363","7759","8046","6990","5620","5491","4462","5339","5492","4926","5027","5186","6828","6904","8152","7885","5559","5322","5610","4964","5375","4815","4495","5184","6854","6477","7231","7387","5308","4478","4526","4925","5711","5732","4670","4826","6008","5897","7355","6226","4288","4967","4475",
"전라남도","총전입[명]","명","26142","32763","34914","23843","27736","37037","20950","21662","22121","24840","25043","28460","22965","32725","34333","25430","24553","39701","21994","23711","22032","21933","23999","27616","28610","28782","40093","32715","27352","18224","20528","20715","20937","27391","24960","26340","23092","39466","35873","27088","26632","31172","23151","21243","21804","25195","22474","29392","23555","31099","31394","21129","20230","21193","18093","20151","18019","21532","23150","27028","25228","27518","32929","22747","22987","21402","18016","24803","22235","20617","22152","23778","22781","32459","34028","23024","21911","22262","18682","21602","19551","19187","22972","25817","28139","29563","29202","22907","20722","19183","19321","21887","18224","27055","25008","25968","28305","32122","29632","22647","19951","19230","19812","20223","20230","21129","18834","25791","23177","30669","30666","21871","20348","21672","20888","21342","19794","21436","21325","27863","23218","27316","32551","22295","18921","19644","19938","20046","17926","19133","19932","24680","22621","26958","28545","20160","18950","20640","17538","20670","19360","19985","20040","25772","20977","27996","25219","18717","18489","16674","16381","16653","15096","18624","21272","22928","22876","25181","24427","19558","18859","17279","19067","17233","14945","19205","20360","25339","21057","28378","28663","23491","19210","19715","19488","19701","17871","19026","18248","25430","21817","21225","25307","19356","16484","19390","20058","20383","17879","20815","19913","27477","19642","24258","24802","17935","18097","17659","16610","19007","15793","16900","18921","24508","19979","24414","22288","17470","17433","16008","16888","17648","16496","15183","18721","24976","22457","21302","22567","17929","17321","15526","16616","18159","13200","17881","18899","22527","21716","21376","19907","18190","17371","15099","16258","16938","15782","16888","18313","26645","20955","21529","22901","18167","17043","17919","18072","19768","18213","17909","20556","25984","22058","22046","23393","18130","16315","16446","16412","16829","16714","15492","17725","22059","18840","21012","19299","15644","16357","14711",
"전라남도","총전출[명]","명","30678","37008","37705","26927","28921","27503","30403","27302","25664","28272","28598","30068","26936","37907","37150","27719","25807","27764","33599","29112","25419","25569","27769","32665","33679","33968","41286","33632","29386","22738","25920","25735","24496","31096","29328","31535","26960","39208","36655","29860","29328","29351","30009","25924","25259","28562","25837","35732","26625","36389","34750","23697","22021","22396","20945","23030","19667","23521","25403","30381","27935","30726","34475","23826","24143","21852","19340","26326","23298","21915","23322","27261","25611","36074","34578","23588","22446","25340","20607","24340","21592","20810","25021","28954","30553","32613","30784","23776","22015","19741","19914","22987","18902","28094","25789","28584","30289","34828","30114","23359","20733","19758","20944","21415","21297","21974","19728","26785","23881","32587","30746","22276","21211","21766","21261","22444","21012","21435","21727","28130","24721","29216","32157","22115","19167","21336","21165","22018","18610","20243","20439","24474","24429","29871","28657","20563","19197","20094","18620","22081","19244","19772","19564","24369","22736","29883","25086","18848","18365","16479","16874","17664","15562","18861","21502","22220","24481","26459","24395","19762","18990","17032","19609","17894","15117","19000","19395","24501","21766","29478","27877","21927","20055","20937","20528","20738","18676","18930","17601","22361","23283","22226","25997","19303","16350","19065","19680","19830","17168","19522","20020","23724","21590","25284","25068","18134","18469","17721","17153","19636","16490","16814","18445","22533","21243","25694","23082","17065","17614","16439","17077","18938","16892","15405","18570","22532","24787","22799","23022","17630","17621","16939","17929","19723","14539","18626","18218","20581","25181","23935","21218","18861","18382","15881","17573","18303","16594","17262","17208","22873","24283","23596","24927","19807","17610","18671","18817","20633","18612","17681","19923","24210","22369","22253","23903","17898","16325","16953","16999","17526","18792","15592","17505","21991","18299","21251","19798","14988","16178","15054",
"전라남도","순이동[명]","명","-4536","-4245","-2791","-3084","-1185","9534","-9453","-5640","-3543","-3432","-3555","-1608","-3971","-5182","-2817","-2289","-1254","11937","-11605","-5401","-3387","-3636","-3770","-5049","-5069","-5186","-1193","-917","-2034","-4514","-5392","-5020","-3559","-3705","-4368","-5195","-3868","258","-782","-2772","-2696","1821","-6858","-4681","-3455","-3367","-3363","-6340","-3070","-5290","-3356","-2568","-1791","-1203","-2852","-2879","-1648","-1989","-2253","-3353","-2707","-3208","-1546","-1079","-1156","-450","-1324","-1523","-1063","-1298","-1170","-3483","-2830","-3615","-550","-564","-535","-3078","-1925","-2738","-2041","-1623","-2049","-3137","-2414","-3050","-1582","-869","-1293","-558","-593","-1100","-678","-1039","-781","-2616","-1984","-2706","-482","-712","-782","-528","-1132","-1192","-1067","-845","-894","-994","-704","-1918","-80","-405","-863","-94","-373","-1102","-1218","1","-402","-267","-1503","-1900","394","180","-246","-1692","-1227","-1972","-684","-1110","-507","206","-1808","-2913","-112","-403","-247","546","-1082","-1411","116","213","476","1403","-1759","-1887","133","-131","124","195","-493","-1011","-466","-237","-230","708","-1605","-1278","32","-204","-131","247","-542","-661","-172","205","965","838","-709","-1100","786","1564","-845","-1222","-1040","-1037","-805","96","647","3069","-1466","-1001","-690","53","134","325","378","553","711","1293","-107","3753","-1948","-1026","-266","-199","-372","-62","-543","-629","-697","86","476","1975","-1264","-1280","-794","405","-181","-431","-189","-1290","-396","-222","151","2444","-2330","-1497","-455","299","-300","-1413","-1313","-1564","-1339","-745","681","1946","-3465","-2559","-1311","-671","-1011","-782","-1315","-1365","-812","-374","1105","3772","-3328","-2067","-2026","-1640","-567","-752","-745","-865","-399","228","633","1774","-311","-207","-510","232","-10","-507","-587","-697","-2078","-100","220","68","541","-239","-499","656","179","-343",
"전라남도","시도간전입[명]","명","9593","12914","13720","8981","11565","20693","7408","8457","8282","9326","8639","11367","8558","12557","13080","9748","10052","22461","7388","8902","7804","8475","8431","9779","10039","10398","14802","12014","10545","6041","6642","7615","7203","8757","7788","8574","8567","17634","14677","9949","9647","13587","7887","8291","7767","8978","8024","10734","9662","11986","12501","8183","8093","8551","7156","8368","7180","7939","7971","10004","9232","10256","11904","8868","8561","9018","7137","9528","8839","8395","8744","9456","8990","12595","13288","9452","9259","8099","7118","8758","7448","7618","8502","10227","11117","11446","11116","9291","8545","8055","8070","9323","7097","10157","9251","9900","10424","11685","11347","9128","8101","7566","7482","7786","7715","7955","6768","9305","8699","11755","11724","8359","8157","8847","8216","8474","7556","8556","7691","10098","8692","10494","12737","8856","7739","7479","7044","7840","6803","7152","7581","9840","7868","9638","11029","7767","7666","8433","6759","8259","7736","7882","7962","10687","8215","11170","9999","7588","7611","7020","6654","7056","5879","7712","7555","9144","8405","9791","9342","7474","6948","6791","6721","6787","5981","7630","7688","9305","7852","10299","10451","9623","7177","6808","6827","6688","6739","7615","7191","11517","8859","8817","10240","8216","6920","7478","7394","7958","7060","8885","8026","12548","7630","9859","9822","7047","6837","7023","6310","7546","6201","6993","7625","10281","7759","10219","9215","7327","7077","6308","6306","6931","6304","5698","7025","10163","8315","8454","9039","7594","6970","5932","6486","6804","4914","6973","7777","10153","8207","8682","7829","6888","6290","5445","6160","6161","6015","6399","7635","12358","7675","8708","8510","6340","6483","6885","6246","6283","6302","6348","7462","10561","8597","8645","8945","7033","6219","5948","6307","6716","6535","6194","6296","7613","7288","8728","7288","6246","6274","5515",
"전라남도","시도간전출[명]","명","14129","17159","16511","12065","12750","11159","16861","14097","11825","12758","12194","12975","12529","17739","15897","12037","11306","10524","18993","14303","11191","12111","12201","14828","15108","15584","15995","12931","12579","10555","12034","12635","10762","12462","12156","13769","12435","17376","15459","12721","12343","11766","14745","12972","11222","12345","11387","17074","12732","17276","15857","10751","9884","9754","10008","11247","8828","9928","10224","13357","11939","13464","13450","9947","9717","9468","8461","11051","9902","9693","9914","12939","11820","16210","13838","10016","9794","11177","9043","11496","9489","9241","10551","13364","13531","14496","12698","10160","9838","8613","8663","10423","7775","11196","10032","12516","12408","14391","11829","9840","8883","8094","8614","8978","8782","8800","7662","10299","9403","13673","11804","8764","9020","8941","8589","9576","8774","8555","8093","10365","10195","12394","12343","8676","7985","9171","8271","9812","7487","8262","8088","9634","9676","12551","11141","8170","7913","7887","7841","9670","7620","7669","7486","9284","9974","13057","9866","7719","7487","6825","7147","8067","6345","7949","7785","8436","10010","11069","9310","7678","7079","6544","7263","7448","6153","7425","6723","8467","8561","11399","9665","8059","8022","8030","7867","7725","7544","7519","6544","8448","10325","9818","10930","8163","6786","7153","7016","7405","6349","7592","8133","8795","9578","10885","10088","7246","7209","7085","6853","8175","6898","6907","7149","8306","9023","11499","10009","6922","7258","6739","6495","8221","6700","5920","6874","7719","10645","9951","9494","7295","7270","7345","7799","8368","6253","7718","7096","8207","11672","11241","9140","7559","7301","6227","7475","7526","6827","6773","6530","8586","11003","10775","10536","7980","7050","7637","6991","7148","6701","6120","6829","8787","8908","8852","9455","6801","6229","6455","6894","7413","8613","6294","6076","7545","6747","8967","7787","5590","6095","5858",
"경상북도","총전입[명]","명","31395","40951","41171","28186","33801","31559","23890","26906","26164","31598","31723","33294","26622","38724","39256","30431","29575","28334","23955","27976","28162","28729","34423","44639","36919","36939","42254","35192","33862","23420","24234","26571","23304","32136","29935","39823","30539","37642","35258","30814","29097","31210","26681","26926","26331","31728","28344","36436","31872","39970","39854","28068","25465","25298","24285","27082","23659","28397","30654","36160","29269","33930","38988","31563","30643","28236","26144","30319","27361","29774","32283","36201","36042","45193","43296","34056","31042","28808","23313","27943","26364","27108","30713","37608","37171","39337","37701","30459","28154","26006","26436","27990","23750","36562","33423","33936","35177","38871","38670","30437","26775","26516","26517","27295","26294","27819","25953","32973","27708","39474","38336","30832","30280","28276","28241","28398","26691","26854","27755","34399","28511","35166","40369","31001","26872","27191","24319","27342","23448","26651","30058","33647","29095","34190","36782","29430","27161","27122","27656","30839","27009","28581","28890","36756","28984","38001","33899","27725","27424","23603","22902","23790","20654","27234","30395","30751","30503","32645","32014","26969","25308","25338","24320","23380","21252","27589","26866","32934","28460","34572","34295","28427","25454","23808","25126","23385","30101","26552","24397","32464","29208","31184","35808","28237","24957","30216","28043","25701","22633","27280","29066","32397","27354","33835","34906","25347","24655","23520","21912","25400","21155","24104","25265","28199","25341","31878","29122","21978","22006","21740","24410","28946","27433","23102","26795","28310","29327","29749","30290","26713","25336","23041","23027","24663","19071","25756","25203","27270","29181","30891","29294","25780","25621","22191","22771","21685","20649","22770","24518","31160","28254","31464","31923","28090","22122","24641","22946","21828","23975","23839","25795","32824","28704","31528","34387","26786","24478","24479","23587","23799","24353","22060","24387","29318","24367","29187","27572","21380","22176","19948",
"경상북도","총전출[명]","명","35338","45348","42447","30576","35704","32595","25858","29751","27946","33420","33563","33798","30458","43961","41487","32076","31280","29710","25841","29772","28964","30878","35948","41756","43611","42273","44661","37352","35293","25739","27014","29739","25382","34986","32792","37025","39190","44792","38169","32792","31222","31852","28766","29845","28292","34345","30286","38288","38784","46346","41850","29772","27085","27262","25050","28824","24100","29078","31670","37864","32070","37142","39109","31371","30781","28992","26478","32139","27614","29781","32955","37796","35206","46826","42079","32470","30355","30468","24521","29743","27068","27427","31057","37585","40654","42673","38916","30481","29229","26629","27855","29495","23911","36018","34148","35527","37528","42700","37446","32160","27999","27407","27568","28543","27094","28313","26749","33890","29185","42753","38723","30717","29555","29344","29702","29491","27400","27622","27711","33348","31032","37876","40131","29913","26560","28441","24588","27908","23447","26676","28971","32584","30881","35980","36718","28858","26863","26565","26800","30456","25884","27480","27693","34517","31408","40439","33993","27976","27790","23580","23213","24600","20843","26747","29344","30289","30887","34694","32374","27270","25424","25153","25013","23685","21384","27210","25715","32174","29849","35785","34591","28351","25493","24272","25295","23102","24329","30405","25080","31477","30848","32243","37122","28861","25449","29273","27179","24985","22574","26993","27864","31916","29039","33917","34784","25404","24234","23352","22327","26328","21067","24642","25372","28337","26785","34046","30584","22496","22831","22436","25062","29092","26465","22517","26371","27957","31382","32143","31796","27152","25583","24010","24148","25616","19312","26012","24594","26923","31304","32917","29379","25993","25787","21652","23344","22355","20969","22851","24247","30284","30667","34193","36640","29790","23634","26162","24780","24193","24378","23274","25433","31535","29732","31770","32948","25653","23151","23873","23669","24427","25479","21480","23693","28654","25706","30343","28087","21461","22205","21091",
"경상북도","순이동[명]","명","-3943","-4397","-1276","-2390","-1903","-1036","-1968","-2845","-1782","-1822","-1840","-504","-3836","-5237","-2231","-1645","-1705","-1376","-1886","-1796","-802","-2149","-1525","2883","-6692","-5334","-2407","-2160","-1431","-2319","-2780","-3168","-2078","-2850","-2857","2798","-8651","-7150","-2911","-1978","-2125","-642","-2085","-2919","-1961","-2617","-1942","-1852","-6912","-6376","-1996","-1704","-1620","-1964","-765","-1742","-441","-681","-1016","-1704","-2801","-3212","-121","192","-138","-756","-334","-1820","-253","-7","-672","-1595","836","-1633","1217","1586","687","-1660","-1208","-1800","-704","-319","-344","23","-3483","-3336","-1215","-22","-1075","-623","-1419","-1505","-161","544","-725","-1591","-2351","-3829","1224","-1723","-1224","-891","-1051","-1248","-800","-494","-796","-917","-1477","-3279","-387","115","725","-1068","-1461","-1093","-709","-768","44","1051","-2521","-2710","238","1088","312","-1250","-269","-566","1","-25","1087","1063","-1786","-1790","64","572","298","557","856","383","1125","1101","1197","2239","-2424","-2438","-94","-251","-366","23","-311","-810","-189","487","1051","462","-384","-2049","-360","-301","-116","185","-693","-305","-132","379","1151","760","-1389","-1213","-296","76","-39","-464","-169","283","5772","-3853","-683","987","-1640","-1059","-1314","-624","-492","943","864","716","59","287","1202","481","-1685","-82","122","-57","421","168","-415","-928","88","-538","-107","-138","-1444","-2168","-1462","-518","-825","-696","-652","-146","968","585","424","353","-2055","-2394","-1506","-439","-247","-969","-1121","-953","-241","-256","609","347","-2123","-2026","-85","-213","-166","539","-573","-670","-320","-81","271","876","-2413","-2729","-4717","-1700","-1512","-1521","-1834","-2365","-403","565","362","1289","-1028","-242","1439","1133","1327","606","-82","-628","-1126","580","694","664","-1339","-1156","-515","-81","-29","-1143",
"경상북도","시도간전입[명]","명","10460","14055","15298","10550","11618","10330","8419","9786","8728","11137","10452","12261","9659","13982","13833","10914","10239","9820","8702","10535","9776","10020","10434","16915","12290","12100","13923","12008","11597","7817","8499","9619","8349","10607","9776","16461","9573","12924","12910","10855","10162","11553","9822","9899","9447","11647","10118","13902","10481","13608","14105","10043","9541","9177","9096","10527","8817","10402","10602","13513","10957","12778","15338","12767","12380","10771","10759","12049","11111","11210","11940","14832","14043","17190","16736","13160","12163","10673","8943","11178","10175","11015","11897","15748","13727","14149","13829","12093","10956","9619","9534","11221","9124","13868","11602","12398","12561","13948","15491","11163","10103","9471","9758","10039","9625","10239","9181","12385","10678","14534","14461","11054","11801","10644","10480","11184","10125","10207","10153","13907","10868","13332","15872","12283","10647","9907","9624","10997","9216","10112","11094","12981","10923","13718","14186","11162","10473","10483","10204","11770","10781","10849","11057","14371","10899","15080","13349","10400","10319","9166","9123","10010","8204","10758","11634","12172","11935","13234","12110","10299","9637","9482","9168","9532","8332","10555","10770","12858","10481","14187","13667","11053","9922","9080","9385","9798","15312","9882","9265","13750","11831","13638","14082","10455","9295","11312","10899","10837","8777","10313","11106","13076","10631","14425","13364","9591","9437","9028","8303","9819","8438","8687","9412","11163","10108","13273","11587","8623","8773","8337","8242","10204","9528","8344","9792","11015","11238","11761","11231","9437","9342","8264","8581","9587","7233","9447","9784","11386","11346","12548","11659","9465","9342","8741","8885","8994","8377","9012","9460","12983","11142","12250","11795","9244","8502","9595","8455","8192","9002","9260","9957","13829","11891","13348","14772","10828","10170","9564","9648","9604","10469","8988","9505","11669","9908","13013","12278","8800","9065","7724",
"경상북도","시도간전출[명]","명","14403","18452","16574","12940","13521","11366","10387","12631","10510","12959","12292","12765","13495","19219","16064","12559","11944","11196","10588","12331","10578","12169","11959","14032","18982","17434","16330","14168","13028","10136","11279","12787","10427","13457","12633","13663","18224","20074","15821","12833","12287","12195","11907","12818","11408","14264","12060","15754","17393","19984","16101","11747","11161","11141","9861","12269","9258","11083","11618","15217","13758","15990","15459","12575","12518","11527","11093","13869","11364","11217","12612","16427","13207","18823","15519","11574","11476","12333","10151","12978","10879","11334","12241","15725","17210","17485","15044","12115","12031","10242","10953","12726","9285","13324","12327","13989","14912","17777","14267","12886","11327","10362","10809","11287","10425","10733","9977","13302","12155","17813","14848","10939","11076","11712","11941","12277","10834","10975","10109","12856","13389","16042","15634","11195","10335","11157","9893","11563","9215","10137","10007","11918","12709","15508","14122","10590","10175","9926","9348","11387","9656","9748","9860","12132","13323","17518","13443","10651","10685","9143","9434","10820","8393","10271","10583","11710","12319","15283","12470","10600","9753","9297","9861","9837","8464","10176","9619","12098","11870","15400","13963","10977","9961","9544","9554","9515","9540","13735","9948","12763","13471","14697","15396","11079","9787","10369","10035","10121","8718","10026","9904","12595","12316","14507","13242","9648","9016","8860","8718","10747","8350","9225","9519","11301","11552","15441","13049","9141","9598","9033","8894","10350","8560","7759","9368","10662","13293","14155","12737","9876","9589","9233","9702","10540","7474","9703","9175","11039","13469","14574","11744","9678","9508","8202","9458","9664","8697","9093","9189","12107","13555","14979","16512","10944","10014","11116","10289","10557","9405","8695","9595","12540","12919","13590","13333","9695","8843","8958","9730","10232","11595","8408","8811","11005","11247","14169","12793","8881","9094","8867",
"경상남도","총전입[명]","명","41433","48621","45440","39121","40866","37559","28354","37530","33262","38741","37280","35688","32264","45657","45251","40443","37009","37324","32114","33338","33715","37122","39894","44354","46662","45374","48404","46488","49667","35498","32180","38528","37551","47888","44944","40956","39368","49486","47776","47610","43991","43946","36002","40990","34725","45440","42923","51625","39494","50503","49660","39347","37074","35143","31281","34415","31830","37541","41099","46694","40625","43449","46248","40251","42703","44623","33759","40737","35223","36897","41564","47273","43893","54601","47944","39201","37836","36398","28627","34372","35677","39309","48093","50762","49245","49348","44276","37243","38347","33260","33845","39515","31519","45176","40858","48910","48234","51576","46846","42389","38940","36777","37333","35582","33236","38061","34146","44236","37140","50298","45774","40927","36685","39656","41663","37362","35219","37837","36758","46030","43867","46862","51719","42815","39808","37951","33556","37013","31155","35776","38184","43249","43965","46302","45268","40655","39072","37456","31802","40311","33009","37581","37912","40424","36916","45467","38653","36651","35742","30764","29395","30090","26398","34738","32846","36896","35686","39524","36638","34219","33778","34276","32709","30675","26759","37838","39758","45798","37984","43886","40389","39448","38979","35741","35603","33883","34731","40811","37792","42992","40249","39669","46278","38367","35672","38018","34066","32214","31211","36285","39672","43683","38068","43029","39973","34249","33272","32391","27779","32183","27454","31838","33251","38465","33822","42196","38197","31635","36716","35099","32708","34778","30366","28356","32808","36498","39383","38428","38478","31844","32543","30109","31145","32010","22885","30481","29139","33269","40480","41218","36734","32983","30943","26267","31634","30261","26426","30243","29596","39466","41860","44995","38811","32365","28774","29426","27989","30104","30110","29480","30357","39068","36012","38202","38612","30589","28217","28380","28118","28137","28624","27166","29408","33317","30852","37497","31791","27812","27237","24464",
"경상남도","총전출[명]","명","41110","50788","46495","39547","41265","37166","29203","37882","33593","39971","37866","37521","33336","48134","46424","40634","37516","37735","32337","34096","33517","36072","39309","44541","46818","47330","48355","45548","46224","34020","32013","38459","36242","45270","43116","43849","40630","50376","46425","46349","42077","40814","37056","39805","35560","45248","42917","52337","41881","53111","50376","39282","36023","34927","31548","36083","32067","37600","40429","46365","43704","44448","46414","39212","40631","40891","34197","40370","34637","36828","40028","46373","45567","55991","47852","38534","36794","36263","28716","34998","35845","38678","46996","49185","50939","50091","44209","37338","37798","33002","32837","37321","30020","43035","39388","47621","50190","52192","46235","41721","37590","34695","35353","34158","31936","36185","32530","41542","38453","51479","45066","39715","35750","38221","39667","36229","34236","36378","35095","43821","43874","47737","51359","41672","38488","37842","33717","37199","30484","35665","37795","42877","44049","47576","44874","39242","39183","37557","31845","39429","31610","36582","37386","39890","37107","48186","39433","36582","34612","30022","30107","30836","26477","33971","33212","36783","36878","41430","37570","34312","33552","32392","32036","30586","26545","36383","38626","43554","37591","45361","40611","38432","37039","35326","35313","33758","35217","41366","35513","40637","40066","40368","45291","37323","35091","38441","34882","32337","29703","35282","39054","42441","38550","43715","40216","33457","33010","32116","27885","33006","27623","31236","32673","36693","33949","44175","38767","31979","36277","34485","31780","35344","29827","26171","31429","35017","39386","39788","39453","32295","32195","30366","31427","32641","23590","31096","29338","33949","40989","43422","37827","33844","31921","27009","32070","31059","27515","30245","29887","39773","42474","47008","41934","34061","30403","30887","29434","32086","31275","29710","31563","39162","37269","40124","40168","30937","28904","29004","28819","30006","31191","27647","30189","34227","32853","41055","33843","28710","28842","26113",
