"행정구역(시군구)별","항목","단위","2000.01 월","2000.02 월","2000.03 월","2000.04 월","2000.05 월","2000.06 월","2000.07 월","2000.08 월","2000.09 월","2000.10 월","2000.11 월","2000.12 월","2001.01 월","2001.02 월","2001.03 월","2001.04 월","2001.05 월","2001.06 월","2001.07 월","2001.08 월","2001.09 월","2001.10 월","2001.11 월","2001.12 월","2002.01 월","2002.02 월","2002.03 월","2002.04 월","2002.05 월","2002.06 월","2002.07 월","2002.08 월","2002.09 월","2002.10 월","2002.11 월","2002.12 월","2003.01 월","2003.02 월","2003.03 월","2003.04 월","2003.05 월","2003.06 월","2003.07 월","2003.08 월","2003.09 월","2003.10 월","2003.11 월","2003.12 월","2004.01 월","2004.02 월","2004.03 월","2004.04 월","2004.05 월","2004.06 월","2004.07 월","2004.08 월","2004.09 월","2004.10 월","2004.11 월","2004.12 월","2005.01 월","2005.02 월","2005.03 월","2005.04 월","2005.05 월","2005.06 월","2005.07 월","2005.08 월","2005.09 월","2005.10 월","2005.11 월","2005.12 월","2006.01 월","2006.02 월","2006.03 월","2006.04 월","2006.05 월","2006.06 월","2006.07 월","2006.08 월","2006.09 월","2006.10 월","2006.11 월","2006.12 월","2007.01 월","2007.02 월","2007.03 월","2007.04 월","2007.05 월","2007.06 월","2007.07 월","2007.08 월","2007.09 월","2007.10 월","2007.11 월","2007.12 월","2008.01 월","2008.02 월","2008.03 월","2008.04 월","2008.05 월","2008.06 월","2008.07 월","2008.08 월","2008.09 월","2008.10 월","2008.11 월","2008.12 월","2009.01 월","2009.02 월","2009.03 월","2009.04 월","2009.05 월","2009.06 월","2009.07 월","2009.08 월","2009.09 월","2009.10 월","2009.11 월","2009.12 월","2010.01 월","2010.02 월","2010.03 월","2010.04 월","2010.05 월","2010.06 월","2010.07 월","2010.08 월","2010.09 월","2010.10 월","2010.11 월","2010.12 월","2011.01 월","2011.02 월","2011.03 월","2011.04 월","2011.05 월","2011.06 월","2011.07 월","2011.08 월","2011.09 월","2011.10 월","2011.11 월","2011.12 월","2012.01 월","2012.02 월","2012.03 월","2012.04 월","2012.05 월","2012.06 월","2012.07 월","2012.08 월","2012.09 월","2012.10 월","2012.11 월","2012.12 월","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월",
"인천광역시","총전입[명]","명","29799","40307","51870","50479","53022","49312","34941","40188","40595","57900","47891","35014","26320","40208","52569","53426","51309","44075","39914","44067","43545","47203","45263","38943","36925","40728","52859","57342","52278","39126","37988","42037","40670","53193","48784","38882","31793","41588","46698","45731","50842","45088","40817","40301","40719","48393","40863","37514","28441","41115","45456","39306","38469","36569","31595","38827","36196","43370","42049","41442","33612","39057","47948","44700","45730","40541","36983","47411","40828","43225","42176","39957","32817","45921","49747","40918","42598","44121","35567","39714","42429","48407","51528","49690","44615","49208","46592","47123","46007","42377","39648","54473","47962","59231","51279","48104","45047","51013","53374","53038","49966","53929","50738","45194","43216","45658","37771","36641","27323","40080","44697","39552","37855","39418","37952","41225","41346","44839","43802","40080","30737","39221","48668","41764","39303","36832","36173","36624","31331","38864","39969","42565","35617","44371","49313","41627","42950","44232","35907","44225","37605","42416","42572","38732","30485","44075","41105","40325","39376","35038","37226","39898","34888","43571","42928","39751","34637","40399","38854","40720","41056","38589","37958","35348","31034","41867","41389","39762","31651","39921","39839","42157","40270","34348","35812","33630","33970","42403","38901","39395","32456","34172","43579","41033","37958","43446","42186","39893","36563","42386","40391","39160","30828","35544","37293","34492","36236","34349","39043","41232","35784","39839","40280","36726","29578","38606","36433","30495","34524","31915","34014","36757","33943","31642","35420","36138","42813","43227","43841","37290","36824","32648","32372","31146","24293","36525","37219","35441","37979","38926","37561","35652","37120","30633","34463","33861","30378","34972","34151","34318","31221","41003","41888","36537","35727","36022","35145","37627","36519","33955","36104","42808","33855","35337","40378","35108","35563","34461","37779","38588","38582","36679","34316","32491","28815","38363","35413","30449","35831","32267",
"인천광역시","총전출[명]","명","29446","41096","50934","48819","50982","47699","33459","38222","39516","54493","47373","36114","25865","41270","51810","52035","50494","45141","39326","43382","43142","47167","45674","40419","35216","41283","51011","55761","52122","38936","38655","42877","41035","54877","48284","40525","31702","43281","47008","47269","52351","47119","42435","41925","41415","49820","41783","40410","27807","42254","45889","39496","39217","37224","32169","39531","36005","42067","41642","40869","32323","38579","47351","44325","45119","39802","35419","45438","40422","42462","40845","39118","32390","45719","49426","41481","42891","43064","35153","39332","41125","45389","49559","48310","43035","47432","44791","44687","44352","40092","37424","51830","45476","56625","49737","48417","43246","49448","50922","50592","48416","52005","50102","45819","43808","47157","38528","36123","28041","41430","45378","39731","37562","39470","37926","40894","40298","43569","42440","39332","29700","38380","48545","41545","38954","36642","35872","36654","31542","39052","39772","41781","33960","41978","46971","39405","40859","41387","33566","41337","35292","39246","39465","37292","28701","41360","39142","37784","37397","33410","35304","36961","32856","40701","40014","37242","33008","38472","37011","38523","39520","36980","36000","34064","29511","39660","39006","37823","30438","38241","39198","40672","39047","34489","35290","33621","33505","41566","37986","38920","31147","33805","42936","40321","37419","42430","40956","38781","35679","41610","39760","38841","30282","35133","37078","33162","35585","33998","38258","40566","35177","39451","40288","36891","29383","38956","36448","30441","34365","31714","33887","37274","35324","31514","35701","36128","40930","42812","44621","36772","36670","32554","33017","32260","24939","36810","37203","35118","37061","39321","37659","35954","37115","31106","35116","34441","30545","35176","34138","34719","32134","42278","44279","38488","36833","38934","37000","40008","37855","34225","36039","42231","34324","36143","40554","35240","35336","34330","36767","37644","35351","33385","32700","29940","27889","36356","33053","29160","33628","30256",
"인천광역시","순이동[명]","명","353","-789","936","1660","2040","1613","1482","1966","1079","3407","518","-1100","455","-1062","759","1391","815","-1066","588","685","403","36","-411","-1476","1709","-555","1848","1581","156","190","-667","-840","-365","-1684","500","-1643","91","-1693","-310","-1538","-1509","-2031","-1618","-1624","-696","-1427","-920","-2896","634","-1139","-433","-190","-748","-655","-574","-704","191","1303","407","573","1289","478","597","375","611","739","1564","1973","406","763","1331","839","427","202","321","-563","-293","1057","414","382","1304","3018","1969","1380","1580","1776","1801","2436","1655","2285","2224","2643","2486","2606","1542","-313","1801","1565","2452","2446","1550","1924","636","-625","-592","-1499","-757","518","-718","-1350","-681","-179","293","-52","26","331","1048","1270","1362","748","1037","841","123","219","349","190","301","-30","-211","-188","197","784","1657","2393","2342","2222","2091","2845","2341","2888","2313","3170","3107","1440","1784","2715","1963","2541","1979","1628","1922","2937","2032","2870","2914","2509","1629","1927","1843","2197","1536","1609","1958","1284","1523","2207","2383","1939","1213","1680","641","1485","1223","-141","522","9","465","837","915","475","1309","367","643","712","539","1016","1230","1112","884","776","631","319","546","411","215","1330","651","351","785","666","607","388","-8","-165","195","-350","-15","54","159","201","127","-517","-1381","128","-281","10","1883","415","-780","518","154","94","-645","-1114","-646","-285","16","323","918","-395","-98","-302","5","-473","-653","-580","-167","-204","13","-401","-913","-1275","-2391","-1951","-1106","-2912","-1855","-2381","-1336","-270","65","577","-469","-806","-176","-132","227","131","1012","944","3231","3294","1616","2551","926","2007","2360","1289","2203","2011",
"인천광역시","시도간전입[명]","명","11218","15386","17507","15582","16541","14329","11858","14140","12489","17848","14626","11692","10384","15275","17209","16266","15512","13164","12252","15178","13656","14290","13647","13046","14620","15122","17843","18408","16539","12422","12537","14525","13755","16687","15503","13033","12335","15633","15834","13706","13540","12613","12598","12877","12446","14253","12224","13507","11750","15801","15397","12804","11938","11567","10729","12994","11340","13611","13315","14817","12663","14282","16299","14250","14094","13006","12472","15679","13265","13517","13749","14768","12312","17199","17027","12947","13525","13661","11645","13841","13381","16042","16652","17297","16760","17554","16399","15547","14903","13825","13918","16841","13722","18491","15541","16112","15365","17927","17738","16464","15091","15374","14440","13370","12613","12773","11140","13345","10359","15019","15059","12466","12368","12915","12549","13513","13257","14067","13344","14355","12243","16139","17030","13679","12957","11864","11807","12809","10616","12368","12477","14096","13072","16920","17337","14101","13804","13825","12502","16091","13257","14458","14517","14242","12646","18377","15709","14146","13643","12175","13107","14518","12162","15123","14639","14442","13627","16537","14593","14163","13462","12404","13140","12567","11213","14344","13572","14545","12390","16406","14778","14185","12973","11158","12365","11660","11384","13690","12241","13692","13362","13735","15477","13090","11794","12824","13052","13450","11576","13412","12779","14050","12286","14704","14027","12137","11957","11529","11817","13541","11485","12462","12219","12699","11803","15812","13862","10721","11860","11179","10943","12288","11024","10181","11181","12217","15019","14651","14216","12050","11854","10674","11029","11315","8657","12378","12148","12412","14528","14899","13042","11671","11633","9689","11199","11397","10521","11673","11103","12578","12301","15119","14284","10624","11195","11130","11188","11763","11424","11249","11954","14699","12424","13489","14990","12049","11584","11252","12770","13385","15200","13326","12207","13148","11717","15843","14905","11404","13126","11909",
"인천광역시","시도간전출[명]","명","10865","16175","16571","13922","14501","12716","10376","12174","11410","14441","14108","12792","9929","16337","16450","14875","14697","14230","11664","14493","13253","14254","14058","14522","12911","15677","15995","16827","16383","12232","13204","15365","14120","18371","15003","14676","12244","17326","16144","15244","15049","14644","14216","14501","13142","15680","13144","16403","11116","16940","15830","12994","12686","12222","11303","13698","11149","12308","12908","14244","11374","13804","15702","13875","13483","12267","10908","13706","12859","12754","12418","13929","11885","16997","16706","13510","13818","12604","11231","13459","12077","13024","14683","15917","15180","15778","14598","13111","13248","11540","11694","14198","11236","15885","13999","16425","13564","16362","15286","14018","13541","13450","13804","13995","13205","14272","11897","12827","11077","16369","15740","12645","12075","12967","12523","13182","12209","12797","11982","13607","11206","15298","16907","13460","12608","11674","11506","12839","10827","12556","12280","13312","11415","14527","14995","11879","11713","10980","10161","13203","10944","11288","11410","12802","10862","15662","13746","11605","11664","10547","11185","11581","10130","12253","11725","11933","11998","14610","12750","11966","11926","10795","11182","11283","9690","12137","11189","12606","11177","14726","14137","12700","11750","11299","11843","11651","10919","12853","11326","13217","12053","13368","14834","12378","11255","11808","11822","12338","10692","12636","12148","13731","11740","14293","13812","10807","11306","11178","11032","12875","10878","12074","12227","12864","11608","16162","13877","10667","11701","10978","10816","12805","12405","10053","11462","12207","13136","14236","14996","11532","11700","10580","11674","12429","9303","12663","12132","12089","13610","15294","13140","11973","11628","10162","11852","11977","10688","11877","11090","12979","13214","16394","16675","12575","12301","14042","13043","14144","12760","11519","11889","14122","12893","14295","15166","12181","11357","11121","11758","12441","11969","10032","10591","10597","10791","13836","12545","10115","10923","9898",
"광주광역시","총전입[명]","명","24092","30686","31488","23728","24719","22617","20557","24497","21398","27676","25796","24244","22634","32991","33321","23325","22663","20144","20689","25564","23129","24099","26460","25448","26942","28837","31244","26950","23235","19337","21316","20874","18794","26761","24972","24858","22488","29724","28601","25773","25085","24403","22011","22608","21185","26149","25921","30557","24773","32816","31867","22727","20830","20419","19698","22037","18953","20429","22450","27735","24181","26712","28598","21830","21655","23471","20078","23710","24672","23476","23636","28410","25269","33863","33639","23610","22761","22023","17953","21624","22880","22191","25425","30241","29211","30310","28536","23051","22028","19224","19366","21552","17638","23885","21959","29345","29740","29580","25059","22026","19419","20726","19753","18082","19722","21414","17847","25389","22022","29062","27141","22312","22037","24006","22800","23053","26802","23651","22764","28229","24741","26282","28232","20737","19000","21227","19323","21180","18416","22805","22180","24451","21683","25972","25842","20014","20833","19687","20008","22928","17147","19504","22143","24800","19232","26513","21833","17967","17790","15583","15754","19170","15401","19460","19990","19919","18826","21451","20177","18541","17835","19531","18767","17425","14487","18978","19692","20986","19571","25487","22220","19462","20054","20683","20474","19169","18114","19725","18465","19642","20383","21520","24853","20384","16647","17225","16074","18135","14920","17014","17962","19486","17078","19697","18673","18454","18670","17556","15324","18116","15792","17360","17896","18560","17484","22751","20451","15679","16438","15601","15040","18683","16586","14974","17362","17089","20458","19797","20144","17070","17926","16660","17701","18135","14792","20268","18556","17385","19967","21632","19595","17074","17058","15069","18826","18003","16068","17673","17761","18404","19502","21373","22788","19521","17022","18435","16869","16303","18133","17106","18019","21092","20620","20827","20424","17224","16786","16297","17009","17523","17599","16203","15889","16487","14985","18406","18246","13529","14883","14738",
"광주광역시","총전출[명]","명","22905","29785","32357","23585","26311","28913","17234","22548","20487","26843","25519","25025","21152","31513","33738","23942","23348","26361","17813","24142","22528","23355","26249","26447","24679","27366","33047","29068","24502","17986","19707","19719","18261","26257","24510","24663","22520","31109","31401","26584","25793","27190","20632","22363","21012","26188","26080","33320","21617","31927","31864","23016","21626","21618","20072","22604","19358","21185","23291","29704","24162","26528","30009","22432","22410","24627","20453","24227","25427","23735","24394","29358","24394","33961","35888","24992","23826","21328","17616","21258","22417","22080","25455","30994","28964","29937","29111","23764","22382","20061","19366","21567","17898","24322","22120","30756","29243","28953","26052","22314","19770","20783","19324","17599","19398","21098","17784","25992","21707","28504","27755","22227","21580","24031","22144","22330","25843","23644","22559","28447","24034","25835","29262","21538","18890","20100","18509","20308","17741","21965","21614","25247","20722","24710","26442","20212","20663","19941","19144","22114","17231","19466","22300","26337","18033","25922","22182","18746","18577","16236","15689","18943","15259","19375","19565","21910","18535","21254","20634","18639","17946","19928","18788","17489","14621","19199","19969","22286","19498","26162","23645","20664","18696","20301","19825","18830","17659","20000","18367","22396","19891","21599","25119","20763","17547","17925","16777","19172","15928","18549","18041","22564","16925","20759","19646","18693","18653","17966","15522","18609","16256","18230","18771","21044","17358","24050","21526","16691","16948","16034","15356","18658","16753","15138","17986","19758","20319","20775","21431","18307","18615","16695","17392","18102","14607","20280","19472","19113","19465","22340","19992","17215","17165","15129","18496","18171","15990","18003","18254","20785","19282","21884","23235","19133","17539","18889","17230","16906","18371","17942","18907","22928","21594","22001","21570","17967","17366","16658","17235","18095","16855","16527","16070","16833","14907","19894","19503","14671","15680","15340",
"광주광역시","순이동[명]","명","1187","901","-869","143","-1592","-6296","3323","1949","911","833","277","-781","1482","1478","-417","-617","-685","-6217","2876","1422","601","744","211","-999","2263","1471","-1803","-2118","-1267","1351","1609","1155","533","504","462","195","-32","-1385","-2800","-811","-708","-2787","1379","245","173","-39","-159","-2763","3156","889","3","-289","-796","-1199","-374","-567","-405","-756","-841","-1969","19","184","-1411","-602","-755","-1156","-375","-517","-755","-259","-758","-948","875","-98","-2249","-1382","-1065","695","337","366","463","111","-30","-753","247","373","-575","-713","-354","-837","0","-15","-260","-437","-161","-1411","497","627","-993","-288","-351","-57","429","483","324","316","63","-603","315","558","-614","85","457","-25","656","723","959","7","205","-218","707","447","-1030","-801","110","1127","814","872","675","840","566","-796","961","1262","-600","-198","170","-254","864","814","-84","38","-157","-1537","1199","591","-349","-779","-787","-653","65","227","142","85","425","-1991","291","197","-457","-98","-111","-397","-21","-64","-134","-221","-277","-1300","73","-675","-1425","-1202","1358","382","649","339","455","-275","98","-2754","492","-79","-266","-379","-900","-700","-703","-1037","-1008","-1535","-79","-3078","153","-1062","-973","-239","17","-410","-198","-493","-464","-870","-875","-2484","126","-1299","-1075","-1012","-510","-433","-316","25","-167","-164","-624","-2669","139","-978","-1287","-1237","-689","-35","309","33","185","-12","-916","-1728","502","-708","-397","-141","-107","-60","330","-168","78","-330","-493","-2381","220","-511","-447","388","-517","-454","-361","-603","-238","-836","-888","-1836","-974","-1174","-1146","-743","-580","-361","-226","-572","744","-324","-181","-346","78","-1488","-1257","-1142","-797","-602",
"광주광역시","시도간전입[명]","명","8895","11372","10308","7518","7794","7081","9291","8941","7436","8159","7608","8171","8345","12006","10262","7116","6849","6138","8927","8859","7184","7481","7748","8699","10424","10919","9938","7706","7690","6671","7711","8182","6793","8062","7621","8299","7919","11350","9228","7710","7379","7215","8188","7691","6906","7805","7110","9544","10264","12227","11018","6936","6270","5945","6389","7288","5723","6208","6247","8369","8260","9423","8747","6631","6531","6424","5726","7385","6725","6637","6517","8541","8692","11511","9439","6526","6583","7361","6167","7833","6617","6518","7358","9342","9746","10643","9005","6785","6784","5720","6230","7254","5411","7489","7021","8481","9724","11034","8322","6824","6080","5835","6363","6561","6291","6360","5416","7474","7166","10529","8798","6662","6636","6534","6823","7277","6973","6396","6190","7748","7937","9507","9131","6137","6013","6969","6365","7212","5722","6480","6326","7279","7565","9683","8196","6039","5888","5868","6036","7374","5649","5809","5808","6775","7491","10260","7927","5592","5531","4849","5227","5958","4753","5915","6348","6191","7418","8538","6875","5669","5288","4774","5406","5548","4510","5547","5402","6456","6505","8583","7061","6054","7655","6132","6389","6134","6262","6064","5653","6253","7588","7840","8462","6549","4925","5227","5137","5486","4669","5536","6142","6265","6576","7675","6775","5231","5232","5035","4931","5804","4743","4798","5070","5724","6480","8050","6902","4845","5124","4789","4645","5839","4690","4332","5004","5264","7263","7109","6703","4925","5019","5163","5706","6026","4502","5813","5208","5752","7720","7629","6388","5297","5163","4307","5505","5253","4893","4856","4924","5843","6998","7417","7014","5610","5025","5303","4880","4869","4980","4419","4694","6437","6256","6464","6571","4778","4387","4569","5056","5341","6408","4567","4738","5586","5262","6482","5477","3969","4306","4174",
"광주광역시","시도간전출[명]","명","7708","10471","11177","7375","9386","13377","5968","6992","6525","7326","7331","8952","6863","10528","10679","7733","7534","12355","6051","7437","6583","6737","7537","9698","8161","9448","11741","9824","8957","5320","6102","7027","6260","7558","7159","8104","7951","12735","12028","8521","8087","10002","6809","7446","6733","7844","7269","12307","7108","11338","11015","7225","7066","7144","6763","7855","6128","6964","7088","10338","8241","9239","10158","7233","7286","7580","6101","7902","7480","6896","7275","9489","7817","11609","11688","7908","7648","6666","5830","7467","6154","6407","7388","10095","9499","10270","9580","7498","7138","6557","6230","7269","5671","7926","7182","9892","9227","10407","9315","7112","6431","5892","5934","6078","5967","6044","5353","8077","6851","9971","9412","6577","6179","6559","6167","6554","6014","6389","5985","7966","7230","9060","10161","6938","5903","5842","5551","6340","5047","5640","5760","8075","6604","8421","8796","6237","5718","6122","5172","6560","5733","5771","5965","8312","6292","9669","8276","6371","6318","5502","5162","5731","4611","5830","5923","8182","7127","8341","7332","5767","5399","5171","5427","5612","4644","5768","5679","7756","6432","9258","8486","7256","6297","5750","5740","5795","5807","6339","5555","9007","7096","7919","8728","6928","5825","5927","5840","6523","5677","7071","6221","9343","6423","8737","7748","5470","5215","5445","5129","6297","5207","5668","5945","8208","6354","9349","7977","5857","5634","5222","4961","5814","4857","4496","5628","7933","7124","8087","7990","6162","5708","5198","5397","5993","4317","5825","6124","7480","7218","8337","6785","5438","5270","4367","5175","5421","4815","5186","5417","8224","6778","7928","7461","5222","5542","5757","5241","5472","5218","5255","5582","8273","7230","7638","7717","5521","4967","4930","5282","5913","5664","4891","4919","5932","5184","7970","6734","5111","5103","4776",
"대전광역시","총전입[명]","명","24661","33265","32529","26617","26078","22129","19810","23920","22162","25869","30645","24875","22180","33074","31936","26646","24376","23502","21897","24087","22339","24896","25773","24279","26272","26396","27926","28467","26181","19237","23811","26106","21352","27500","26313","23383","23585","32718","30379","26693","26112","25745","22153","24097","20691","27551","22924","22088","20705","31005","29026","21485","20141","20756","22208","25334","19647","22007","22813","24901","21961","26356","28724","24914","23671","23220","19210","24544","21048","22662","24381","27144","23189","35398","34384","24329","23007","22557","18405","23490","21186","21592","22891","24386","25847","34184","28205","23435","22313","18414","19390","23134","17695","25060","22869","22534","25170","31449","25669","21809","20253","18591","18837","20035","18145","21536","19393","22645","18471","27888","25851","20483","18756","18975","19710","22532","18500","20318","20166","20774","19378","25379","26618","20193","18749","19470","18995","21995","17834","24415","24835","24571","21019","27347","25698","19796","20302","18784","17557","24980","20321","20750","21984","25706","22823","30516","22479","18650","18673","16426","17905","18498","15296","19463","19477","19429","20176","25105","20348","18779","17386","17161","17785","16597","14187","22122","20036","21176","18486","26749","23396","20622","17976","16889","19737","18884","17901","19537","18492","20890","19703","21423","22529","17893","15955","17100","18199","17798","15448","18093","17744","18889","18658","23139","20578","15435","16214","17211","16011","19408","15466","18049","19300","19783","18367","23601","19915","15090","18652","16847","15462","17413","16413","14866","16522","18301","20467","20144","19083","16239","17019","16263","18149","18280","13023","18023","17536","18653","20825","22011","18653","16142","15385","13593","17507","16575","16127","18194","17310","20102","20717","24741","21887","18178","18244","18653","17112","16995","18151","18794","16951","21898","20609","21046","20487","15976","15358","14709","15342","15827","15811","14438","17714","24248","20084","22275","19200","15139","16413","15466",
"대전광역시","총전출[명]","명","22953","31053","31898","25945","26087","22149","19346","22951","22015","25478","29540","24569","20958","30476","31697","25999","23805","23409","20859","23115","22586","24267","25564","25410","23979","25189","27933","28033","25949","18690","22747","24852","20784","26954","25794","23485","21726","31275","28922","25528","25277","25855","22082","22754","20689","27563","22838","24401","18780","29841","28710","22058","21039","21599","22178","24578","19932","21893","23146","23658","20042","25362","29010","24795","23233","23692","19392","23867","21337","22608","24486","26801","22775","34680","34475","24378","22985","22696","17960","22247","20879","21496","22797","25131","25829","32555","28009","23479","22622","18812","19413","22607","17927","25733","23518","23624","25592","31640","26564","22290","20921","19290","18791","19785","18962","21968","19697","23642","18521","28433","26526","20940","19262","19478","20089","21878","18902","20919","20734","22500","19920","25294","26525","20748","18854","19992","18994","21487","17844","24226","24420","25173","20836","26609","25594","19750","19800","18509","17663","24774","19991","20126","21535","25713","21683","29830","22288","18359","18298","16177","18637","19632","15364","19466","19253","20149","19570","24585","20459","18701","17412","17108","18014","16563","14360","21762","19934","22079","18448","26604","23403","20947","18620","17242","19695","19606","19048","21022","20051","23711","20806","23922","24608","19298","17387","18597","19362","19585","16777","19809","19509","21730","19819","23979","21724","16238","17177","18142","16489","20086","15982","18978","20106","21163","18700","24507","21952","16194","20854","18585","16382","18333","17155","16105","18273","20584","21511","22463","20911","17985","18215","16837","18248","19199","13820","19255","18642","20546","22133","23295","19846","17372","16640","15142","18850","17890","17136","19436","18866","22160","21431","25800","23210","18408","18014","19547","17945","17860","18551","20288","18519","23845","21146","22280","21761","16804","15875","15835","16190","16435","15410","15253","18113","25394","20938","22615","19777","15463","16731","15953",
"대전광역시","순이동[명]","명","1708","2212","631","672","-9","-20","464","969","147","391","1105","306","1222","2598","239","647","571","93","1038","972","-247","629","209","-1131","2293","1207","-7","434","232","547","1064","1254","568","546","519","-102","1859","1443","1457","1165","835","-110","71","1343","2","-12","86","-2313","1925","1164","316","-573","-898","-843","30","756","-285","114","-333","1243","1919","994","-286","119","438","-472","-182","677","-289","54","-105","343","414","718","-91","-49","22","-139","445","1243","307","96","94","-745","18","1629","196","-44","-309","-398","-23","527","-232","-673","-649","-1090","-422","-191","-895","-481","-668","-699","46","250","-817","-432","-304","-997","-50","-545","-675","-457","-506","-503","-379","654","-402","-601","-568","-1726","-542","85","93","-555","-105","-522","1","508","-10","189","415","-602","183","738","104","46","502","275","-106","206","330","624","449","-7","1140","686","191","291","375","249","-732","-1134","-68","-3","224","-720","606","520","-111","78","-26","53","-229","34","-173","360","102","-903","38","145","-7","-325","-644","-353","42","-722","-1147","-1485","-1559","-2821","-1103","-2499","-2079","-1405","-1432","-1497","-1163","-1787","-1329","-1716","-1765","-2841","-1161","-840","-1146","-803","-963","-931","-478","-678","-516","-929","-806","-1380","-333","-906","-2037","-1104","-2202","-1738","-920","-920","-742","-1239","-1751","-2283","-1044","-2319","-1828","-1746","-1196","-574","-99","-919","-797","-1232","-1106","-1893","-1308","-1284","-1193","-1230","-1255","-1549","-1343","-1315","-1009","-1242","-1556","-2058","-714","-1059","-1323","-230","230","-894","-833","-865","-400","-1494","-1568","-1947","-537","-1234","-1274","-828","-517","-1126","-848","-608","401","-815","-399","-1146","-854","-340","-577","-324","-318","-487",
"대전광역시","시도간전입[명]","명","9018","13382","10622","8611","7710","6553","6357","8284","6459","8252","7826","7639","7903","12989","10009","8488","7216","6627","7371","8769","6414","7949","7234","7887","10718","10591","9458","9075","7636","6001","7850","9101","6707","8753","7525","7951","9866","12574","10783","9341","8010","7254","7523","9039","6806","8462","6973","8404","9655","12959","10508","7275","6696","6543","7038","8685","5825","6880","7007","10769","9634","10811","9660","7999","7347","6707","6229","9231","6840","6829","7048","9931","9065","12413","10124","7083","7183","7136","6381","8885","6592","6591","7204","9416","9984","12397","9317","7242","6783","6140","6536","8597","5651","7729","6948","8716","9783","11081","8587","7169","6325","5927","6541","7442","5912","6388","5470","8159","7590","10758","8866","6665","6223","6195","6466","8026","5903","6111","5728","7057","7817","10396","9695","6388","6071","5938","6103","8060","5603","6439","6584","7376","8178","11253","8824","6383","6752","6336","5692","8634","6239","6482","6448","7563","8844","12727","8467","6382","6251","5852","5900","6814","5362","6894","6508","7253","8866","11239","7706","6422","5803","5645","5716","5993","4685","6623","5920","7447","7774","10920","8488","6454","5857","5575","6486","6124","5555","6180","5801","7384","8464","9410","8669","6211","5567","5731","6431","6212","5333","5938","5934","7265","7975","10222","8119","5591","5578","5558","5635","6943","5342","5798","6074","7541","7978","10774","8127","6005","6049","5586","5690","6728","5552","5142","5494","6668","8659","8920","7905","6247","5790","5675","6551","6852","4757","6130","5548","6527","8587","9643","7510","5980","5481","4634","5966","5995","5635","6144","5604","7250","8480","10072","8217","6401","6256","6076","5728","6098","5905","5497","5524","7487","7996","8785","8189","5856","5361","5192","5959","6417","7310","5438","5677","7850","7477","9865","7711","5534","5731","5192",
