date,market,code,name,close,volume,value,shares,change,volume_avg20,volume_ratio,return5,return20,share_pct,share_avg20,share_ratio,shares_changed,recent_share_change,inactive,recent_inactive,eligible,volume_signal,price_signal,concentration_signal,signal_count,score
2026-06-02,KOSDAQ,084650,랩지노믹스,897,1254584,1117401754,74239990,0.22,6583345.85,0.19056935919597784,-31.105990783410142,-32.454819277108435,0.009956026331001263,0.05629123467175049,0.17686636985416224,False,False,False,False,True,False,True,False,1,3.1105990783410142
2026-06-02,KOSDAQ,094940,푸른로보틱스,8660,281591,2492876685,8361386,-6.38,739394.5,0.38083999813360797,-31.105807478122514,-17.20841300191205,0.022211479288405646,0.05799725868677859,0.3829746403767375,False,False,False,False,True,False,True,False,1,3.1105807478122514
2026-06-02,KOSDAQ,172670,에이엘티,12780,124961,1631770920,8960259,-4.2,254356.95,0.49128203495127615,-31.0307609282245,-31.767218366257342,0.01453904487578078,0.030358057986261934,0.4789188057536552,False,False,False,False,True,False,True,False,1,3.10307609282245
2026-06-02,KOSDAQ,036540,SFA반도체,7600,5695088,42266023835,164460303,-4.16,13271976.65,0.42910624017711785,-30.97184377838329,-8.433734939759042,0.3765893911492706,0.8275215659601682,0.4550810596849113,False,False,False,False,True,False,True,False,1,3.097184377838329
2026-06-02,KOSDAQ,078350,한양디지텍,28000,521104,14496349125,15244382,-6.35,380813.45,1.36839704585014,-30.864197530864203,-9.531502423263326,0.1291621684637942,0.08746124159480191,1.4767932184428387,False,False,False,False,True,False,True,False,1,3.08641975308642
2026-06-02,KOSDAQ,356680,엑스게이트,19090,1163792,22533086350,28543492,-11.42,4494172.05,0.25895581812449747,-30.707803992740466,35.48616039744499,0.20076932957752022,0.5681779697989995,0.3533564133937559,False,False,False,False,True,False,True,False,1,3.070780399274047
2026-06-02,KOSDAQ,330860,네패스아크,36050,334612,11780903850,12184045,-6.49,605068.35,0.5530152089429236,-30.673076923076927,-4.7556142668428,0.10496760767890664,0.1730393973547268,0.6066110335770846,False,False,False,False,True,False,True,False,1,3.0673076923076925
2026-06-02,KOSDAQ,010170,대한광통신,19300,20771097,401164287080,155485660,-6.31,37360153.6,0.5559692613255208,-30.575539568345324,27.392739273927404,3.5743654338543576,5.283604921927073,0.6765012688629812,False,False,False,False,True,False,True,False,1,3.0575539568345325
2026-06-02,KOSDAQ,065440,이루온,2325,999106,2317629206,27275020,-5.68,4643201.5,0.2151761020924894,-30.180180180180184,-42.01995012468828,0.02065002790431771,0.11570083653343963,0.17847777529550946,False,False,False,False,True,False,True,False,1,3.0180180180180183
2026-06-02,KOSDAQ,095910,에스에너지,1502,889034,1324414649,37296909,-3.47,3163349.0,0.28104202223656005,-30.13953488372093,-43.53383458646617,0.011800506909359833,0.05105986843834631,0.23111118908597836,False,False,False,False,True,False,True,False,1,3.013953488372093
2026-06-02,KOSDAQ,478340,나라스페이스테크놀로지,22150,224345,4946497650,11533591,-7.13,316470.05,0.7088980458024385,-30.126182965299687,-35.043988269794724,0.044073190930068895,0.06576725873778182,0.6701387860149602,False,False,False,False,True,False,True,False,1,3.012618296529969
2026-06-02,KOSDAQ,388790,라이콤,3780,866273,3171076506,30614160,-7.01,1021151.4,0.8483296404431311,-30.000000000000004,-27.447216890595005,0.028254225553466857,0.03432449941634024,0.8231504037613548,False,False,False,False,True,False,True,False,1,3.0000000000000004
2026-06-02,KOSPI,217590,티엠씨,18950,297336,5682338935,24094225,-9.55,591820.65,0.5024089646077743,-29.814814814814817,-34.54231433506045,0.008222205775069522,0.03674656541034192,0.22375440216667083,False,False,False,False,True,False,True,False,1,2.981481481481482
2026-06-02,KOSDAQ,054920,한컴위드,4820,648290,3103400569,28217081,-4.55,2902322.25,0.22336940703259262,-28.273809523809522,-29.73760932944607,0.027651234365798485,0.13042956093497868,0.21200128381619784,False,False,False,False,True,False,True,False,1,2.827380952380952
2026-06-02,KOSDAQ,0004V0,엔비알모션,11910,316326,3733816320,10404468,-6.37,836999.65,0.3779284734467929,-28.253012048192772,-53.294117647058826,0.033268225563428136,0.10745601816871113,0.30959853278013166,False,False,False,False,True,False,True,False,1,2.825301204819277
2026-06-02,KOSDAQ,225190,LK삼양,1480,717149,1059044564,70468440,-3.96,1286820.85,0.5573029066167213,-28.155339805825243,-31.162790697674414,0.009436064984812753,0.016911102317368677,0.5579804797893849,False,False,False,False,True,False,True,False,1,2.8155339805825244
2026-06-02,KOSDAQ,220100,퓨쳐켐,12100,255959,3103107435,22427420,-6.06,170758.85,1.4989501276214965,-27.976190476190478,-34.02399127589967,0.027648622547970146,0.019143384672427214,1.4442912275483488,False,False,False,False,True,False,True,False,1,2.797619047619048
2026-06-02,KOSPI,006660,삼성공조,15260,1129434,17526924615,8126314,-14.17,1738414.65,0.6496919477755206,27.80569514237856,16.577540106951872,0.025361032215277596,0.04972418681743396,0.5100341270213731,False,False,False,False,True,False,True,False,1,2.780569514237856
2026-06-02,KOSDAQ,211270,AP위성,13290,273823,3620432320,15082304,-6.14,552710.1,0.4954188461546116,-27.73246329526917,-19.987959060806748,0.03225797648741474,0.06362905703871422,0.5069692682666636,False,False,False,False,True,False,True,False,1,2.773246329526917
2026-06-02,KOSDAQ,212560,네오오토,10740,209415,2255573160,11812241,-2.54,516003.55,0.4058402311379447,-27.725437415881558,28.776978417266186,0.02009710982828807,0.04003875299529536,0.501941452338676,False,False,False,False,True,False,True,False,1,2.772543741588156
2026-06-02,KOSDAQ,323280,태성,51900,338710,17624423400,30537980,-6.99,399946.45,0.8468883771814951,-27.51396648044693,-34.716981132075475,0.1570332450356211,0.18127185913574215,0.8662858415217644,False,False,False,False,True,False,True,False,1,2.7513966480446927
2026-06-02,KOSPI,090460,비에이치,29250,643148,18552707800,33711538,-3.31,1017730.25,0.6319434840420632,-27.23880597014925,-15.217391304347828,0.026845315452190176,0.07588655172169254,0.3537559006586975,False,False,False,False,True,False,True,False,1,2.723880597014925
2026-06-02,KOSDAQ,166090,하나머티리얼즈,58300,286817,16657659000,19777674,-3.48,246845.8,1.1619278108033437,-27.125,-22.781456953642387,0.14841939438806373,0.12167335771114778,1.2198183495552986,False,False,False,False,True,False,True,False,1,2.7125
2026-06-02,KOSDAQ,452190,한빛레이저,5620,880938,5022781530,23920557,-6.02,3011004.4,0.292572803945421,-27.01298701298701,-29.396984924623116,0.04475287871039695,0.15949144595049894,0.2805973602138313,False,False,False,False,True,False,True,False,1,2.7012987012987013
2026-06-02,KOSDAQ,223250,드림씨아이에스,4505,316508,1415105332,24600444,-2.49,2904934.7,0.10895528908102478,-26.866883116883123,-8.989898989898993,0.012608559004044919,0.12888728259309376,0.09782624592878592,False,False,False,False,True,False,True,False,1,2.6866883116883122
2026-06-02,KOSDAQ,084990,헬릭스미스,5190,840961,4300556885,46092797,-5.29,586235.85,1.434509677291145,-26.79830747531735,-39.79118329466357,0.03831787218138622,0.031185342863697,1.2287141542378945,False,False,False,False,True,False,True,False,1,2.679830747531735
2026-06-02,KOSDAQ,086390,유니테스트,13830,240733,3337497310,21134126,-5.85,488488.35,0.4928121622552514,-26.670201484623547,-24.673202614379086,0.029737031447335537,0.059600235818073645,0.4989415065085673,False,False,False,False,True,False,True,False,1,2.667020148462355
2026-06-02,KOSDAQ,048770,TPC로보틱스,4910,886619,4470838190,15697991,-5.58,2384257.9,0.37186371491104214,-26.60687593423019,24.461343472750308,0.03983507505867583,0.09133554129594101,0.4361399132633828,False,False,False,False,True,False,True,False,1,2.660687593423019
2026-06-02,KOSDAQ,403870,HPSP,44150,2855026,126826381875,82300000,-5.26,2678760.0,1.0658013409189326,-26.53910149750416,-16.064638783269956,1.130020418254258,0.9445658476005757,1.1963384248168418,False,False,False,False,True,False,True,False,1,2.653910149750416
2026-06-02,KOSDAQ,088130,동아엘텍,7020,393960,2751597680,17485314,-5.65,617491.15,0.6380010466546767,-26.337880377754463,-36.75675675675676,0.02451667795968216,0.03880740989084812,0.6317524933676103,False,False,False,False,True,False,True,False,1,2.6337880377754463
2026-06-02,KOSDAQ,950250,테라뷰,3410,746755,2544226069,35517731,-7.08,946741.55,0.7887633113810205,-26.190476190476186,-49.630723781388475,0.022669001229242598,0.03261258914442189,0.6950997091600114,False,False,False,False,True,False,True,False,1,2.6190476190476186
2026-06-02,KOSDAQ,054450,텔레칩스,13670,270673,3662822920,15144233,-3.66,712171.65,0.38006708073819,-25.90785907859079,-4.472396925227118,0.032635675849596826,0.07449735598679724,0.4380783105293115,False,False,False,False,True,False,True,False,1,2.590785907859079
2026-06-02,KOSDAQ,185490,아이진,1523,662164,1025583921,43229784,-6.96,3884649.8,0.17045654926217546,-25.888077858880777,6.354748603351945,0.00913793135331656,0.061640903725650856,0.14824460384272334,False,False,False,False,True,False,True,False,1,2.588807785888078
2026-06-02,KOSDAQ,317330,덕산테코피아,16290,198520,3211608615,20476584,-3.89,378826.3,0.5240396456106664,-25.78587699316629,-32.125,0.02861536579958733,0.059295559953815566,0.48258867648564946,False,False,False,False,True,False,True,False,1,2.5785876993166292
2026-06-02,KOSPI,195870,해성디에스,76100,350446,26926790200,17000000,-5.58,368257.8,0.951632253274744,-25.68359375,-5.112219451371569,0.03896240833556076,0.06538722461741599,0.5958718780852347,False,False,False,False,True,False,True,False,1,2.568359375
2026-06-02,KOSPI,082740,한화엔진,58400,921053,52884275800,83447142,-5.5,1088864.8,0.8458837130192839,-25.510204081632647,-33.63636363636363,0.0765222565684793,0.16952298849806316,0.45139751986706855,False,False,False,False,True,False,True,False,1,2.551020408163265
2026-06-02,KOSDAQ,061970,LB세미콘,4970,553963,2767861918,58083006,-2.74,1383958.8,0.4002741989140139,-25.375375375375377,-11.250000000000004,0.02466159198116281,0.051636884893566624,0.4775964319302958,False,False,False,False,True,False,True,False,1,2.5375375375375375
2026-06-02,KOSDAQ,445180,퓨릿,9250,118412,1103902750,17189188,-6.85,191164.05,0.6194260897904182,-25.343018563357546,-27.107959022852633,0.009835750486807187,0.014922212100752352,0.65913488029776,False,False,False,False,True,False,True,False,1,2.5343018563357544
2026-06-02,KOSPI,004380,삼익THK,10000,188649,1884513985,20700000,-4.21,340778.45,0.5535825402105092,-25.205684367988034,-15.61181434599156,0.0027268457492436223,0.008918983194978605,0.30573504732903173,False,False,False,False,True,False,True,False,1,2.5205684367988033
2026-06-02,KOSDAQ,381620,제닉스로보틱스,10250,608621,6514438430,13117920,-9.29,2120077.85,0.287074835483046,-25.182481751824813,0.6876227897838927,0.0580435105892688,0.17001064844268512,0.34141102996167166,False,False,False,False,True,False,True,False,1,2.5182481751824812
2026-06-02,KOSDAQ,066430,아이로보틱스,2605,1920115,4943118570,39153476,-1.33,10342275.85,0.18565691225495595,-25.143678160919535,17.34234234234233,0.04404308339772063,0.28032729194081296,0.1571130769779622,False,False,False,False,True,False,True,False,1,2.5143678160919536
2026-06-02,KOSDAQ,110990,디아이티,19980,183079,3627855660,18900000,-3.01,252967.35,0.7237258088840318,-24.745762711864405,-19.91983967935872,0.032324118292042674,0.041294607787227426,0.7827685023331459,False,False,False,False,True,False,True,False,1,2.4745762711864403
2026-06-02,KOSPI,010820,퍼스텍,8060,1649588,13894018680,48771938,-9.13,1634290.9,1.0093600839360974,-24.743230625583568,-40.2962962962963,0.020104305979703026,0.03977825308091417,0.5054094743378559,False,False,False,False,True,False,True,False,1,2.4743230625583568
2026-06-02,KOSDAQ,0011A0,액스비스,15920,192187,3074282895,9333740,-9.65,231706.55,0.829441377466455,-24.728132387706857,-39.810964083175804,0.027391796497544064,0.035578035684683595,0.7699074996806605,False,False,False,False,True,False,True,False,1,2.472813238770686
2026-06-02,KOSDAQ,253840,수젠텍,5010,426147,2167402572,16743200,-4.39,5329017.75,0.07996726976561487,-24.661654135338352,-10.215053763440862,0.019311511727510552,0.24308747075572318,0.07944264534685355,False,False,False,False,True,False,True,False,1,2.4661654135338353
2026-06-02,KOSDAQ,101170,우림피티에스,10500,378938,3976752950,13500000,-10.33,1256525.35,0.3015760883773654,-24.56896551724138,-26.108374384236456,0.03543278587164894,0.12185549419064398,0.290777088936294,False,False,False,False,True,False,True,False,1,2.456896551724138
2026-06-02,KOSPI,003160,디아이,25100,323185,7988799275,28300000,-3.46,385688.0,0.8379441413785236,-24.511278195488718,-24.511278195488718,0.011559597603407691,0.02464844783173187,0.4689787236227556,False,False,False,False,True,False,True,False,1,2.451127819548872
2026-06-02,KOSDAQ,078890,가온그룹,6520,387401,2526622160,18424943,-3.69,1902258.3,0.20365320524557573,-24.361948955916468,-3.264094955489616,0.022512150767083267,0.10686356852216072,0.2106625398946399,False,False,False,False,True,False,True,False,1,2.4361948955916466
2026-06-02,KOSDAQ,295310,에이치브이엠,100600,403957,37959694950,12027291,1.31,410189.75,0.9848052029578994,-24.360902255639093,13.03370786516853,0.338220090568227,0.29289498469096775,1.1547486582096365,False,False,False,False,True,False,True,False,1,2.4360902255639094
2026-06-02,KOSDAQ,323350,다원넥스뷰,15590,205998,3106068680,8010772,-4.47,360210.3,0.5718825919192205,-24.320388349514566,30.788590604026854,0.027675007179180013,0.04422438890830032,0.6257860846096572,False,False,False,False,True,False,True,False,1,2.432038834951457
2026-06-02,KOSDAQ,125210,아모그린텍,9050,256901,2309464020,16496790,-5.24,399772.25,0.6426183908462881,-24.204355108877717,-42.938209331651954,0.02057727626729681,0.0339708116555674,0.6057340188374465,False,False,False,False,True,False,True,False,1,2.4204355108877715
2026-06-02,KOSDAQ,088800,에이스테크,3120,396766,1226642989,75506434,-4.44,847354.75,0.4682407220824572,-23.99512789281364,-33.333333333333336,0.010929363457238758,0.023507078921248294,0.4649392420833536,False,False,False,False,True,False,True,False,1,2.399512789281364
2026-06-02,KOSDAQ,476830,알지노믹스,110900,236799,26457157850,13933842,-5.86,296198.1,0.7994615765597417,-23.989033584647025,-36.95281409891984,0.23573272482804494,0.2887990045370448,0.816251860722072,False,False,False,False,True,False,True,False,1,2.3989033584647026
2026-06-02,KOSDAQ,308100,형지글로벌,603,2359984,1478305898,24023008,-4.29,936871.65,2.519004604312661,-23.767383059418457,-37.18749999999999,0.01317167472941202,0.00598988557089163,2.1989860362977414,False,False,False,False,True,False,True,False,1,2.3767383059418457
2026-06-02,KOSDAQ,036170,에이치엠넥스,3785,1179626,4415643989,61365626,-2.95,2364744.95,0.49883857453633634,-23.766364551863038,-45.851216022889844,0.03934329587853095,0.10265709176043245,0.3832496635531536,False,False,False,False,True,False,True,False,1,2.3766364551863037
2026-06-02,KOSDAQ,031980,피에스케이홀딩스,100600,238035,24108832050,21562395,-4.19,199266.25,1.1945575329490066,-23.73009855951478,-19.066773934030568,0.21480919091119233,0.1622008710401428,1.3243405509088146,False,False,False,False,True,False,True,False,1,2.373009855951478
2026-06-02,KOSDAQ,049080,기가레인,1140,4194877,4718588786,84883347,-4.2,14222976.05,0.294936656382825,-23.69477911646586,-44.927536231884055,0.04204252770358841,0.15912321536621837,0.2642136636494462,False,False,False,False,True,False,True,False,1,2.369477911646586
2026-06-02,KOSDAQ,171090,선익시스템,73200,112058,8124463000,10102626,-4.06,151214.55,0.7410530269739255,-23.67049009384776,-28.58536585365854,0.07238879593994758,0.08796155611839596,0.8229594738241387,False,False,False,False,True,False,True,False,1,2.3670490093847762
2026-06-02,KOSPI,005935,삼성전자우,231500,9328789,2151492851000,802371203,1.09,6515452.75,1.4317944366951323,23.66452991452992,46.241313960833864,3.113157653365672,2.363211451120033,1.3173419805029318,False,False,False,False,True,False,True,False,1,2.366452991452992
2026-06-02,KOSDAQ,138360,앤로보틱스,2505,828213,2095467763,76991722,-4.75,3005696.7,0.27554776235406586,-23.62804878048781,-33.55437665782494,0.018670574079117038,0.0701329305777341,0.2662169386807942,False,False,False,False,True,False,True,False,1,2.362804878048781
2026-06-02,KOSDAQ,264660,씨앤지하이테크,14770,177837,2625425485,9721172,-5.98,249218.85,0.7135776447086567,-23.59027418520434,-34.35555555555555,0.02339248633284476,0.033228890286531844,0.7039803656135359,False,False,False,False,True,False,True,False,1,2.359027418520434
2026-06-02,KOSDAQ,213420,덕산네오룩스,35800,257379,9281845425,24831179,-3.37,228700.95,1.1253954126556973,-23.585912486659556,-29.108910891089113,0.08270104921598648,0.06934648046737756,1.1925774553892647,False,False,False,False,True,False,True,False,1,2.3585912486659555
2026-06-02,KOSDAQ,098120,마이크로컨텍솔,28050,185890,5186973175,8312766,-5.56,284674.85,0.6529905961134256,-23.569482288828336,-25.0,0.04621582284405223,0.06289151500822214,0.7348498893373803,False,False,False,False,True,False,True,False,1,2.3569482288828336
2026-06-02,KOSDAQ,013720,THE CUBE&,466,2681844,1225040985,60828143,12.29,434473.85,6.172624658538138,-7.539682539682535,-32.85302593659942,0.010915089634999557,0.0015450286165452048,7.064652083536474,False,False,False,False,True,True,False,False,1,2.3548840278454914
2026-06-02,KOSDAQ,302430,이노메트리,7900,152513,1220803940,9833208,-9.2,196745.5,0.7751791019362577,-23.523717328170378,-5.840286054827171,0.010877337652389336,0.011779270987791971,0.9234304621790773,False,False,False,False,True,False,True,False,1,2.352371732817038
2026-06-02,KOSDAQ,059120,아진엑스텍,7930,479838,3771201085,18310066,-2.94,3522581.9,0.13621769872831063,-23.45559845559846,-10.998877665544338,0.033601323040128805,0.23949902642615095,0.14029837006660947,False,False,False,False,True,False,True,False,1,2.345559845559846
2026-06-02,KOSDAQ,0008Z0,에스엔시스,25950,56881,1473333525,9436564,-4.6,152710.35,0.3724763907619883,-23.45132743362832,-38.652482269503544,0.013127370989652937,0.038293118944352625,0.34281279121529823,False,False,False,False,True,False,True,False,1,2.345132743362832
2026-06-02,KOSPI,009470,삼화전기,34300,155025,5269201500,6613820,-6.41,398821.85,0.3887073890259523,-23.4375,-29.278350515463913,0.007624405988254376,0.039686205799328286,0.19211728192931518,False,False,False,False,True,False,True,False,1,2.34375
2026-06-02,KOSDAQ,356860,티엘비,101000,298877,30070354050,9832630,-4.99,240544.95,1.2424995827183234,-23.42683851402577,15.428571428571436,0.26792622763712837,0.1683201316076479,1.5917657922325124,False,False,False,False,True,False,True,False,1,2.342683851402577
2026-06-02,KOSDAQ,0001A0,덕양에너젠,10670,274282,2874129920,24791195,-4.56,645485.9,0.4249233019652327,-23.347701149425294,-43.30499468650372,0.025608437663360382,0.07336875102141432,0.34903739407920387,False,False,False,False,True,False,True,False,1,2.3347701149425295
2026-06-02,KOSDAQ,412350,레이저쎌,8270,706002,5436931915,14435282,0.0,2038474.95,0.346338325128793,-23.283858998144712,4.419191919191912,0.048442950005966365,0.15111513592497405,0.3205698073157769,False,False,False,False,True,False,True,False,1,2.3283858998144713
2026-06-02,KOSDAQ,425420,티에프이,46400,183494,8488675100,12347181,3.11,179463.3,1.0224597452515363,-23.178807947019862,-30.746268656716413,0.0756339181573495,0.07051733215844092,1.0725578498547343,False,False,False,False,True,False,True,False,1,2.317880794701986
2026-06-02,KOSDAQ,488900,비츠로넥스텍,12050,113575,1357844190,28976443,-3.6,139329.75,0.8151525427986486,-23.15051020408163,-35.457953936797004,0.01209836342268448,0.015287143777087609,0.7914077082742901,False,False,False,False,True,False,True,False,1,2.315051020408163
2026-06-02,KOSPI,161000,애경케미칼,11300,307978,3478699855,48648709,-5.83,534302.0,0.576411841991982,-23.076923076923073,-27.237604636188028,0.005033593800844707,0.016810377828510973,0.2994337100685245,False,False,False,False,True,False,True,False,1,2.3076923076923075
2026-06-02,KOSPI,006260,LS,425500,290045,124180066000,31200000,-8.69,327117.15,0.8866701119155629,-23.056057866184453,-6.070640176600439,0.1796855251848356,0.34645518117733876,0.518640028918663,False,False,False,False,True,False,True,False,1,2.3056057866184454
2026-06-02,KOSPI,005950,이수화학,12720,628168,8125157435,26294169,-4.0,2702097.65,0.23247420388378637,-22.955784373107214,14.28571428571428,0.011756904533433305,0.0824480909087318,0.14259765634170882,False,False,False,False,True,False,True,False,1,2.2955784373107213
2026-06-02,KOSDAQ,396270,넥스트칩,4000,612232,2415757341,32887431,-3.85,1096033.0,0.558589020586059,-22.928709055876684,-22.480620155038757,0.021524347541256497,0.039349263620101375,0.547007632698389,False,False,False,False,True,False,True,False,1,2.2928709055876686
2026-06-02,KOSDAQ,126340,비나텍,131100,151931,19891986950,7143528,-1.35,175503.65,0.8656856994142287,-22.882352941176475,-25.341685649202738,0.17723718898881693,0.1893449352510595,0.9360545543708975,False,False,False,False,True,False,True,False,1,2.2882352941176474
2026-06-02,KOSPI,000990,DB하이텍,170100,611599,105051649350,43504588,-6.23,806855.9,0.7580027610878225,-22.857142857142854,7.318611987381707,0.15200717307549141,0.2832594486182861,0.5366358432771391,False,False,False,False,True,False,True,False,1,2.2857142857142856
2026-06-02,KOSDAQ,119850,지엔씨에너지,21100,199037,4128676200,16448909,-3.87,257119.4,0.7741033932095361,-22.85191956124314,-42.42837653478853,0.0367864188616427,0.05246322326811047,0.7011848790465599,False,False,False,False,True,False,True,False,1,2.285191956124314
2026-06-02,KOSPI,019180,티에이치엔,7470,617320,4529713960,18000000,-3.61,827318.05,0.7461701095485587,-22.83057851239669,-0.9283819628647216,0.006554385563297103,0.014588531713545428,0.44928342975128654,False,False,False,False,True,False,True,False,1,2.2830578512396693
2026-06-02,KOSPI,001430,세아베스틸지주,50100,230092,11480798875,35862119,-6.7,401376.85,0.5732567785112669,-22.804314329738062,-33.64238410596027,0.01661243581071897,0.058629631520005256,0.28334539003627496,False,False,False,False,True,False,True,False,1,2.2804314329738062
2026-06-02,KOSPI,077970,STX엔진,36900,451180,16738409425,40148063,-5.51,610398.75,0.7391561663584665,-22.722513089005236,-40.0974025974026,0.024220069977172725,0.06788992971165814,0.35675497205609313,False,False,False,False,True,False,True,False,1,2.2722513089005236
2026-06-02,KOSDAQ,327260,RF머트리얼즈,75300,220596,16615020100,8495135,3.15,320137.1,0.6890672777381941,-22.68993839835729,-19.292604501607713,0.14803948267805855,0.20596106689031873,0.718774110627882,False,False,False,False,True,False,True,False,1,2.268993839835729
2026-06-02,KOSDAQ,081180,쎄크,8270,188502,1548885125,8825535,-6.76,338385.6,0.5570627118884492,-22.637979420018706,-39.23585598824394,0.013800534170448586,0.0257200138843584,0.5365679129295248,False,False,False,False,True,False,True,False,1,2.2637979420018706
2026-06-02,KOSDAQ,317830,에스피시스템스,7520,138412,1032327765,10773818,-4.2,244675.75,0.5656956196108524,-22.633744855967073,-28.517110266159694,0.009198018862751565,0.015737994462000197,0.5844466958582571,False,False,False,False,True,False,True,False,1,2.2633744855967075
2026-06-02,KOSDAQ,308080,바이젠셀,10000,724474,7600208050,20499260,-17.22,1303109.85,0.5559577344918388,-22.600619195046434,-8.172635445362719,0.06771769526584058,0.09955399337458583,0.6802107376149471,False,False,False,False,True,False,True,False,1,2.2600619195046434
2026-06-02,KOSPI,047040,대우건설,22800,11153842,251441489325,410907638,-5.98,13375271.45,0.8339151875680251,-22.580645161290324,-34.857142857142854,0.363829699225799,0.8324851387307601,0.4370404735158494,False,False,False,False,True,False,True,False,1,2.2580645161290325
2026-06-02,KOSDAQ,012860,모베이스전자,3415,1360259,4718958718,73233457,-5.92,8331183.1,0.16327320905958723,-22.56235827664399,-10.602094240837701,0.04204582378999556,0.2661677587372231,0.15796738113388759,False,False,False,False,True,False,True,False,1,2.256235827664399
2026-06-02,KOSDAQ,023160,태광,29300,366812,10579413325,25867242,-3.93,357111.0,1.0271652231379038,-22.486772486772487,-36.37350705754615,0.0942623521514945,0.08597102349125002,1.096443293606809,False,False,False,False,True,False,True,False,1,2.248677248677249
2026-06-02,KOSPI,092790,넥스틸,13760,249001,3409656420,26002000,-3.71,1068595.8,0.23301701167083005,-22.478873239436613,-32.216748768472904,0.004933689635239415,0.04157300900372123,0.11867530769297445,False,False,False,False,True,False,True,False,1,2.247887323943661
2026-06-02,KOSDAQ,219130,타이거일렉,49800,29449,1441613000,6314290,-2.92,74888.75,0.3932366343409391,-22.429906542056077,8.852459016393443,0.012844741773256358,0.02729403897050674,0.4706061197881364,False,False,False,False,True,False,True,False,1,2.2429906542056077
2026-06-02,KOSPI,015860,일진홀딩스,7900,349771,2765608155,49347483,-5.28,699816.35,0.49980398428816364,-22.320550639134705,-23.449612403100772,0.004001767512240163,0.0180075780081055,0.2222268597386558,False,False,False,False,True,False,True,False,1,2.2320550639134704
2026-06-02,KOSDAQ,125020,티씨머티리얼즈,7180,2005672,13627359020,35038550,2.43,4865722.6,0.41220434555804725,-21.95652173913043,-14.827995255041515,0.12141948474615295,0.27803102173062516,0.4367120042589786,False,False,False,False,True,False,True,False,1,2.195652173913043
2026-06-02,KOSDAQ,158430,아톤,5940,541280,3182917345,24482092,-2.78,1228299.8,0.4406741741714848,-21.944809461235216,-25.842696629213478,0.02835972718208265,0.0589598445624779,0.4810007114593176,False,False,False,False,True,False,True,False,1,2.1944809461235217
2026-06-02,KOSDAQ,368770,파이버프로,15950,337683,5456690235,32854225,-6.01,726142.45,0.46503685330612476,-21.813725490196077,-32.27176220806795,0.04861899622521755,0.09878621698635724,0.49216376239948556,False,False,False,False,True,False,True,False,1,2.1813725490196076
2026-06-02,KOSDAQ,066980,한성크린텍,1760,1734301,3177880558,51935125,-11.42,5115504.45,0.3390283435292486,-21.777777777777775,14.957544088830833,0.02831484951492656,0.07345125418096536,0.3854917091703555,False,False,False,False,True,False,True,False,1,2.1777777777777776
2026-06-02,KOSDAQ,179900,유티아이,18310,139924,2584001120,19790412,-3.73,220170.65,0.6355252164627756,-21.752136752136753,-10.464547677261615,0.023023396104367273,0.03255509555146584,0.7072132861035517,False,False,False,False,True,False,True,False,1,2.1752136752136755
2026-06-02,KOSDAQ,217330,싸이토젠,3975,387159,1559799347,23129547,-8.73,460341.9,0.8410248991021673,-21.751968503937004,-32.6271186440678,0.013897779660913774,0.016255549895705733,0.8549559842688056,False,False,False,False,True,False,True,False,1,2.1751968503937005
2026-06-02,KOSDAQ,102120,어보브반도체,10800,259232,2795926660,17780753,-3.23,846960.5,0.30607330566183427,-21.739130434782606,-22.46949030868629,0.02491164824725022,0.07334670440384573,0.3396423663439205,False,False,False,False,True,False,True,False,1,2.1739130434782608
2026-06-02,KOSDAQ,486990,노타,34900,909226,33013209950,21346230,-7.79,563447.95,1.6136823285984092,21.602787456445995,-1.5514809590973178,0.2941470123493944,0.15605728712158917,1.8848656014391378,False,False,False,False,True,False,True,False,1,2.1602787456445993
2026-06-02,KOSDAQ,074600,원익QnC,30200,285995,8667011600,26288000,-4.28,418120.9,0.6840007280190968,-21.456436931079324,-20.2113606340819,0.07722289265414325,0.0993568239385341,0.7772278701452481,False,False,False,False,True,False,True,False,1,2.1456436931079326
2026-06-02,KOSDAQ,474170,루미르,10620,321773,3546446145,17817696,-7.33,430787.65,0.7469410973132586,-21.44970414201184,-34.48488587291795,0.03159876121073095,0.03898292306733864,0.8105795749628016,False,False,False,False,True,False,True,False,1,2.144970414201184
2026-06-02,KOSDAQ,050890,쏠리드,14410,2157919,31102293710,60756534,-5.2,8154410.65,0.26463212273961206,-21.42857142857143,-15.780245470485099,0.27712078849242167,0.9156276847836331,0.3026566289964316,False,False,False,False,True,False,True,False,1,2.1428571428571432
2026-06-02,KOSPI,006340,대원전선,11110,4422578,48761435435,78414416,-4.31,15953657.9,0.27721404255509324,-21.42857142857143,-26.179401993355476,0.07055660716837135,0.5768876933885807,0.12230562027407603,False,False,False,False,True,False,True,False,1,2.1428571428571432
2026-06-02,KOSDAQ,037350,성도이엔지,8630,204900,1754750275,15210000,-3.9,291735.45,0.7023486518350787,-21.40255009107468,-35.06395786305493,0.01563478836478693,0.021050475062172575,0.742728528387582,False,False,False,False,True,False,True,False,1,2.140255009107468
2026-06-02,KOSDAQ,052900,KX하이텍,1620,3264489,5198090994,69481232,0.5,8085166.15,0.40376276002689193,-21.359223300970875,35.33834586466165,0.04631488237954254,0.09135011323064104,0.5070041047744143,False,False,False,False,True,False,True,False,1,2.1359223300970873
