date,market,code,name,close,volume,value,shares,change,volume_avg20,volume_ratio,return5,return20,share_pct,share_avg20,share_ratio,shares_changed,recent_share_change,inactive,recent_inactive,eligible,volume_signal,price_signal,concentration_signal,signal_count,score
2026-09-04,KOSPI,015590,DKME,1492,721084,1072278907,53396308,11.26,51140.5,14.100057684222875,0.8108108108108025,-7.616099071207428,0.006049989231348311,0.00031951571016691256,18.93487249246005,False,False,False,False,True,True,False,False,1,6.311624164153351
2026-09-04,KOSDAQ,067290,JW신약,3265,23898470,77215456008,56037103,-4.81,16035061.05,1.4903884634726725,55.47619047619048,40.128755364806864,1.153244241707292,0.8304396796204874,1.3887152432724876,False,False,False,False,True,False,True,False,1,5.547619047619048
2026-09-04,KOSDAQ,198440,강동씨앤엘,1963,3179476,6294879322,60931896,-6.3,4453839.75,0.7138730126067064,46.93113772455091,71.4410480349345,0.09401658302175499,0.16624593752713368,0.565527100512818,False,False,False,False,True,False,True,False,1,4.69311377245509
2026-09-04,KOSDAQ,351320,넥사다이내믹스,3725,2252585,8251750112,29698642,16.41,1140706.5,1.9747279427267224,45.22417153996101,288.4254431699687,0.12324324419822834,0.04886044346414598,2.522352141332176,False,False,False,False,True,False,True,False,1,4.522417153996101
2026-09-04,KOSPI,014990,인디에프,4360,755125,3283041484,15022599,0.11,1349142.4,0.559707411167272,43.18555008210181,130.44397463002113,0.018523506799028897,0.020983382842947304,0.8827702824501821,False,False,False,False,True,False,True,False,1,4.318555008210181
2026-09-04,KOSDAQ,054090,삼진엘앤디,1012,1171800,1279129234,24959232,-1.75,92688.7,12.64231777983724,1.70854271356784,10.601092896174858,0.019104315376407603,0.0015211180593801047,12.559390284402454,False,False,False,False,True,True,False,False,1,4.2141059266124135
2026-09-04,KOSDAQ,008290,원풍물산,427,7360215,3965838050,20346839,-30.0,2971957.3,2.4765547607295706,-39.0870185449358,14.477211796246658,0.059231404321853955,0.036509526769409516,1.6223547540332013,False,False,False,False,True,False,True,False,1,3.90870185449358
2026-09-04,KOSPI,009900,명신산업,8630,1467289,12974115215,52470133,11.07,196555.7,7.465003558787661,8.553459119496853,23.81635581061694,0.07320227678135449,0.00644384996718705,11.360021905244587,False,False,False,False,True,True,False,False,1,3.786673968414862
2026-09-04,KOSPI,035510,신세계 I&C,13860,301604,4229432690,13980900,6.7,38861.0,7.7610972440235715,3.51008215085884,7.1925754060324865,0.023863215122642074,0.0021071353331747395,11.324956089407076,False,False,False,False,True,True,False,False,1,3.7749853631356918
2026-09-04,KOSDAQ,079650,서산,6730,6824635,47356991895,20000000,-11.1,5625372.2,1.2131881691312798,32.741617357001964,61.197604790419156,0.7072959356975017,0.5838443163991638,1.2114461266998724,False,False,False,False,True,False,True,False,1,3.274161735700196
2026-09-04,KOSDAQ,291810,핀텔,1602,690478,1073283329,11368712,16.17,370833.7,1.8619613050270243,31.311475409836078,30.032467532467532,0.016029923060500263,0.00804066409022769,1.9936068564264995,False,False,False,False,True,False,True,False,1,3.1311475409836076
2026-09-04,KOSDAQ,057680,티사이언티픽,1960,1167589,2317456497,15792909,10.8,130129.0,8.972550315456202,9.742441209406504,15.976331360946737,0.03461215537334267,0.004704249907621248,7.357635341028185,False,False,False,False,True,True,False,False,1,2.990850105152067
2026-09-04,KOSPI,003160,디아이,31250,756546,23634145250,28300000,2.63,386303.3,1.9584248956713546,28.33675564681726,37.06140350877194,0.1333480714030513,0.050908488260561865,2.6193681242417544,False,False,False,False,True,False,True,False,1,2.8336755646817258
2026-09-04,KOSDAQ,396300,HT로보틱스,5670,1689130,9767648650,26489500,0.35,2197023.0,0.7688267259832965,26.5625,38.29268292682926,0.14588380543223667,0.182150517329256,0.8008970140256946,False,False,False,False,True,False,True,False,1,2.65625
2026-09-04,KOSPI,465770,STX그린로지스,3750,4795337,19667250495,7218380,-1.83,2351356.9,2.039391382907461,26.475548060708263,25.838926174496635,0.1109661422305491,0.03710762132108655,2.9903868337551502,False,False,False,False,True,False,True,False,1,2.6475548060708265
2026-09-04,KOSDAQ,092870,엑시콘,32650,468064,14989903475,13050797,7.76,333440.9,1.403739013420369,26.061776061776065,106.51486401012016,0.22388030531738146,0.1453984383106642,1.5397710451265625,False,False,False,False,True,False,True,False,1,2.6061776061776065
2026-09-04,KOSDAQ,026040,제이에스티나,2630,584964,1520751916,16503790,4.16,816773.05,0.7161891543801548,25.238095238095237,49.26220204313281,0.022713048408477012,0.03282335637331253,0.6919782410474073,False,False,False,False,True,False,True,False,1,2.5238095238095237
2026-09-04,KOSDAQ,064550,바이오니아,10390,903391,9445717440,25810291,1.46,725655.3,1.2449313055385938,25.030084235860418,49.71181556195965,0.14107563187019884,0.13603302625112493,1.037068980658895,False,False,False,False,True,False,True,False,1,2.5030084235860417
2026-09-04,KOSPI,004710,한솔테크닉스,8460,1439063,12405459445,53119817,-0.35,804044.05,1.7897812936990205,24.96307237813884,14.016172506738545,0.06999381929666008,0.026614912500368248,2.629872230302904,False,False,False,False,True,False,True,False,1,2.496307237813884
2026-09-04,KOSDAQ,052460,아이크래프트,4890,341999,1642536649,14607936,7.47,674559.9,0.5069957464118456,-24.18604651162791,-21.634615384615387,0.024531952929944305,0.07253701708558724,0.33819908669526316,False,False,False,False,True,False,True,False,1,2.418604651162791
2026-09-04,KOSDAQ,159010,아스플로,25400,151609,3846139200,13334739,1.8,246163.65,0.6158870328742688,23.902439024390244,33.68421052631578,0.05744365331139327,0.0906736380237009,0.6335209942318433,False,False,False,False,True,False,True,False,1,2.3902439024390243
2026-09-04,KOSDAQ,418620,E8,572,3453408,1865568395,19850477,30.0,1221972.05,2.8260940992881136,23.809523809523814,-26.193548387096776,0.027863022771269532,0.013332413718014377,2.0898708486387436,False,False,False,False,True,False,True,False,1,2.3809523809523814
2026-09-04,KOSDAQ,064290,인텍플러스,40150,687362,27003961600,12957578,16.72,301505.75,2.279764150434942,23.53846153846153,41.622574955908284,0.4033151499520809,0.17082027715125908,2.3610496170483946,False,False,False,False,True,False,True,False,1,2.353846153846153
2026-09-04,KOSDAQ,387690,레메디,15750,4136211,68743763110,7625791,3.01,2726352.85,1.5171224076883518,23.529411764705888,61.704312114989726,1.0267160625417264,0.6282969337501734,1.6341255342652594,False,False,False,False,True,False,True,False,1,2.3529411764705888
2026-09-04,KOSDAQ,045390,대아티아이,3795,1468167,5541790790,70473377,2.85,2976164.0,0.4933085004724202,20.47619047619047,45.124282982791584,0.08276889948887763,0.17298274478912148,0.47848066921229004,False,False,False,False,True,False,True,False,1,2.047619047619047
2026-09-04,KOSDAQ,412350,레이저쎌,5150,295910,1543830960,14603043,-2.83,206554.55,1.4325997660182264,20.327102803738327,28.589263420724098,0.02305774331767177,0.01672436805537695,1.3786914543691005,False,False,False,False,True,False,True,False,1,2.032710280373833
2026-09-04,KOSDAQ,031980,피에스케이홀딩스,144000,265319,37493067100,21562395,11.2,173636.2,1.5280166232617391,19.900083263946723,41.73228346456692,0.5599742068808131,0.33317661727444714,1.6807128047030573,False,False,False,False,True,False,True,False,1,1.9900083263946722
2026-09-04,KOSDAQ,0039P0,매드업,8180,1756762,14306769425,18807400,4.47,3194374.6,0.5499549113619924,19.765739385065896,-17.70623742454729,0.21367742042610968,0.4915494378407012,0.4347017898438878,False,False,False,False,True,False,True,False,1,1.9765739385065895
2026-09-04,KOSDAQ,131400,이브이첨단소재,855,1524642,1260493009,59591882,3.89,3593995.25,0.42421925849790704,18.75,27.043090638930156,0.018825975776027792,0.050111673435074965,0.37568044500487213,False,False,False,False,True,False,True,False,1,1.875
2026-09-04,KOSPI,008930,한미사이언스,52800,320035,16918373000,68391550,2.52,559308.0,0.5721981448504223,18.651685393258433,20.547945205479444,0.09545648412342965,0.1108054838057951,0.8614779778474945,False,False,False,False,True,False,True,False,1,1.8651685393258433
2026-09-04,KOSPI,010955,S-Oil우,71900,65852,4736468150,4021927,4.51,16834.35,3.9117637449619385,3.453237410071952,17.100977198697077,0.026723999805513522,0.004844097408501046,5.51681718014481,False,False,False,False,True,True,False,False,1,1.83893906004827
2026-09-04,KOSPI,096770,SK이노베이션,138300,1280862,176360451550,169052788,5.73,1092049.85,1.172897006487387,18.306244653550042,27.348066298342545,0.9950571868455352,0.5720100502950747,1.7395799013185682,False,False,False,False,True,False,True,False,1,1.8306244653550041
2026-09-04,KOSDAQ,087010,펩트론,157300,129115,20056089100,23317350,7.3,146474.2,0.8814862958800935,-18.243243243243246,-11.629213483146073,0.2995458482217215,0.4510602660333943,0.6640927405464364,False,False,False,False,True,False,True,False,1,1.8243243243243246
2026-09-04,KOSPI,000540,흥국화재,3695,295394,1111384495,64242645,-6.69,72135.9,4.094965197633911,3.9381153305203975,14.751552795031063,0.00627062994780842,0.001148037901819205,5.462040876761863,False,False,False,False,True,True,False,False,1,1.8206802922539544
2026-09-04,KOSDAQ,091590,남화토건,7680,822384,6045861880,11740000,3.09,1901484.1,0.43249585941844054,17.791411042944794,68.05251641137855,0.09029740624137793,0.21946195893237475,0.4114490123056009,False,False,False,False,True,False,True,False,1,1.7791411042944794
2026-09-04,KOSDAQ,265740,엔에프씨,6680,393103,2660011220,17863600,-2.62,616671.5,0.6374593280214831,-17.428924598269468,5.031446540880502,0.03972834949033988,0.07517290863165035,0.5284929133846618,False,False,False,False,True,False,True,False,1,1.7428924598269468
2026-09-04,KOSPI,010060,OCI홀딩스,227500,234036,53777433750,18670232,0.0,329008.9,0.7113363802620537,-17.122040072859747,-6.762295081967218,0.3034218923389185,0.35969424477147777,0.8435550380620895,False,False,False,False,True,False,True,False,1,1.7122040072859748
2026-09-04,KOSDAQ,174900,앱클론,21600,163062,3455428325,19952129,5.88,238488.45,0.6837312247196876,-17.082533589251437,-20.879120879120883,0.051608227477483996,0.11888859535786038,0.4340889664154981,False,False,False,False,True,False,True,False,1,1.7082533589251436
2026-09-04,KOSDAQ,089790,제이티,4785,398062,1923984935,10315513,-6.18,149147.95,2.6689069477656244,16.992665036674826,20.226130653266328,0.02873549755622041,0.014252075147177181,2.016232531717451,False,False,False,False,True,False,True,False,1,1.6992665036674826
2026-09-04,KOSDAQ,484120,도우인시스,21500,122694,2569413630,10957422,2.63,41764.2,2.9377792463401673,16.59436008676789,20.990433314575128,0.03837523763447992,0.014422583141207165,2.660774235707954,False,False,False,False,True,False,True,False,1,1.659436008676789
2026-09-04,KOSPI,020120,키다리스튜디오,7200,483626,3309925180,37063766,16.5,979271.3,0.49386314088853617,16.50485436893203,98.07427785419532,0.018675189416524275,0.02191745894860519,0.85206909525033,False,False,False,False,True,False,True,False,1,1.650485436893203
2026-09-04,KOSPI,244920,에이플러스에셋,13960,121167,1688769145,22607693,5.76,36914.8,3.2823420416743416,4.412864622288715,8.722741433021808,0.00952833733349125,0.0019402494843229943,4.910882549115041,False,False,False,False,True,True,False,False,1,1.6369608497050139
2026-09-04,KOSDAQ,214450,파마리서치,386500,55756,21636137000,10389648,1.44,180626.4,0.30868134447677636,-16.25135427952329,-2.0278833967046883,0.32314450626899005,1.2645793626238149,0.25553517305431356,False,False,False,False,True,False,True,False,1,1.6251354279523291
2026-09-04,KOSDAQ,042500,링네트,4460,498729,2207816786,22291144,1.36,102545.4,4.863494608241814,-2.8322440087146017,1.710376282782211,0.03297464169525079,0.007588417206641386,4.345391245277259,False,False,False,False,True,True,False,False,1,1.6211648694139378
2026-09-04,KOSPI,003010,혜인,10650,816719,8614226605,12712747,9.01,1822033.75,0.4482458132293104,-16.009463722397477,134.06593406593407,0.04860300604294561,0.06418502963998582,0.7572327428305344,False,False,False,False,True,False,True,False,1,1.6009463722397477
2026-09-04,KOSDAQ,251370,와이엠티,6980,178376,1232157350,18013213,3.71,84161.7,2.119443880054704,-16.004813477737667,-13.399503722084372,0.01840277118375878,0.011390342947823913,1.6156468043198444,False,False,False,False,True,False,True,False,1,1.6004813477737667
2026-09-04,KOSDAQ,214370,케어젠,44500,72245,3191834350,53715000,1.48,84930.05,0.8506412041438808,-15.87901701323251,-33.38323353293413,0.04767134424796593,0.08095347116805021,0.5888733807226825,False,False,False,False,True,False,True,False,1,1.587901701323251
2026-09-04,KOSDAQ,307870,비투엔,1342,1156500,1527948166,74299285,1.9,1283414.5,0.9011118387707167,15.789473684210531,34.46893787575149,0.022820527329193693,0.027306915644937518,0.8357050509080265,False,False,False,False,True,False,True,False,1,1.578947368421053
2026-09-04,KOSDAQ,048550,SM C&C,1091,1014723,1066851667,96714620,-3.02,819329.8,1.2384793034502102,-15.687789799072638,-38.46587704455725,0.01593386357254828,0.0192495667732584,0.8277518013903402,False,False,False,False,True,False,True,False,1,1.5687789799072638
2026-09-04,KOSDAQ,092190,서울바이오시스,7780,137339,1065094880,45868383,2.37,261318.35,0.5255620204245128,-15.526601520086858,37.21340388007055,0.015907625244156533,0.035404926992715455,0.44930541016027287,False,False,False,False,True,False,True,False,1,1.5526601520086858
2026-09-04,KOSPI,009420,한올바이오파마,54700,180083,9794164250,52240638,1.48,354043.55,0.5086464645380491,-15.325077399380804,-1.618705035971224,0.055260425114896525,0.0850684293351506,0.6495996875313496,False,False,False,False,True,False,True,False,1,1.5325077399380804
2026-09-04,KOSDAQ,475830,오름테라퓨틱,55900,83639,4619714250,21719590,2.57,145249.3,0.5758306580479218,-15.303030303030308,-4.444444444444439,0.06899731132318433,0.16860132267362576,0.40923351151133974,False,False,False,False,True,False,True,False,1,1.5303030303030307
2026-09-04,KOSPI,007810,코리아써키트,51000,305348,15552463750,23982620,-0.78,362760.45,0.841734538591514,-15.141430948419298,-8.273381294964032,0.08774978001915966,0.08680463638146316,1.0108881699998495,False,False,False,False,True,False,True,False,1,1.5141430948419299
2026-09-04,KOSDAQ,032820,우리기술,10630,1607613,16871118985,172784612,1.24,2749497.2,0.5846934486785438,-15.027977617905675,-5.427046263345192,0.2519770241154051,0.5850297873798078,0.4307080247040803,False,False,False,False,True,False,True,False,1,1.5027977617905675
2026-09-04,KOSDAQ,158430,아톤,4850,796030,3857530327,24482092,8.26,176927.95,4.49917607704153,1.147028154327434,11.751152073732719,0.057613784426308205,0.014325869155906773,4.0216606615140815,False,False,False,False,True,True,False,False,1,1.4997253590138433
2026-09-04,KOSDAQ,308080,바이젠셀,6580,166628,1077784055,20499260,5.11,234530.85,0.7104736967439464,14.634146341463406,22.990654205607484,0.016097143233913015,0.03156523765192282,0.5099642654815383,False,False,False,False,True,False,True,False,1,1.4634146341463405
2026-09-04,KOSPI,278470,에이피알,394000,223630,88944499000,37438155,-2.96,296846.45,0.7533524487154891,-14.626218851570961,4.232804232804233,0.5018407595493908,0.4932188589168449,1.017480881918182,False,False,False,False,True,False,True,False,1,1.462621885157096
2026-09-04,KOSDAQ,121440,골프존홀딩스,7050,190727,1413104200,42836818,-10.31,96151.25,1.9836143575876548,-14.54545454545455,6.980273141122906,0.021105285985924205,0.011788443573458322,1.7903369392582709,False,False,False,False,True,False,True,False,1,1.454545454545455
2026-09-04,KOSPI,334890,이지스밸류플러스리츠,3875,286009,1100195260,69448683,-2.76,91133.1,3.13836575294816,-2.0227560050568916,12.481857764876626,0.0062074982841945,0.0014253488477814825,4.355073001150775,False,False,False,False,True,True,False,False,1,1.4516910003835914
2026-09-04,KOSPI,047040,대우건설,16850,3995450,67239316945,410907638,0.6,6955490.1,0.5744311245587137,-14.423565261554083,-0.11855364552459946,0.37937624323749375,0.5282579743597313,0.7181647256670609,False,False,False,False,True,False,True,False,1,1.4423565261554083
2026-09-04,KOSDAQ,462860,더즌,3375,4419102,15562294509,71756523,0.3,4470716.7,0.9884549383323707,14.406779661016955,70.19667170953102,0.23242919822163358,0.2565744639404006,0.9058937302335134,False,False,False,False,True,False,True,False,1,1.4406779661016955
2026-09-04,KOSPI,020560,아시아나항공,8080,372552,2998372955,205990711,3.86,123518.3,3.016168454390969,5.208333333333326,9.336941813261168,0.016917356082353684,0.003948599762645766,4.2843937343039755,False,False,False,False,True,True,False,False,1,1.428131244767992
2026-09-04,KOSDAQ,330350,위더스제약,7350,1354455,10123561175,13199680,4.55,860877.85,1.573341676754722,-14.235705950991829,5.603448275862077,0.15119950375518937,0.1477180135121697,1.0235684880959548,False,False,False,False,True,False,True,False,1,1.4235705950991828
2026-09-04,KOSDAQ,047770,코데즈컴바인,4135,2219248,9056695736,37842602,2.61,4113190.45,0.5395441876512185,14.226519337016574,52.865064695009245,0.13526543449221953,0.2893979114455589,0.4674029394910318,False,False,False,False,True,False,True,False,1,1.4226519337016574
2026-09-04,KOSPI,085620,미래에셋생명,19920,371689,7482333000,135180000,-5.14,410314.7,0.905863231319765,-14.137931034482754,17.176470588235304,0.04221666003112201,0.03930595071477021,1.0740526374103967,False,False,False,False,True,False,True,False,1,1.4137931034482754
2026-09-04,KOSDAQ,119850,지엔씨에너지,44900,415177,18179724950,16448909,7.29,748520.3,0.5546636477327335,-13.984674329501912,-12.13307240704501,0.27152158645851565,0.6349178053325413,0.4276484045305753,False,False,False,False,True,False,True,False,1,1.3984674329501912
2026-09-04,KOSDAQ,051160,지어소프트,10860,285326,3033408345,15474430,10.14,169857.95,1.6797918496013875,13.955928646379846,-0.8219178082191747,0.045305187425891194,0.028755908129900375,1.5755088387830425,False,False,False,False,True,False,True,False,1,1.3955928646379845
2026-09-04,KOSPI,001210,금호전기,12170,3552898,43161475840,12376016,-5.44,9621308.1,0.3692739036181577,13.951310861423227,256.3689604685212,0.24352476052305694,0.37691512700546337,0.6460997266356122,False,False,False,False,True,False,True,False,1,1.3951310861423227
2026-09-04,KOSDAQ,049430,코메론,22450,107807,2381326675,9048000,6.4,25769.75,4.18347093006335,8.71670702179177,8.71670702179177,0.03556608246000895,0.008752172113842846,4.063686362355234,False,False,False,False,True,True,False,False,1,1.3944903100211166
2026-09-04,KOSDAQ,085910,네오티스,14430,191161,2726198595,13794818,-2.5,146501.55,1.3048394368523748,-13.902147971360378,-17.918088737201366,0.040716884856686265,0.04421825023050234,0.920816283874553,False,False,False,False,True,False,True,False,1,1.390214797136038
2026-09-04,KOSDAQ,119830,아이텍,6080,209491,1253227270,26538536,1.33,238775.15,0.8773567936194365,-13.881019830028329,18.982387475538154,0.018717459008832503,0.027624128601331965,0.6775764506081106,False,False,False,False,True,False,True,False,1,1.388101983002833
2026-09-04,KOSDAQ,039830,오로라,15270,72628,1129066370,10762890,-1.55,130065.25,0.558396650911754,-13.728813559322028,-35.02127659574468,0.016863065466749948,0.03839938738348584,0.4391493358563874,False,False,False,False,True,False,True,False,1,1.3728813559322028
2026-09-04,KOSDAQ,178320,서진시스템,33650,520221,17525403550,63650737,1.36,1092180.3,0.47631421295549825,-13.607188703465978,-5.211267605633807,0.2617490302141069,0.7117691625288443,0.3677442687796966,False,False,False,False,True,False,True,False,1,1.3607188703465978
2026-09-04,KOSDAQ,126640,화신정공,4870,3383372,16573426495,35055910,6.56,2364732.5,1.4307630989974554,13.519813519813528,21.59800249687891,0.24753086569530286,0.18410326173261482,1.3445218914959154,False,False,False,False,True,False,True,False,1,1.3519813519813528
2026-09-04,KOSDAQ,417840,저스템,15110,631034,9411602180,22869381,0.94,1097194.55,0.5751340999643135,13.438438438438439,38.623853211009184,0.1405661065862289,0.2314769584982585,0.6072574458303436,False,False,False,False,True,False,True,False,1,1.3438438438438438
2026-09-04,KOSPI,298040,효성중공업,2732000,37493,102124227000,9324548,0.26,41675.75,0.8996358793782955,-13.3523628290517,0.8862629246676468,0.5762031404109027,0.4930240496931166,1.168712034979959,False,False,False,False,True,False,True,False,1,1.33523628290517
2026-09-04,KOSDAQ,456160,지투지바이오,37950,74023,2756984050,16629426,5.71,147019.85,0.5034898348760388,-13.058419243986252,0.3968253968253954,0.04117667814863303,0.10234303060959046,0.4023398359748632,False,False,False,False,True,False,True,False,1,1.3058419243986252
2026-09-04,KOSPI,452260,한화갤러리아,2300,1970702,4477390954,193859610,6.73,1098341.75,1.7942521077797506,13.022113022113025,11.922141119221408,0.025262239963316127,0.009643133786831796,2.6197126910976842,False,False,False,False,True,False,True,False,1,1.3022113022113024
2026-09-04,KOSDAQ,024850,HLB이노베이션,16660,314440,5237825385,31753544,4.91,180965.15,1.7375721236934294,12.872628726287271,41.306191687871085,0.07822905253183633,0.04478689747003728,1.7466950592898753,False,False,False,False,True,False,True,False,1,1.2872628726287272
2026-09-04,KOSDAQ,403850,더핑크퐁컴퍼니,12920,137263,1784901860,14351010,-1.22,121128.9,1.1331977752625508,12.739965095986028,7.9365079365079305,0.026658235261142135,0.028036478959326323,0.950841056033332,False,False,False,False,True,False,True,False,1,1.2739965095986028
2026-09-04,KOSPI,010950,S-Oil,157300,918696,147265732700,112582792,6.36,361729.45,2.5397323883913794,5.4289544235925025,25.940752602081663,0.8308995832756958,0.21768043649958288,3.817061361310197,False,False,False,False,True,False,False,True,1,1.272353787103399
2026-09-04,KOSDAQ,241710,코스메카코리아,134500,87987,11791225700,10680000,0.22,216053.5,0.40724635333378073,-12.605588044184534,40.25026068821689,0.1761067517335801,0.4456524694147501,0.3951661077180858,False,False,False,False,True,False,True,False,1,1.2605588044184535
2026-09-04,KOSDAQ,123330,제닉,31900,503695,16502057275,7968680,-4.49,367169.55,1.3718321685444776,-12.602739726027401,11.149825783972123,0.2464649373662438,0.19653714409815518,1.254037441610292,False,False,False,False,True,False,True,False,1,1.26027397260274
2026-09-04,KOSDAQ,394420,리센스메디컬,10250,106216,1054175425,10999701,5.02,132390.9,0.8022907918897749,-12.467976088812982,-6.392694063926941,0.0157445387424071,0.026713078388501094,0.5893943975092175,False,False,False,False,True,False,True,False,1,1.2467976088812982
2026-09-04,KOSPI,004770,써니전자,2185,4115319,9024628175,35507438,4.8,2276684.15,1.8075932930793233,12.339331619537287,28.984651711924435,0.05091856504799507,0.021300310184365297,2.390508147875234,False,False,False,False,True,False,True,False,1,1.2339331619537286
2026-09-04,KOSPI,267260,HD현대일렉트릭,714000,77266,55236654000,36047135,1.13,134432.05,0.5747587721826752,-12.285012285012286,-6.176084099868595,0.31165507378176244,0.4249274886007113,0.7334311903615471,False,False,False,False,True,False,True,False,1,1.2285012285012287
