Date,Region_ko,Birth,Birth_rate,Death,Death_rate,Marriage,Marriage_rate,Natural_growth,Natural_growth_rate,Net_migration
2000-11-01,대구광역시,2693.0,13.02,919.0,4.4,1599.0,7.7,1774.0,8.6,-890.0
2000-12-01,대구광역시,2663.0,12.46,978.0,4.6,1811.0,8.5,1685.0,7.9,-1532.0
2001-01-01,대구광역시,2849.0,13.28,1057.0,4.9,1482.0,6.9,1792.0,8.4,254.0
2001-02-01,대구광역시,2385.0,12.3,903.0,4.7,1303.0,6.7,1482.0,7.6,428.0
2001-03-01,대구광역시,2760.0,12.85,1008.0,4.7,1176.0,5.5,1752.0,8.2,-1540.0
2001-04-01,대구광역시,2413.0,11.61,981.0,4.7,1318.0,6.3,1432.0,6.9,-1378.0
2001-05-01,대구광역시,2387.0,11.11,905.0,4.2,1666.0,7.8,1482.0,6.9,-1058.0
2001-06-01,대구광역시,2094.0,10.07,894.0,4.3,1257.0,6.0,1200.0,5.8,-1576.0
2001-07-01,대구광역시,2151.0,10.01,913.0,4.2,953.0,4.4,1238.0,5.8,-585.0
2001-08-01,대구광역시,2248.0,10.46,909.0,4.2,936.0,4.4,1339.0,6.2,-938.0
2001-09-01,대구광역시,2299.0,11.06,913.0,4.4,696.0,3.3,1386.0,6.7,-796.0
2001-10-01,대구광역시,2259.0,10.52,912.0,4.2,885.0,4.1,1347.0,6.3,-445.0
2001-11-01,대구광역시,2173.0,10.45,990.0,4.8,1357.0,6.5,1183.0,5.7,-1569.0
2001-12-01,대구광역시,2093.0,9.75,1026.0,4.8,1804.0,8.4,1067.0,5.0,-5030.0
2002-01-01,대구광역시,2361.0,11.0,985.0,4.6,1432.0,6.7,1376.0,6.4,747.0
2002-02-01,대구광역시,2101.0,10.83,881.0,4.5,1053.0,5.4,1220.0,6.3,968.0
2002-03-01,대구광역시,2337.0,10.88,963.0,4.5,1233.0,5.7,1374.0,6.4,-2083.0
2002-04-01,대구광역시,2122.0,10.21,975.0,4.7,1104.0,5.3,1147.0,5.5,-1238.0
2002-05-01,대구광역시,2069.0,9.64,918.0,4.3,1503.0,7.0,1151.0,5.4,-1968.0
2002-06-01,대구광역시,1779.0,8.57,841.0,4.0,1076.0,5.2,938.0,4.5,-163.0
2002-07-01,대구광역시,2021.0,9.41,900.0,4.2,972.0,4.5,1121.0,5.2,-95.0
2002-08-01,대구광역시,1950.0,9.08,945.0,4.4,894.0,4.2,1005.0,4.7,183.0
2002-09-01,대구광역시,1914.0,9.21,888.0,4.3,648.0,3.1,1026.0,4.9,-551.0
2002-10-01,대구광역시,1946.0,9.06,1000.0,4.7,927.0,4.3,946.0,4.4,-64.0
2002-11-01,대구광역시,1882.0,9.05,1004.0,4.8,1316.0,6.3,878.0,4.2,-388.0
2002-12-01,대구광역시,1778.0,8.28,1151.0,5.4,1583.0,7.4,627.0,2.9,-4989.0
2003-01-01,대구광역시,2155.0,10.04,1074.0,5.0,1276.0,5.9,1081.0,5.0,3568.0
2003-02-01,대구광역시,2074.0,10.68,1035.0,5.3,1093.0,5.6,1039.0,5.4,1707.0
2003-03-01,대구광역시,2294.0,10.67,988.0,4.6,1191.0,5.5,1306.0,6.1,-1715.0
2003-04-01,대구광역시,2158.0,10.37,877.0,4.2,1102.0,5.3,1281.0,6.2,-1485.0
2003-05-01,대구광역시,2051.0,9.54,932.0,4.3,1431.0,6.7,1119.0,5.2,-1612.0
2003-06-01,대구광역시,1778.0,8.55,853.0,4.1,1176.0,5.7,925.0,4.4,-1904.0
2003-07-01,대구광역시,1851.0,8.62,926.0,4.3,1026.0,4.8,925.0,4.3,40.0
2003-08-01,대구광역시,1925.0,8.96,886.0,4.1,893.0,4.2,1039.0,4.8,449.0
2003-09-01,대구광역시,2114.0,10.16,978.0,4.7,677.0,3.3,1136.0,5.5,1087.0
2003-10-01,대구광역시,2209.0,10.28,1082.0,5.0,1168.0,5.4,1127.0,5.2,-417.0
2003-11-01,대구광역시,2018.0,9.7,1037.0,5.0,1280.0,6.2,981.0,4.7,-556.0
2003-12-01,대구광역시,1886.0,8.78,1003.0,4.7,1715.0,8.0,883.0,4.1,-2218.0
2004-01-01,대구광역시,2177.0,10.15,995.0,4.6,1279.0,6.0,1182.0,5.5,2760.0
2004-02-01,대구광역시,2013.0,10.02,1008.0,5.0,1201.0,6.0,1005.0,5.0,795.0
2004-03-01,대구광역시,2311.0,10.77,1099.0,5.1,1118.0,5.2,1212.0,5.6,-1921.0
2004-04-01,대구광역시,1992.0,9.59,980.0,4.7,932.0,4.5,1012.0,4.9,-1355.0
2004-05-01,대구광역시,1918.0,8.94,975.0,4.5,1250.0,5.8,943.0,4.4,-1147.0
2004-06-01,대구광역시,1665.0,8.02,910.0,4.4,1265.0,6.1,755.0,3.6,-546.0
2004-07-01,대구광역시,1828.0,8.52,979.0,4.6,930.0,4.3,849.0,4.0,-1331.0
2004-08-01,대구광역시,1952.0,9.1,956.0,4.5,935.0,4.4,996.0,4.6,-1370.0
2004-09-01,대구광역시,1880.0,9.06,950.0,4.6,673.0,3.2,930.0,4.5,-1347.0
2004-10-01,대구광역시,2033.0,9.49,983.0,4.6,951.0,4.4,1050.0,4.9,-1879.0
2004-11-01,대구광역시,1832.0,8.84,992.0,4.8,1335.0,6.4,840.0,4.1,-2383.0
2004-12-01,대구광역시,1658.0,7.75,1021.0,4.8,1923.0,9.0,637.0,3.0,-3603.0
2005-01-01,대구광역시,1857.0,8.66,1068.0,5.0,1116.0,5.2,789.0,3.7,-317.0
2005-02-01,대구광역시,1697.0,8.76,917.0,4.7,963.0,5.0,780.0,4.0,-890.0
2005-03-01,대구광역시,2000.0,9.32,1020.0,4.8,1180.0,5.5,980.0,4.6,-2740.0
2005-04-01,대구광역시,1813.0,8.74,1018.0,4.9,928.0,4.5,795.0,3.8,-2717.0
2005-05-01,대구광역시,1695.0,7.91,991.0,4.6,1208.0,5.6,704.0,3.3,-2620.0
2005-06-01,대구광역시,1577.0,7.61,844.0,4.1,1140.0,5.5,733.0,3.5,-2306.0
2005-07-01,대구광역시,1660.0,7.75,884.0,4.1,893.0,4.2,776.0,3.6,-1168.0
2005-08-01,대구광역시,1726.0,8.06,948.0,4.4,973.0,4.5,778.0,3.6,-1896.0
2005-09-01,대구광역시,1782.0,8.61,900.0,4.3,728.0,3.5,882.0,4.3,-1703.0
2005-10-01,대구광역시,1765.0,8.25,968.0,4.5,967.0,4.5,797.0,3.7,-2244.0
2005-11-01,대구광역시,1684.0,8.15,933.0,4.5,1306.0,6.3,751.0,3.6,-2382.0
2005-12-01,대구광역시,1548.0,7.25,1016.0,4.8,1750.0,8.2,532.0,2.5,-3967.0
2006-01-01,대구광역시,1832.0,8.59,1045.0,4.9,1199.0,5.6,787.0,3.7,-2168.0
2006-02-01,대구광역시,1650.0,8.57,891.0,4.6,942.0,4.9,759.0,3.9,-3392.0
2006-03-01,대구광역시,1947.0,9.15,981.0,4.6,1178.0,5.5,966.0,4.5,-4269.0
2006-04-01,대구광역시,1717.0,8.34,969.0,4.7,1012.0,4.9,748.0,3.6,-2895.0
2006-05-01,대구광역시,1697.0,7.99,1004.0,4.7,1300.0,6.1,693.0,3.3,-2471.0
2006-06-01,대구광역시,1576.0,7.67,862.0,4.2,1204.0,5.9,714.0,3.5,-825.0
2006-07-01,대구광역시,1547.0,7.28,904.0,4.3,875.0,4.1,643.0,3.0,-712.0
2006-08-01,대구광역시,1726.0,8.13,939.0,4.4,1069.0,5.0,787.0,3.7,-639.0
2006-09-01,대구광역시,1769.0,8.61,934.0,4.5,756.0,3.7,835.0,4.1,-529.0
2006-10-01,대구광역시,1756.0,8.27,857.0,4.0,922.0,4.3,899.0,4.2,-1664.0
2006-11-01,대구광역시,1658.0,8.07,1002.0,4.9,1452.0,7.1,656.0,3.2,-2178.0
2006-12-01,대구광역시,1485.0,7.0,971.0,4.6,1983.0,9.3,514.0,2.4,-3917.0
2007-01-01,대구광역시,1866.0,8.8,1137.0,5.4,1497.0,7.1,729.0,3.4,-377.0
2007-02-01,대구광역시,1780.0,9.29,899.0,4.7,1322.0,6.9,881.0,4.6,-272.0
2007-03-01,대구광역시,1941.0,9.15,926.0,4.4,1209.0,5.7,1015.0,4.8,-2287.0
2007-04-01,대구광역시,1810.0,8.82,912.0,4.4,1041.0,5.1,898.0,4.4,-1601.0
2007-05-01,대구광역시,1817.0,8.57,934.0,4.4,1356.0,6.4,883.0,4.2,-1023.0
2007-06-01,대구광역시,1700.0,8.29,825.0,4.0,1162.0,5.7,875.0,4.3,-1195.0
2007-07-01,대구광역시,1728.0,8.15,853.0,4.0,983.0,4.6,875.0,4.1,-982.0
2007-08-01,대구광역시,2047.0,9.65,922.0,4.3,1121.0,5.3,1125.0,5.3,-1119.0
2007-09-01,대구광역시,2031.0,9.89,912.0,4.4,686.0,3.3,1119.0,5.5,-893.0
2007-10-01,대구광역시,1995.0,9.41,977.0,4.6,1177.0,5.6,1018.0,4.8,-2686.0
2007-11-01,대구광역시,1876.0,9.15,984.0,4.8,1353.0,6.6,892.0,4.4,-1658.0
2007-12-01,대구광역시,1704.0,8.05,1001.0,4.7,1748.0,8.3,703.0,3.3,-2452.0
2008-01-01,대구광역시,2075.0,9.82,1042.0,4.9,1215.0,5.8,1033.0,4.9,-24.0
2008-02-01,대구광역시,1765.0,8.93,1022.0,5.2,1118.0,5.7,743.0,3.8,-246.0
2008-03-01,대구광역시,1804.0,8.54,1067.0,5.1,1257.0,6.0,737.0,3.5,-2881.0
2008-04-01,대구광역시,1799.0,8.8,1000.0,4.9,1008.0,4.9,799.0,3.9,-1136.0
2008-05-01,대구광역시,1657.0,7.85,967.0,4.6,1229.0,5.8,690.0,3.3,-973.0
2008-06-01,대구광역시,1563.0,7.65,846.0,4.1,1116.0,5.5,717.0,3.5,-1269.0
2008-07-01,대구광역시,1682.0,7.97,884.0,4.2,1126.0,5.3,798.0,3.8,-977.0
2008-08-01,대구광역시,1628.0,7.71,879.0,4.2,963.0,4.6,749.0,3.5,-645.0
2008-09-01,대구광역시,1718.0,8.41,876.0,4.3,799.0,3.9,842.0,4.1,-583.0
2008-10-01,대구광역시,1794.0,8.49,985.0,4.7,1050.0,5.0,809.0,3.8,-1125.0
2008-11-01,대구광역시,1560.0,7.63,983.0,4.8,1150.0,5.6,577.0,2.8,-534.0
2008-12-01,대구광역시,1517.0,7.18,1054.0,5.0,1712.0,8.1,463.0,2.2,-2345.0
2009-01-01,대구광역시,1882.0,8.89,1088.0,5.1,1280.0,6.0,794.0,3.8,216.0
2009-02-01,대구광역시,1571.0,8.21,968.0,5.1,1037.0,5.4,603.0,3.2,111.0
2009-03-01,대구광역시,1697.0,8.01,963.0,4.5,1059.0,5.0,734.0,3.5,-1673.0
2009-04-01,대구광역시,1668.0,8.14,934.0,4.6,1001.0,4.9,734.0,3.6,-1284.0
2009-05-01,대구광역시,1537.0,7.26,1070.0,5.1,1208.0,5.7,467.0,2.2,-1602.0
2009-06-01,대구광역시,1545.0,7.54,954.0,4.7,1084.0,5.3,591.0,2.9,-1101.0
2009-07-01,대구광역시,1597.0,7.55,921.0,4.4,930.0,4.4,676.0,3.2,-1020.0
2009-08-01,대구광역시,1570.0,7.42,919.0,4.3,996.0,4.7,651.0,3.1,-776.0
2009-09-01,대구광역시,1693.0,8.27,862.0,4.2,754.0,3.7,831.0,4.1,-588.0
2009-10-01,대구광역시,1700.0,8.03,965.0,4.6,867.0,4.1,735.0,3.5,-659.0
2009-11-01,대구광역시,1522.0,7.43,1039.0,5.1,1113.0,5.4,483.0,2.4,-1121.0
2009-12-01,대구광역시,1417.0,6.7,1058.0,5.0,1515.0,7.2,359.0,1.7,-3165.0
2010-01-01,대구광역시,1795.0,8.49,1063.0,5.0,1192.0,5.6,732.0,3.5,-92.0
2010-02-01,대구광역시,1606.0,8.4,884.0,4.6,1044.0,5.5,722.0,3.8,-663.0
2010-03-01,대구광역시,1819.0,8.6,1019.0,4.8,1151.0,5.4,800.0,3.8,-2621.0
2010-04-01,대구광역시,1632.0,7.97,1002.0,4.9,1015.0,5.0,630.0,3.1,-2013.0
2010-05-01,대구광역시,1763.0,8.34,993.0,4.7,1197.0,5.7,770.0,3.6,-1483.0
2010-06-01,대구광역시,1557.0,7.61,926.0,4.5,1159.0,5.7,631.0,3.1,158.0
2010-07-01,대구광역시,1681.0,7.95,981.0,4.6,925.0,4.4,700.0,3.3,-774.0
2010-08-01,대구광역시,1674.0,7.91,988.0,4.7,1128.0,5.3,686.0,3.2,-656.0
2010-09-01,대구광역시,1849.0,9.03,959.0,4.7,801.0,3.9,890.0,4.3,-262.0
2010-10-01,대구광역시,1954.0,9.24,1092.0,5.2,1004.0,4.7,862.0,4.1,-766.0
2010-11-01,대구광역시,1779.0,8.7,1078.0,5.3,1285.0,6.3,701.0,3.4,-1000.0
2010-12-01,대구광역시,1448.0,6.85,1069.0,5.1,1578.0,7.5,379.0,1.8,-1668.0
2011-01-01,대구광역시,2058.0,9.74,1201.0,5.7,1181.0,5.6,857.0,4.1,-289.0
2011-02-01,대구광역시,1704.0,8.93,1016.0,5.3,1009.0,5.3,688.0,3.6,-510.0
2011-03-01,대구광역시,1878.0,8.89,1094.0,5.2,1131.0,5.4,784.0,3.7,-1815.0
2011-04-01,대구광역시,1839.0,9.0,1025.0,5.0,1046.0,5.1,814.0,4.0,-1278.0
2011-05-01,대구광역시,1665.0,7.88,1051.0,5.0,1258.0,6.0,614.0,2.9,-807.0
2011-06-01,대구광역시,1561.0,7.64,981.0,4.8,1226.0,6.0,580.0,2.8,-901.0
2011-07-01,대구광역시,1626.0,7.7,951.0,4.5,984.0,4.7,675.0,3.2,-843.0
2011-08-01,대구광역시,1733.0,8.2,977.0,4.6,1185.0,5.6,756.0,3.6,-576.0
2011-09-01,대구광역시,1785.0,8.73,934.0,4.6,801.0,3.9,851.0,4.2,-1253.0
2011-10-01,대구광역시,1721.0,8.15,1030.0,4.9,1051.0,5.0,691.0,3.3,-1117.0
2011-11-01,대구광역시,1672.0,8.18,1020.0,5.0,1309.0,6.4,652.0,3.2,-1112.0
2011-12-01,대구광역시,1516.0,7.18,1075.0,5.1,1632.0,7.7,441.0,2.1,-2246.0
2012-01-01,대구광역시,1922.0,9.13,1083.0,5.1,1409.0,6.7,839.0,4.0,577.0
2012-02-01,대구광역시,1810.0,9.19,1159.0,5.9,1140.0,5.8,651.0,3.3,-499.0
2012-03-01,대구광역시,1873.0,8.9,1166.0,5.5,1104.0,5.2,707.0,3.4,-1539.0
2012-04-01,대구광역시,1874.0,9.2,1041.0,5.1,1160.0,5.7,833.0,4.1,-1069.0
2012-05-01,대구광역시,1753.0,8.33,1012.0,4.8,1167.0,5.5,741.0,3.5,-1029.0
2012-06-01,대구광역시,1754.0,8.61,921.0,4.5,1072.0,5.3,833.0,4.1,-763.0
2012-07-01,대구광역시,1755.0,8.34,992.0,4.7,976.0,4.6,763.0,3.6,-729.0
2012-08-01,대구광역시,1871.0,8.89,942.0,4.5,1093.0,5.2,929.0,4.4,-206.0
2012-09-01,대구광역시,1860.0,9.13,943.0,4.6,710.0,3.5,917.0,4.5,-779.0
2012-10-01,대구광역시,1856.0,8.81,1001.0,4.8,1091.0,5.2,855.0,4.1,-1127.0
2012-11-01,대구광역시,1731.0,8.49,1021.0,5.0,1233.0,6.1,710.0,3.5,-428.0
2012-12-01,대구광역시,1413.0,6.71,1071.0,5.1,1487.0,7.1,342.0,1.6,-2973.0
2013-01-01,대구광역시,1971.0,9.34,1160.0,5.5,1308.0,6.2,811.0,3.8,-1324.0
2013-02-01,대구광역시,1664.0,8.73,1077.0,5.7,1062.0,5.6,587.0,3.1,-959.0
2013-03-01,대구광역시,1679.0,7.96,1167.0,5.5,936.0,4.4,512.0,2.4,-805.0
2013-04-01,대구광역시,1694.0,8.3,1014.0,5.0,939.0,4.6,680.0,3.3,-323.0
2013-05-01,대구광역시,1611.0,7.64,970.0,4.6,1303.0,6.2,641.0,3.0,-511.0
2013-06-01,대구광역시,1425.0,6.98,941.0,4.6,1123.0,5.5,484.0,2.4,-1879.0
2013-07-01,대구광역시,1652.0,7.83,947.0,4.5,1270.0,6.0,705.0,3.3,-744.0
2013-08-01,대구광역시,1590.0,7.54,1054.0,5.0,1016.0,4.8,536.0,2.5,-891.0
2013-09-01,대구광역시,1593.0,7.8,972.0,4.8,763.0,3.7,621.0,3.0,-344.0
2013-10-01,대구광역시,1677.0,7.95,1036.0,4.9,1121.0,5.3,641.0,3.0,-743.0
2013-11-01,대구광역시,1387.0,6.79,1044.0,5.1,1221.0,6.0,343.0,1.7,-753.0
2013-12-01,대구광역시,1397.0,6.63,1149.0,5.4,1539.0,7.3,248.0,1.2,-2075.0
2014-01-01,대구광역시,1805.0,8.56,1135.0,5.4,1188.0,5.6,670.0,3.2,-276.0
2014-02-01,대구광역시,1645.0,8.64,1094.0,5.7,1087.0,5.7,551.0,2.9,-1544.0
2014-03-01,대구광역시,1641.0,7.79,1219.0,5.8,1001.0,4.7,422.0,2.0,-450.0
2014-04-01,대구광역시,1655.0,8.12,997.0,4.9,961.0,4.7,658.0,3.2,-1597.0
2014-05-01,대구광역시,1628.0,7.73,1028.0,4.9,1110.0,5.3,600.0,2.8,-1917.0
2014-06-01,대구광역시,1571.0,7.71,976.0,4.8,1005.0,4.9,595.0,2.9,-819.0
2014-07-01,대구광역시,1645.0,7.81,976.0,4.6,980.0,4.7,669.0,3.2,-1400.0
2014-08-01,대구광역시,1520.0,7.22,1008.0,4.8,940.0,4.5,512.0,2.4,-1701.0
2014-09-01,대구광역시,1715.0,8.43,960.0,4.7,701.0,3.4,755.0,3.7,-6094.0
2014-10-01,대구광역시,1638.0,7.8,1062.0,5.1,1185.0,5.6,576.0,2.7,1019.0
2014-11-01,대구광역시,1452.0,7.14,1016.0,5.0,968.0,4.8,436.0,2.1,349.0
2014-12-01,대구광역시,1446.0,6.88,1171.0,5.6,1426.0,6.8,275.0,1.3,-1096.0
2015-01-01,대구광역시,1867.0,8.89,1189.0,5.7,1199.0,5.7,678.0,3.2,-1220.0
2015-02-01,대구광역시,1547.0,8.15,1102.0,5.8,890.0,4.7,445.0,2.3,-655.0
2015-03-01,대구광역시,1876.0,8.93,1238.0,5.9,1151.0,5.5,638.0,3.0,-1379.0
2015-04-01,대구광역시,1654.0,8.14,1143.0,5.6,939.0,4.6,511.0,2.5,-990.0
2015-05-01,대구광역시,1639.0,7.81,1117.0,5.3,1228.0,5.8,522.0,2.5,-398.0
2015-06-01,대구광역시,1533.0,7.55,994.0,4.9,1118.0,5.5,539.0,2.7,-1388.0
2015-07-01,대구광역시,1657.0,7.89,965.0,4.6,980.0,4.7,692.0,3.3,-968.0
2015-08-01,대구광역시,1566.0,7.46,1039.0,5.0,935.0,4.5,527.0,2.5,-894.0
2015-09-01,대구광역시,1615.0,7.95,1004.0,4.9,738.0,3.6,611.0,3.0,-696.0
2015-10-01,대구광역시,1543.0,7.35,1038.0,4.9,948.0,4.5,505.0,2.4,-1415.0
2015-11-01,대구광역시,1516.0,7.47,1112.0,5.5,1075.0,5.3,404.0,2.0,-949.0
2015-12-01,대구광역시,1425.0,6.8,1140.0,5.4,1344.0,6.4,285.0,1.4,-1988.0
2016-01-01,대구광역시,1799.0,8.6,1127.0,5.4,1064.0,5.1,672.0,3.2,-487.0
2016-02-01,대구광역시,1547.0,7.91,1094.0,5.6,984.0,5.0,453.0,2.3,-1788.0
2016-03-01,대구광역시,1673.0,8.01,1240.0,5.9,1055.0,5.0,433.0,2.1,-1014.0
2016-04-01,대구광역시,1600.0,7.92,1075.0,5.3,959.0,4.7,525.0,2.6,-933.0
2016-05-01,대구광역시,1571.0,7.52,1168.0,5.6,1106.0,5.3,403.0,1.9,-1191.0
2016-06-01,대구광역시,1493.0,7.39,1056.0,5.2,1077.0,5.3,437.0,2.2,-868.0
2016-07-01,대구광역시,1439.0,6.89,1058.0,5.1,899.0,4.3,381.0,1.8,-489.0
2016-08-01,대구광역시,1592.0,7.62,1065.0,5.1,1026.0,4.9,527.0,2.5,80.0
2016-09-01,대구광역시,1600.0,7.92,1068.0,5.3,682.0,3.4,532.0,2.6,-396.0
2016-10-01,대구광역시,1389.0,6.65,1173.0,5.6,974.0,4.7,216.0,1.0,-653.0
2016-11-01,대구광역시,1370.0,6.78,1121.0,5.5,1083.0,5.4,249.0,1.2,-264.0
2016-12-01,대구광역시,1225.0,5.87,1257.0,6.0,1307.0,6.3,-32.0,-0.2,-1257.0
2017-01-01,대구광역시,1542.0,7.37,1198.0,5.7,1140.0,5.4,344.0,1.6,-97.0
2017-02-01,대구광역시,1376.0,7.28,1029.0,5.4,987.0,5.2,347.0,1.8,-467.0
2017-03-01,대구광역시,1506.0,7.2,1229.0,5.9,916.0,4.4,277.0,1.3,-1178.0
2017-04-01,대구광역시,1348.0,6.66,1170.0,5.8,777.0,3.8,178.0,0.9,-637.0
2017-05-01,대구광역시,1427.0,6.82,1120.0,5.4,1179.0,5.6,307.0,1.5,-986.0
2017-06-01,대구광역시,1338.0,6.61,1063.0,5.3,963.0,4.8,275.0,1.4,-615.0
2017-07-01,대구광역시,1252.0,5.99,1062.0,5.1,811.0,3.9,190.0,0.9,-735.0
2017-08-01,대구광역시,1312.0,6.27,1078.0,5.2,853.0,4.1,234.0,1.1,-1878.0
2017-09-01,대구광역시,1274.0,6.3,1137.0,5.6,746.0,3.7,137.0,0.7,-1861.0
2017-10-01,대구광역시,1251.0,5.99,1145.0,5.5,783.0,3.8,106.0,0.5,-1193.0
2017-11-01,대구광역시,1210.0,5.99,1087.0,5.4,1066.0,5.3,123.0,0.6,-875.0
2017-12-01,대구광역시,1110.0,5.32,1311.0,6.3,1171.0,5.6,-201.0,-1.0,-1414.0
2018-01-01,대구광역시,1412.0,6.8,1595.0,7.6,1041.0,5.0,-183.0,-0.9,-664.0
2018-02-01,대구광역시,1245.0,6.6,1163.0,6.2,798.0,4.2,82.0,0.4,-843.0
2018-03-01,대구광역시,1332.0,6.4,1209.0,5.8,924.0,4.4,123.0,0.6,-1419.0
2018-04-01,대구광역시,1254.0,6.2,1104.0,5.5,862.0,4.3,150.0,0.7,-1159.0
2018-05-01,대구광역시,1267.0,6.1,1131.0,5.4,1130.0,5.4,136.0,0.7,-1436.0
2018-06-01,대구광역시,1188.0,5.9,1064.0,5.3,890.0,4.4,124.0,0.6,-451.0
2018-07-01,대구광역시,1175.0,5.6,1130.0,5.4,896.0,4.3,45.0,0.2,-944.0
2018-08-01,대구광역시,1196.0,5.7,1083.0,5.2,835.0,4.0,113.0,0.5,-1584.0
2018-09-01,대구광역시,1111.0,5.5,1063.0,5.3,575.0,2.9,48.0,0.2,-1007.0
2018-10-01,대구광역시,1151.0,5.5,1145.0,5.5,916.0,4.4,6.0,0.0,-1381.0
2018-11-01,대구광역시,1067.0,5.3,1113.0,5.5,958.0,4.8,-46.0,-0.2,-1196.0
2018-12-01,대구광역시,1002.0,4.8,1270.0,6.1,1142.0,5.5,-268.0,-1.3,-2158.0
2019-01-01,대구광역시,1253.0,6.0,1331.0,6.4,981.0,4.7,-78.0,-0.4,-1213.0
2019-02-01,대구광역시,1131.0,6.0,1093.0,5.8,774.0,4.1,38.0,0.2,-2266.0
2019-03-01,대구광역시,1224.0,5.9,1179.0,5.7,778.0,3.8,45.0,0.2,-2425.0
2019-04-01,대구광역시,1105.0,5.5,1087.0,5.4,806.0,4.0,18.0,0.1,-1724.0
2019-05-01,대구광역시,1100.0,5.3,1134.0,5.5,965.0,4.7,-34.0,-0.2,-1914.0
2019-06-01,대구광역시,1037.0,5.2,1157.0,5.8,737.0,3.7,-120.0,-0.6,-1780.0
2019-07-01,대구광역시,1063.0,5.1,1079.0,5.2,818.0,4.0,-16.0,-0.1,-1788.0
2019-08-01,대구광역시,1058.0,5.1,1084.0,5.3,751.0,3.6,-26.0,-0.1,-1925.0
2019-09-01,대구광역시,1070.0,5.4,1105.0,5.5,616.0,3.1,-35.0,-0.2,-1481.0
2019-10-01,대구광역시,1150.0,5.6,1097.0,5.3,779.0,3.8,53.0,0.3,-1764.0
2019-11-01,대구광역시,1100.0,5.5,1193.0,6.0,836.0,4.2,-93.0,-0.5,-1924.0
2019-12-01,대구광역시,942.0,4.6,1213.0,5.9,1039.0,5.1,-271.0,-1.3,-3469.0
2020-01-01,대구광역시,1098.0,5.4,1326.0,6.5,841.0,4.1,-228.0,-1.1,-1325.0
2020-02-01,대구광역시,973.0,5.1,1247.0,6.5,735.0,3.8,-274.0,-1.4,-3422.0
2020-03-01,대구광역시,981.0,4.8,1405.0,6.9,753.0,3.7,-424.0,-2.1,984.0
2020-04-01,대구광역시,992.0,5.0,1206.0,6.1,601.0,3.0,-214.0,-1.1,-1719.0
2020-05-01,대구광역시,943.0,4.6,1095.0,5.4,690.0,3.4,-152.0,-0.7,-2267.0
2020-06-01,대구광역시,946.0,4.8,1077.0,5.4,606.0,3.1,-131.0,-0.7,-967.0
2020-07-01,대구광역시,1005.0,4.9,1160.0,5.7,645.0,3.2,-155.0,-0.8,112.0
2020-08-01,대구광역시,905.0,4.4,1212.0,5.9,594.0,2.9,-307.0,-1.5,371.0
2020-09-01,대구광역시,957.0,4.8,1132.0,5.7,554.0,2.8,-175.0,-0.9,-1192.0
2020-10-01,대구광역시,901.0,4.4,1185.0,5.8,670.0,3.3,-284.0,-1.4,-2351.0
2020-11-01,대구광역시,771.0,3.9,1190.0,6.0,739.0,3.7,-419.0,-2.1,-1963.0
2020-12-01,대구광역시,721.0,3.5,1225.0,6.0,912.0,4.5,-504.0,-2.5,-3096.0
2021-01-01,대구광역시,1001.0,4.9,1289.0,6.3,673.0,3.3,-288.0,-1.4,-2139.0
2021-02-01,대구광역시,857.0,4.7,1032.0,5.6,603.0,3.3,-175.0,-1.0,-2502.0
2021-03-01,대구광역시,942.0,4.6,1241.0,6.1,676.0,3.3,-299.0,-1.5,-2877.0
2021-04-01,대구광역시,906.0,4.6,1206.0,6.1,610.0,3.1,-300.0,-1.5,-2291.0
2021-05-01,대구광역시,944.0,4.7,1115.0,5.5,610.0,3.0,-171.0,-0.8,-2391.0
2021-06-01,대구광역시,880.0,4.5,1092.0,5.6,644.0,3.3,-212.0,-1.1,-2154.0
2021-07-01,대구광역시,921.0,4.5,1184.0,5.8,543.0,2.7,-263.0,-1.3,-1749.0
2021-08-01,대구광역시,950.0,4.7,1220.0,6.0,522.0,2.6,-270.0,-1.3,-1882.0
2021-09-01,대구광역시,893.0,4.6,1201.0,6.1,479.0,2.4,-308.0,-1.6,-646.0
2021-10-01,대구광역시,890.0,4.4,1313.0,6.5,544.0,2.7,-423.0,-2.1,-1695.0
2021-11-01,대구광역시,792.0,4.1,1310.0,6.7,619.0,3.2,-518.0,-2.7,-1806.0
2021-12-01,대구광역시,685.0,3.4,1351.0,6.7,764.0,3.8,-666.0,-3.3,-2187.0
2022-01-01,대구광역시,1004.0,5.0,1356.0,6.7,602.0,3.0,-351.0,-1.7,-1165.0
2022-02-01,대구광역시,788.0,4.3,1326.0,7.3,576.0,3.2,-538.0,-3.0,-2294.0
2022-03-01,대구광역시,977.0,4.9,2332.0,11.6,590.0,2.9,-1355.0,-6.7,368.0
2022-04-01,대구광역시,868.0,4.5,1752.0,9.0,634.0,3.3,-885.0,-4.5,-844.0
2022-05-01,대구광역시,878.0,4.4,1340.0,6.7,642.0,3.2,-463.0,-2.3,-1399.0
2022-06-01,대구광역시,741.0,3.8,1153.0,5.9,603.0,3.1,-411.0,-2.1,-938.0
2000-01-01,대전광역시,1859.0,16.08,565.0,4.9,868.0,7.5,1294.0,11.2,1708.0
2000-02-01,대전광역시,1752.0,16.17,467.0,4.3,757.0,7.0,1285.0,11.9,2212.0
