Date,Region_ko,Birth,Birth_rate,Death,Death_rate,Marriage,Marriage_rate,Natural_growth,Natural_growth_rate,Net_migration
2000-01-01,강원특별자치도,1966.0,14.91,1067.0,8.1,817.0,6.2,899.0,6.8,-1615.0
2000-02-01,강원특별자치도,1780.0,14.44,898.0,7.3,710.0,5.8,882.0,7.2,-2004.0
2000-03-01,강원특별자치도,1803.0,13.69,1022.0,7.8,882.0,6.7,781.0,5.9,-698.0
2000-04-01,강원특별자치도,1612.0,12.65,901.0,7.1,870.0,6.8,711.0,5.6,-1620.0
2000-05-01,강원특별자치도,1615.0,12.27,886.0,6.7,1118.0,8.5,729.0,5.5,-1309.0
2000-06-01,강원특별자치도,1495.0,11.74,866.0,6.8,884.0,6.9,629.0,4.9,-896.0
2000-07-01,강원특별자치도,1503.0,11.42,853.0,6.5,593.0,4.5,650.0,4.9,-611.0
2000-08-01,강원특별자치도,1513.0,11.49,858.0,6.5,525.0,4.0,655.0,5.0,-433.0
2000-09-01,강원특별자치도,1584.0,12.43,863.0,6.8,527.0,4.1,721.0,5.7,-308.0
2000-10-01,강원특별자치도,1542.0,11.72,928.0,7.1,917.0,7.0,614.0,4.7,-422.0
2000-11-01,강원특별자치도,1563.0,12.27,914.0,7.2,1051.0,8.2,649.0,5.1,-503.0
2000-12-01,강원특별자치도,1506.0,11.44,928.0,7.0,1004.0,7.6,578.0,4.4,-715.0
2001-01-01,강원특별자치도,1781.0,13.49,853.0,6.5,721.0,5.5,928.0,7.0,-1265.0
2001-02-01,강원특별자치도,1473.0,12.35,838.0,7.0,642.0,5.4,635.0,5.3,-1661.0
2001-03-01,강원특별자치도,1646.0,12.47,1006.0,7.6,812.0,6.2,640.0,4.9,-1096.0
2001-04-01,강원특별자치도,1469.0,11.51,941.0,7.4,912.0,7.1,528.0,4.1,-851.0
2001-05-01,강원특별자치도,1432.0,10.86,932.0,7.1,982.0,7.4,500.0,3.8,-738.0
2001-06-01,강원특별자치도,1253.0,9.82,869.0,6.8,733.0,5.7,384.0,3.0,-546.0
2001-07-01,강원특별자치도,1356.0,10.28,857.0,6.5,573.0,4.3,499.0,3.8,-910.0
2001-08-01,강원특별자치도,1353.0,10.26,825.0,6.3,545.0,4.1,528.0,4.0,-683.0
2001-09-01,강원특별자치도,1305.0,10.23,829.0,6.5,513.0,4.0,476.0,3.7,-470.0
2001-10-01,강원특별자치도,1282.0,9.73,987.0,7.5,718.0,5.5,295.0,2.2,-963.0
2001-11-01,강원특별자치도,1267.0,9.94,935.0,7.3,982.0,7.7,332.0,2.6,-724.0
2001-12-01,강원특별자치도,1256.0,9.53,918.0,7.0,1029.0,7.8,338.0,2.6,1794.0
2002-01-01,강원특별자치도,1527.0,11.6,856.0,6.5,817.0,6.2,671.0,5.1,-4751.0
2002-02-01,강원특별자치도,1298.0,10.93,754.0,6.4,528.0,4.4,544.0,4.6,-2231.0
2002-03-01,강원특별자치도,1522.0,11.59,946.0,7.2,762.0,5.8,576.0,4.4,-1757.0
2002-04-01,강원특별자치도,1379.0,10.86,948.0,7.5,742.0,5.8,431.0,3.4,-1570.0
2002-05-01,강원특별자치도,1273.0,9.71,920.0,7.0,920.0,7.0,353.0,2.7,-701.0
2002-06-01,강원특별자치도,1186.0,9.35,816.0,6.4,758.0,6.0,370.0,2.9,-861.0
2002-07-01,강원특별자치도,1226.0,9.36,804.0,6.1,572.0,4.4,422.0,3.2,-1451.0
2002-08-01,강원특별자치도,1244.0,9.52,940.0,7.2,511.0,3.9,304.0,2.3,-1056.0
2002-09-01,강원특별자치도,1203.0,9.51,968.0,7.7,445.0,3.5,235.0,1.9,-807.0
2002-10-01,강원특별자치도,1183.0,9.04,928.0,7.1,693.0,5.3,255.0,1.9,-1252.0
2002-11-01,강원특별자치도,1091.0,8.63,953.0,7.5,741.0,5.9,138.0,1.1,-1257.0
2002-12-01,강원특별자치도,1182.0,9.05,1078.0,8.3,889.0,6.8,104.0,0.8,513.0
2003-01-01,강원특별자치도,1352.0,10.39,1004.0,7.7,635.0,4.9,348.0,2.7,-4055.0
2003-02-01,강원특별자치도,1222.0,10.42,842.0,7.2,565.0,4.8,380.0,3.2,-2510.0
2003-03-01,강원특별자치도,1312.0,10.09,857.0,6.6,725.0,5.6,455.0,3.5,-1499.0
2003-04-01,강원특별자치도,1314.0,10.44,889.0,7.1,741.0,5.9,425.0,3.4,-979.0
2003-05-01,강원특별자치도,1189.0,9.14,900.0,6.9,841.0,6.5,289.0,2.2,-345.0
2003-06-01,강원특별자치도,1157.0,9.2,831.0,6.6,656.0,5.2,326.0,2.6,-268.0
2003-07-01,강원특별자치도,1112.0,8.56,876.0,6.7,630.0,4.8,236.0,1.8,115.0
2003-08-01,강원특별자치도,1093.0,8.41,914.0,7.0,485.0,3.7,179.0,1.4,-716.0
2003-09-01,강원특별자치도,1133.0,9.01,902.0,7.2,499.0,4.0,231.0,1.8,-265.0
2003-10-01,강원특별자치도,1214.0,9.34,956.0,7.4,780.0,6.0,258.0,2.0,741.0
2003-11-01,강원특별자치도,1115.0,8.87,945.0,7.5,840.0,6.7,170.0,1.4,-1687.0
2003-12-01,강원특별자치도,1136.0,8.76,974.0,7.5,1016.0,7.8,162.0,1.2,-1595.0
2004-01-01,강원특별자치도,1293.0,10.0,973.0,7.5,652.0,5.0,320.0,2.5,-1694.0
2004-02-01,강원특별자치도,1213.0,10.04,894.0,7.4,622.0,5.1,319.0,2.6,-1882.0
2004-03-01,강원특별자치도,1360.0,10.54,1004.0,7.8,775.0,6.0,356.0,2.8,-479.0
2004-04-01,강원특별자치도,1151.0,9.22,919.0,7.4,575.0,4.6,232.0,1.9,-773.0
2004-05-01,강원특별자치도,1154.0,8.95,923.0,7.2,780.0,6.0,231.0,1.8,-271.0
2004-06-01,강원특별자치도,1048.0,8.4,813.0,6.5,723.0,5.8,235.0,1.9,-92.0
2004-07-01,강원특별자치도,1163.0,9.01,867.0,6.7,514.0,4.0,296.0,2.3,-538.0
2004-08-01,강원특별자치도,1108.0,8.59,870.0,6.7,514.0,4.0,238.0,1.8,31.0
2004-09-01,강원특별자치도,1085.0,8.69,797.0,6.4,446.0,3.6,288.0,2.3,878.0
2004-10-01,강원특별자치도,1149.0,8.91,862.0,6.7,693.0,5.4,287.0,2.2,-992.0
2004-11-01,강원특별자치도,1032.0,8.27,848.0,6.8,848.0,6.8,184.0,1.5,-1009.0
2004-12-01,강원특별자치도,1020.0,7.91,881.0,6.8,1093.0,8.5,139.0,1.1,-1521.0
2005-01-01,강원특별자치도,1209.0,9.36,898.0,7.0,665.0,5.1,311.0,2.4,-1557.0
2005-02-01,강원특별자치도,1063.0,9.12,778.0,6.7,513.0,4.4,285.0,2.4,-1382.0
2005-03-01,강원특별자치도,1152.0,8.93,938.0,7.3,722.0,5.6,214.0,1.7,-1578.0
2005-04-01,강원특별자치도,1055.0,8.45,936.0,7.5,726.0,5.8,119.0,1.0,-1015.0
2005-05-01,강원특별자치도,1034.0,8.02,952.0,7.4,826.0,6.4,82.0,0.6,-687.0
2005-06-01,강원특별자치도,1008.0,8.08,812.0,6.5,781.0,6.3,196.0,1.6,-797.0
2005-07-01,강원특별자치도,954.0,7.41,853.0,6.6,600.0,4.7,101.0,0.8,-712.0
2005-08-01,강원특별자치도,1090.0,8.46,878.0,6.8,599.0,4.7,212.0,1.6,-604.0
2005-09-01,강원특별자치도,1112.0,8.92,813.0,6.5,552.0,4.4,299.0,2.4,-383.0
2005-10-01,강원특별자치도,1035.0,8.04,901.0,7.0,657.0,5.1,134.0,1.0,-682.0
2005-11-01,강원특별자치도,1015.0,8.16,857.0,6.9,815.0,6.5,158.0,1.3,-761.0
2005-12-01,강원특별자치도,930.0,7.23,957.0,7.4,1040.0,8.1,-27.0,-0.2,-1315.0
2006-01-01,강원특별자치도,1180.0,9.18,908.0,7.1,663.0,5.2,272.0,2.1,-1233.0
2006-02-01,강원특별자치도,1066.0,9.19,822.0,7.1,616.0,5.3,244.0,2.1,-1494.0
2006-03-01,강원특별자치도,1209.0,9.42,914.0,7.1,759.0,5.9,295.0,2.3,-1292.0
2006-04-01,강원특별자치도,1003.0,8.08,908.0,7.3,687.0,5.5,95.0,0.8,-433.0
2006-05-01,강원특별자치도,1042.0,8.13,892.0,7.0,818.0,6.4,150.0,1.2,-338.0
2006-06-01,강원특별자치도,912.0,7.35,858.0,6.9,849.0,6.8,54.0,0.4,-675.0
2006-07-01,강원특별자치도,1001.0,7.81,916.0,7.2,597.0,4.7,85.0,0.7,-324.0
2006-08-01,강원특별자치도,1045.0,8.16,812.0,6.3,522.0,4.1,233.0,1.8,-926.0
2006-09-01,강원특별자치도,1048.0,8.46,836.0,6.7,531.0,4.3,212.0,1.7,-389.0
2006-10-01,강원특별자치도,1025.0,8.01,832.0,6.5,610.0,4.8,193.0,1.5,-477.0
2006-11-01,강원특별자치도,972.0,7.85,902.0,7.3,869.0,7.0,70.0,0.6,-799.0
2006-12-01,강원특별자치도,952.0,7.44,890.0,7.0,1210.0,9.5,62.0,0.5,-1180.0
2007-01-01,강원특별자치도,1230.0,9.62,972.0,7.6,911.0,7.1,258.0,2.0,-746.0
2007-02-01,강원특별자치도,1135.0,9.83,840.0,7.3,640.0,5.5,295.0,2.6,-1692.0
2007-03-01,강원특별자치도,1160.0,9.08,898.0,7.0,679.0,5.3,262.0,2.1,-555.0
2007-04-01,강원특별자치도,1161.0,9.39,918.0,7.4,740.0,6.0,243.0,2.0,-622.0
2007-05-01,강원특별자치도,1118.0,8.76,893.0,7.0,888.0,7.0,225.0,1.8,-196.0
2007-06-01,강원특별자치도,1014.0,8.2,801.0,6.5,700.0,5.7,213.0,1.7,-242.0
2007-07-01,강원특별자치도,1091.0,8.54,750.0,5.9,659.0,5.2,341.0,2.7,-415.0
2007-08-01,강원특별자치도,1227.0,9.61,858.0,6.7,618.0,4.8,369.0,2.9,-399.0
2007-09-01,강원특별자치도,1225.0,9.91,790.0,6.4,470.0,3.8,435.0,3.5,-181.0
2007-10-01,강원특별자치도,1270.0,9.94,887.0,6.9,710.0,5.6,383.0,3.0,-165.0
2007-11-01,강원특별자치도,1097.0,8.88,872.0,7.1,879.0,7.1,225.0,1.8,-252.0
2007-12-01,강원특별자치도,962.0,7.53,922.0,7.2,1036.0,8.1,40.0,0.3,-681.0
2008-01-01,강원특별자치도,1275.0,10.01,914.0,7.2,802.0,6.3,361.0,2.8,-806.0
2008-02-01,강원특별자치도,1079.0,9.06,894.0,7.5,586.0,4.9,185.0,1.6,-325.0
2008-03-01,강원특별자치도,1130.0,8.87,970.0,7.6,731.0,5.7,160.0,1.3,97.0
2008-04-01,강원특별자치도,956.0,7.76,886.0,7.2,706.0,5.7,70.0,0.6,128.0
2008-05-01,강원특별자치도,961.0,7.54,860.0,6.7,815.0,6.4,101.0,0.8,386.0
2008-06-01,강원특별자치도,962.0,7.8,826.0,6.7,751.0,6.1,136.0,1.1,1182.0
2008-07-01,강원특별자치도,1081.0,8.47,861.0,6.7,716.0,5.6,220.0,1.7,193.0
2008-08-01,강원특별자치도,964.0,7.55,822.0,6.4,525.0,4.1,142.0,1.1,-170.0
2008-09-01,강원특별자치도,1044.0,8.45,845.0,6.8,533.0,4.3,199.0,1.6,223.0
2008-10-01,강원특별자치도,1010.0,7.91,857.0,6.7,649.0,5.1,153.0,1.2,100.0
2008-11-01,강원특별자치도,959.0,7.76,852.0,6.9,720.0,5.8,107.0,0.9,304.0
2008-12-01,강원특별자치도,952.0,7.45,919.0,7.2,983.0,7.7,33.0,0.3,-2.0
2009-01-01,강원특별자치도,1179.0,9.2,956.0,7.5,725.0,5.7,223.0,1.7,-833.0
2009-02-01,강원특별자치도,1041.0,9.0,771.0,6.7,605.0,5.2,270.0,2.3,-1175.0
2009-03-01,강원특별자치도,1080.0,8.43,901.0,7.0,642.0,5.0,179.0,1.4,1485.0
2009-04-01,강원특별자치도,1041.0,8.39,935.0,7.5,691.0,5.6,106.0,0.9,461.0
2009-05-01,강원특별자치도,968.0,7.55,924.0,7.2,727.0,5.7,44.0,0.3,19.0
2009-06-01,강원특별자치도,935.0,7.54,864.0,7.0,705.0,5.7,71.0,0.6,219.0
2009-07-01,강원특별자치도,955.0,7.45,826.0,6.4,564.0,4.4,129.0,1.0,183.0
2009-08-01,강원특별자치도,951.0,7.41,797.0,6.2,521.0,4.1,154.0,1.2,108.0
2009-09-01,강원특별자치도,1032.0,8.31,863.0,7.0,531.0,4.3,169.0,1.4,54.0
2009-10-01,강원특별자치도,984.0,7.67,859.0,6.7,659.0,5.1,125.0,1.0,281.0
2009-11-01,강원특별자치도,974.0,7.84,812.0,6.5,740.0,6.0,162.0,1.3,327.0
2009-12-01,강원특별자치도,972.0,7.57,907.0,7.1,971.0,7.6,65.0,0.5,689.0
2010-01-01,강원특별자치도,1094.0,8.52,933.0,7.3,690.0,5.4,161.0,1.3,-1261.0
2010-02-01,강원특별자치도,988.0,8.52,763.0,6.6,559.0,4.8,225.0,1.9,-1359.0
2010-03-01,강원특별자치도,1145.0,8.92,912.0,7.1,749.0,5.8,233.0,1.8,1062.0
2010-04-01,강원특별자치도,998.0,8.03,854.0,6.9,689.0,5.5,144.0,1.2,-32.0
2010-05-01,강원특별자치도,1004.0,7.81,909.0,7.1,773.0,6.0,95.0,0.7,-17.0
2010-06-01,강원특별자치도,982.0,7.9,858.0,6.9,774.0,6.2,124.0,1.0,-242.0
2010-07-01,강원특별자치도,1024.0,7.97,925.0,7.2,580.0,4.5,99.0,0.8,-166.0
2010-08-01,강원특별자치도,1017.0,7.91,844.0,6.6,600.0,4.7,173.0,1.3,955.0
2010-09-01,강원특별자치도,1075.0,8.63,821.0,6.6,535.0,4.3,254.0,2.0,738.0
2010-10-01,강원특별자치도,1120.0,8.7,957.0,7.4,677.0,5.3,163.0,1.3,498.0
2010-11-01,강원특별자치도,1056.0,8.48,985.0,7.9,827.0,6.6,71.0,0.6,540.0
2010-12-01,강원특별자치도,974.0,7.57,968.0,7.5,912.0,7.1,6.0,0.0,-161.0
2011-01-01,강원특별자치도,1190.0,9.25,906.0,7.0,677.0,5.3,284.0,2.2,-1223.0
2011-02-01,강원특별자치도,1019.0,8.77,921.0,7.9,585.0,5.0,98.0,0.8,-1159.0
2011-03-01,강원특별자치도,1162.0,9.03,912.0,7.1,709.0,5.5,250.0,1.9,1898.0
2011-04-01,강원특별자치도,1068.0,8.57,854.0,6.9,661.0,5.3,214.0,1.7,1608.0
2011-05-01,강원특별자치도,1072.0,8.32,860.0,6.7,792.0,6.1,212.0,1.6,-5.0
2011-06-01,강원특별자치도,970.0,7.78,867.0,6.9,723.0,5.8,103.0,0.8,74.0
2011-07-01,강원특별자치도,1129.0,8.76,874.0,6.8,690.0,5.4,255.0,2.0,525.0
2011-08-01,강원특별자치도,967.0,7.5,884.0,6.9,564.0,4.4,83.0,0.6,168.0
2011-09-01,강원특별자치도,943.0,7.55,796.0,6.4,532.0,4.3,147.0,1.2,315.0
2011-10-01,강원특별자치도,969.0,7.51,897.0,6.9,672.0,5.2,72.0,0.6,769.0
2011-11-01,강원특별자치도,990.0,7.92,847.0,6.8,824.0,6.6,143.0,1.1,1048.0
2011-12-01,강원특별자치도,929.0,7.19,903.0,7.0,909.0,7.0,26.0,0.2,635.0
2012-01-01,강원특별자치도,1062.0,8.24,980.0,7.6,717.0,5.6,82.0,0.6,-1228.0
2012-02-01,강원특별자치도,1099.0,9.12,1072.0,8.9,649.0,5.4,27.0,0.2,-1040.0
2012-03-01,강원특별자치도,1118.0,8.68,965.0,7.5,717.0,5.6,153.0,1.2,2118.0
2012-04-01,강원특별자치도,1006.0,8.06,935.0,7.5,733.0,5.9,71.0,0.6,405.0
2012-05-01,강원특별자치도,963.0,7.46,870.0,6.7,663.0,5.1,93.0,0.7,456.0
2012-06-01,강원특별자치도,1047.0,8.38,822.0,6.6,677.0,5.4,225.0,1.8,106.0
2012-07-01,강원특별자치도,1040.0,8.06,837.0,6.5,642.0,5.0,203.0,1.6,254.0
2012-08-01,강원특별자치도,1060.0,8.21,878.0,6.8,561.0,4.3,182.0,1.4,-239.0
2012-09-01,강원특별자치도,1121.0,8.97,836.0,6.7,465.0,3.7,285.0,2.3,568.0
2012-10-01,강원특별자치도,1074.0,8.32,964.0,7.5,734.0,5.7,110.0,0.9,-244.0
2012-11-01,강원특별자치도,962.0,7.7,916.0,7.3,758.0,6.1,46.0,0.4,94.0
2012-12-01,강원특별자치도,874.0,6.77,955.0,7.4,909.0,7.0,-81.0,-0.6,-538.0
2013-01-01,강원특별자치도,1102.0,8.51,958.0,7.4,701.0,5.4,144.0,1.1,-1014.0
2013-02-01,강원특별자치도,858.0,7.34,887.0,7.6,539.0,4.6,-29.0,-0.2,-1158.0
2013-03-01,강원특별자치도,991.0,7.66,989.0,7.6,606.0,4.7,2.0,0.0,1501.0
2013-04-01,강원특별자치도,928.0,7.41,899.0,7.2,650.0,5.2,29.0,0.2,979.0
2013-05-01,강원특별자치도,879.0,6.79,845.0,6.5,766.0,5.9,34.0,0.3,205.0
2013-06-01,강원특별자치도,848.0,6.76,775.0,6.2,673.0,5.4,73.0,0.6,259.0
2013-07-01,강원특별자치도,952.0,7.35,868.0,6.7,662.0,5.1,84.0,0.6,102.0
2013-08-01,강원특별자치도,897.0,6.92,860.0,6.6,574.0,4.4,37.0,0.3,154.0
2013-09-01,강원특별자치도,893.0,7.12,902.0,7.2,487.0,3.9,-9.0,-0.1,522.0
2013-10-01,강원특별자치도,923.0,7.12,918.0,7.1,684.0,5.3,5.0,0.0,576.0
2013-11-01,강원특별자치도,869.0,6.92,924.0,7.4,748.0,6.0,-55.0,-0.4,635.0
2013-12-01,강원특별자치도,840.0,6.47,931.0,7.2,856.0,6.6,-91.0,-0.7,225.0
2014-01-01,강원특별자치도,1001.0,7.71,998.0,7.7,634.0,4.9,3.0,0.0,-1557.0
2014-02-01,강원특별자치도,882.0,7.53,953.0,8.1,593.0,5.1,-71.0,-0.6,-1388.0
2014-03-01,강원특별자치도,951.0,7.33,1048.0,8.1,707.0,5.5,-97.0,-0.7,1878.0
2014-04-01,강원특별자치도,876.0,6.98,858.0,6.8,625.0,5.0,18.0,0.1,448.0
2014-05-01,강원특별자치도,889.0,6.85,929.0,7.2,732.0,5.6,-40.0,-0.3,275.0
2014-06-01,강원특별자치도,864.0,6.88,865.0,6.9,662.0,5.3,-1.0,0.0,-289.0
2014-07-01,강원특별자치도,910.0,7.01,845.0,6.5,639.0,4.9,65.0,0.5,-368.0
2014-08-01,강원특별자치도,886.0,6.83,868.0,6.7,528.0,4.1,18.0,0.1,-341.0
2014-09-01,강원특별자치도,875.0,6.97,835.0,6.7,532.0,4.2,40.0,0.3,312.0
2014-10-01,강원특별자치도,915.0,7.05,948.0,7.3,714.0,5.5,-33.0,-0.3,696.0
2014-11-01,강원특별자치도,806.0,6.41,900.0,7.2,579.0,4.6,-94.0,-0.7,493.0
2014-12-01,강원특별자치도,807.0,6.21,957.0,7.4,840.0,6.5,-150.0,-1.2,1926.0
2015-01-01,강원특별자치도,1044.0,8.03,1014.0,7.8,756.0,5.8,30.0,0.2,-802.0
2015-02-01,강원특별자치도,820.0,6.99,957.0,8.2,507.0,4.3,-137.0,-1.2,-744.0
2015-03-01,강원특별자치도,1058.0,8.14,1061.0,8.2,703.0,5.4,-3.0,0.0,285.0
2015-04-01,강원특별자치도,985.0,7.83,1048.0,8.3,602.0,4.8,-63.0,-0.5,629.0
2015-05-01,강원특별자치도,900.0,6.92,893.0,6.9,687.0,5.3,7.0,0.1,1362.0
2015-06-01,강원특별자치도,884.0,7.02,905.0,7.2,723.0,5.7,-21.0,-0.2,1877.0
2015-07-01,강원특별자치도,890.0,6.83,903.0,6.9,599.0,4.6,-13.0,-0.1,523.0
2015-08-01,강원특별자치도,878.0,6.74,861.0,6.6,537.0,4.1,17.0,0.1,-142.0
2015-09-01,강원특별자치도,887.0,7.03,918.0,7.3,527.0,4.2,-31.0,-0.2,414.0
2015-10-01,강원특별자치도,923.0,7.08,910.0,7.0,676.0,5.2,13.0,0.1,1084.0
2015-11-01,강원특별자치도,819.0,6.49,895.0,7.1,676.0,5.4,-76.0,-0.6,-26.0
2015-12-01,강원특별자치도,841.0,6.45,936.0,7.2,883.0,6.8,-95.0,-0.7,313.0
2016-01-01,강원특별자치도,893.0,6.87,1020.0,7.8,622.0,4.8,-127.0,-1.0,-272.0
2016-02-01,강원특별자치도,883.0,7.26,1048.0,8.6,568.0,4.7,-165.0,-1.4,-1000.0
2016-03-01,강원특별자치도,967.0,7.44,957.0,7.4,657.0,5.1,10.0,0.1,-136.0
2016-04-01,강원특별자치도,840.0,6.68,959.0,7.6,612.0,4.9,-119.0,-0.9,333.0
2016-05-01,강원특별자치도,801.0,6.16,969.0,7.5,657.0,5.1,-168.0,-1.3,-268.0
2016-06-01,강원특별자치도,817.0,6.5,889.0,7.1,600.0,4.8,-72.0,-0.6,772.0
2016-07-01,강원특별자치도,859.0,6.61,855.0,6.6,551.0,4.2,4.0,0.0,37.0
2016-08-01,강원특별자치도,852.0,6.55,866.0,6.7,574.0,4.4,-14.0,-0.1,179.0
2016-09-01,강원특별자치도,843.0,6.7,898.0,7.1,541.0,4.3,-55.0,-0.4,600.0
2016-10-01,강원특별자치도,785.0,6.03,941.0,7.2,622.0,4.8,-156.0,-1.2,575.0
2016-11-01,강원특별자치도,787.0,6.25,970.0,7.7,680.0,5.4,-183.0,-1.5,295.0
2016-12-01,강원특별자치도,731.0,5.62,1065.0,8.2,784.0,6.0,-334.0,-2.6,777.0
2017-01-01,강원특별자치도,830.0,6.36,1106.0,8.5,626.0,4.8,-276.0,-2.1,-1333.0
2017-02-01,강원특별자치도,765.0,6.5,916.0,7.8,592.0,5.0,-151.0,-1.3,-742.0
2017-03-01,강원특별자치도,775.0,5.95,951.0,7.3,686.0,5.3,-176.0,-1.4,-106.0
2017-04-01,강원특별자치도,769.0,6.1,883.0,7.0,550.0,4.4,-114.0,-0.9,-14.0
2017-05-01,강원특별자치도,756.0,5.8,981.0,7.5,653.0,5.0,-225.0,-1.7,37.0
2017-06-01,강원특별자치도,711.0,5.64,902.0,7.2,636.0,5.0,-191.0,-1.5,780.0
2017-07-01,강원특별자치도,745.0,5.72,897.0,6.9,535.0,4.1,-152.0,-1.2,-305.0
2017-08-01,강원특별자치도,814.0,6.25,873.0,6.7,517.0,4.0,-59.0,-0.5,162.0
2017-09-01,강원특별자치도,762.0,6.04,931.0,7.4,490.0,3.9,-169.0,-1.3,401.0
2017-10-01,강원특별자치도,721.0,5.53,1039.0,8.0,485.0,3.7,-318.0,-2.4,487.0
2017-11-01,강원특별자치도,715.0,5.67,999.0,7.9,683.0,5.4,-284.0,-2.3,1529.0
2017-12-01,강원특별자치도,595.0,4.56,1067.0,8.2,842.0,6.5,-472.0,-3.6,1139.0
2018-01-01,강원특별자치도,874.0,6.7,1292.0,9.9,669.0,5.1,-418.0,-3.2,-1620.0
2018-02-01,강원특별자치도,773.0,6.6,990.0,8.4,495.0,4.2,-217.0,-1.8,-1466.0
2018-03-01,강원특별자치도,733.0,5.6,992.0,7.6,634.0,4.9,-259.0,-2.0,134.0
2018-04-01,강원특별자치도,731.0,5.8,949.0,7.5,497.0,3.9,-218.0,-1.7,-518.0
2018-05-01,강원특별자치도,670.0,5.2,1011.0,7.8,688.0,5.3,-341.0,-2.6,81.0
2018-06-01,강원특별자치도,633.0,5.0,915.0,7.3,579.0,4.6,-282.0,-2.2,-225.0
2018-07-01,강원특별자치도,692.0,5.3,961.0,7.4,531.0,4.1,-269.0,-2.1,-311.0
2018-08-01,강원특별자치도,700.0,5.4,890.0,6.8,464.0,3.6,-190.0,-1.5,-415.0
2018-09-01,강원특별자치도,696.0,5.5,953.0,7.6,421.0,3.3,-257.0,-2.0,200.0
2018-10-01,강원특별자치도,673.0,5.2,989.0,7.6,620.0,4.8,-316.0,-2.4,21.0
2018-11-01,강원특별자치도,609.0,4.8,964.0,7.7,649.0,5.2,-355.0,-2.8,392.0
2018-12-01,강원특별자치도,567.0,4.4,1070.0,8.2,747.0,5.7,-503.0,-3.9,-127.0
2019-01-01,강원특별자치도,862.0,6.6,1094.0,8.4,577.0,4.4,-232.0,-1.8,-1028.0
2019-02-01,강원특별자치도,646.0,5.5,936.0,8.0,503.0,4.3,-290.0,-2.5,-1001.0
2019-03-01,강원특별자치도,726.0,5.6,969.0,7.5,529.0,4.1,-243.0,-1.9,255.0
2019-04-01,강원특별자치도,730.0,5.8,1027.0,8.2,534.0,4.3,-297.0,-2.4,534.0
2019-05-01,강원특별자치도,697.0,5.4,989.0,7.6,701.0,5.4,-292.0,-2.3,215.0
2019-06-01,강원특별자치도,634.0,5.1,908.0,7.2,534.0,4.3,-274.0,-2.2,273.0
2019-07-01,강원특별자치도,704.0,5.4,911.0,7.0,500.0,3.9,-207.0,-1.6,70.0
2019-08-01,강원특별자치도,693.0,5.3,997.0,7.7,468.0,3.6,-304.0,-2.3,309.0
2019-09-01,강원특별자치도,599.0,4.8,964.0,7.7,454.0,3.6,-365.0,-2.9,290.0
2019-10-01,강원특별자치도,707.0,5.5,1057.0,8.2,602.0,4.6,-350.0,-2.7,491.0
2019-11-01,강원특별자치도,660.0,5.3,977.0,7.8,616.0,4.9,-317.0,-2.5,817.0
2019-12-01,강원특별자치도,625.0,4.8,1077.0,8.3,744.0,5.7,-452.0,-3.5,436.0
2020-01-01,강원특별자치도,723.0,5.6,1178.0,9.1,538.0,4.2,-455.0,-3.5,-497.0
2020-02-01,강원특별자치도,654.0,5.4,1040.0,8.6,514.0,4.2,-386.0,-3.2,-535.0
2020-03-01,강원특별자치도,720.0,5.6,985.0,7.6,518.0,4.0,-265.0,-2.1,-672.0
2020-04-01,강원특별자치도,686.0,5.5,967.0,7.7,418.0,3.3,-281.0,-2.2,-595.0
2020-05-01,강원특별자치도,645.0,5.0,999.0,7.7,512.0,4.0,-354.0,-2.7,1150.0
2020-06-01,강원특별자치도,671.0,5.4,939.0,7.5,501.0,4.0,-268.0,-2.1,992.0
2020-07-01,강원특별자치도,619.0,4.8,937.0,7.2,465.0,3.6,-318.0,-2.5,1085.0
2020-08-01,강원특별자치도,597.0,4.6,1026.0,7.9,369.0,2.9,-429.0,-3.3,923.0
2020-09-01,강원특별자치도,675.0,5.4,975.0,7.8,406.0,3.2,-300.0,-2.4,640.0
2020-10-01,강원특별자치도,653.0,5.0,1028.0,7.9,468.0,3.6,-375.0,-2.9,1111.0
2020-11-01,강원특별자치도,585.0,4.7,1019.0,8.1,536.0,4.3,-434.0,-3.5,937.0
2020-12-01,강원특별자치도,607.0,4.7,1089.0,8.4,623.0,4.8,-482.0,-3.7,918.0
2021-01-01,강원특별자치도,736.0,5.7,1072.0,8.3,422.0,3.2,-336.0,-2.6,-797.0
2021-02-01,강원특별자치도,585.0,5.0,967.0,8.3,427.0,3.6,-382.0,-3.3,-485.0
2021-03-01,강원특별자치도,684.0,5.3,1095.0,8.4,473.0,3.6,-411.0,-3.2,-61.0
2021-04-01,강원특별자치도,588.0,4.7,1051.0,8.4,456.0,3.6,-463.0,-3.7,540.0
2021-05-01,강원특별자치도,566.0,4.4,980.0,7.6,518.0,4.0,-414.0,-3.2,892.0
2021-06-01,강원특별자치도,593.0,4.7,989.0,7.9,476.0,3.8,-396.0,-3.2,718.0
2021-07-01,강원특별자치도,675.0,5.2,1011.0,7.8,436.0,3.4,-336.0,-2.6,922.0
2021-08-01,강원특별자치도,649.0,5.0,1041.0,8.0,362.0,2.8,-392.0,-3.0,429.0
2021-09-01,강원특별자치도,594.0,4.7,1070.0,8.5,422.0,3.4,-476.0,-3.8,954.0
2021-10-01,강원특별자치도,618.0,4.8,1165.0,9.0,503.0,3.9,-547.0,-4.2,1440.0
