player_name,rain_group,games,AB,H,season_avg,weather_avg,weather_diff,sample_weight,signal_score,signal_strength
전준우,비없음,96,376,121,0.30214424951267055,0.32180851063829785,0.019664261125627303,19.390719429665317,0.3813041702787137,0.3813041702787137
정근우,비,24,71,17,0.2845849802371542,0.23943661971830985,-0.04514836051884433,8.426149773176359,-0.3804268477451446,0.3804268477451446
정근우,비없음,57,182,55,0.2845849802371542,0.3021978021978022,0.017612821960648006,13.490737563232042,0.23760995881903227,0.23760995881903227
정수빈,비,29,111,34,0.26150121065375304,0.3063063063063063,0.04480509565255325,10.535653752852738,0.4720509741587486,0.4720509741587486
정수빈,비없음,83,302,74,0.26150121065375304,0.24503311258278146,-0.016468098070971576,17.378147196982766,-0.286185032331692,0.286185032331692
정은원,비,32,131,34,0.26119402985074625,0.2595419847328244,-0.0016520451179218298,11.445523142259598,-0.01890852062923129,0.01890852062923129
정은원,비없음,102,405,106,0.26119402985074625,0.2617283950617284,0.0005343652109821573,20.12461179749811,0.010753892429104088,0.010753892429104088
정의윤,비,25,88,24,0.28370786516853935,0.2727272727272727,-0.010980592441266646,9.38083151964686,-0.1030070876774302,0.1030070876774302
정의윤,비없음,74,268,77,0.28370786516853935,0.2873134328358209,0.0036055676672815395,16.3707055437449,0.05902568659911327,0.05902568659911327
정주현,비,35,103,24,0.23512747875354106,0.23300970873786409,-0.0021177700156769785,10.14889156509222,-0.021493018248909306,0.021493018248909306
정주현,비없음,85,250,59,0.23512747875354106,0.236,0.0008725212464589238,15.811388300841896,0.013795772228496617,0.013795772228496617
정훈,비,20,58,13,0.23118279569892472,0.22413793103448276,-0.007044864664441958,7.615773105863909,-0.05365209084590803,0.05365209084590803
정훈,비없음,52,128,30,0.23118279569892472,0.234375,0.00319220430107528,11.313708498984761,0.0361156689315711,0.0361156689315711
조셉,비없음,40,144,42,0.2774566473988439,0.2916666666666667,0.014210019267822782,12.0,0.17052023121387339,0.17052023121387339
조용호,비,25,68,24,0.2925531914893617,0.35294117647058826,0.06038798498122655,8.246211251235321,0.49797208119161995,0.49797208119161995
조용호,비없음,48,120,31,0.2925531914893617,0.25833333333333336,-0.03421985815602835,10.954451150103322,-0.3748597645336773,0.3748597645336773
지석훈,비,13,36,8,0.2459016393442623,0.2222222222222222,-0.02367941712204008,6.0,-0.14207650273224048,0.14207650273224048
지석훈,비없음,37,86,22,0.2459016393442623,0.2558139534883721,0.009912314144109813,9.273618495495704,0.09192301977998042,0.09192301977998042
채은성,비,33,123,44,0.3150684931506849,0.35772357723577236,0.04265508408508745,11.090536506409418,0.4730677672296257,0.4730677672296257
채은성,비없음,86,315,94,0.3150684931506849,0.2984126984126984,-0.016655794737986507,17.74823934929885,-0.29561103156257684,0.29561103156257684
채태인,비없음,41,123,33,0.2602739726027397,0.2682926829268293,0.008018710324089573,11.090536506409418,0.0889317995836375,0.0889317995836375
최영진,비,14,35,8,0.251063829787234,0.22857142857142856,-0.022492401215805452,5.916079783099616,-0.13306684010619185,0.13306684010619185
최영진,비없음,65,200,51,0.251063829787234,0.255,0.003936170212765988,14.142135623730951,0.05566585298702652,0.05566585298702652
최원준,비,20,61,14,0.2048780487804878,0.22950819672131148,0.024630147940823688,7.810249675906654,0.19236760497235114,0.19236760497235114
최원준,비없음,48,144,28,0.2048780487804878,0.19444444444444445,-0.010433604336043345,12.0,-0.12520325203252014,0.12520325203252014
최재훈,비,31,86,25,0.28125,0.29069767441860467,0.009447674418604668,9.273618495495704,0.08761412822779387,0.08761412822779387
최재훈,비없음,93,266,74,0.28125,0.2781954887218045,-0.003054511278195504,16.30950643030009,-0.04981757133315372,0.04981757133315372
최정,비,30,102,28,0.30638297872340425,0.27450980392156865,-0.0318731748018356,10.099504938362077,-0.3219032863124164,0.3219032863124164
최정,비없음,100,368,116,0.30638297872340425,0.31521739130434784,0.008834412580943585,19.183326093250876,0.1694734173825589,0.1694734173825589
최주환,비,23,82,21,0.2815884476534296,0.25609756097560976,-0.025490886677819846,9.055385138137417,-0.23082979638027493,0.23082979638027493
최주환,비없음,60,195,57,0.2815884476534296,0.2923076923076923,0.010719244654262716,13.96424004376894,0.14968610544001157,0.14968610544001157
최진행,비없음,38,102,22,0.23076923076923078,0.21568627450980393,-0.01508295625942685,10.099504938362077,-0.15233039122718067,0.15233039122718067
최항,비,10,30,6,0.2336448598130841,0.2,-0.0336448598130841,5.477225575051661,-0.18428048663725208,0.18428048663725208
최항,비없음,31,77,19,0.2336448598130841,0.24675324675324675,0.013108386940162642,8.774964387392123,0.11502562857608317,0.11502562857608317
최형우,비,41,138,37,0.3044496487119438,0.26811594202898553,-0.03633370668295827,11.74734012447073,-0.42682441038746594,0.42682441038746594
최형우,비없음,86,289,93,0.3044496487119438,0.3217993079584775,0.0173496592465337,17.0,0.2949442071910729,0.2949442071910729
터커,비,33,115,36,0.31092436974789917,0.3130434782608696,0.0021191085129704246,10.723805294763608,0.022724907091570875,0.022724907091570875
터커,비없음,61,242,75,0.31092436974789917,0.30991735537190085,-0.0010070143759983163,15.556349186104045,-0.01566546726845648,0.01566546726845648
페게로,비,24,91,27,0.2864321608040201,0.2967032967032967,0.010271135899276584,9.539392014169456,0.09798039177400826,0.09798039177400826
페게로,비없음,28,108,30,0.2864321608040201,0.2777777777777778,-0.00865438302624233,10.392304845413264,-0.08993898665768046,0.08993898665768046
페르난데스,비,30,117,44,0.3407821229050279,0.37606837606837606,0.03528625316334816,10.816653826391969,0.3816791852983656,0.3816791852983656
페르난데스,비없음,104,420,139,0.3407821229050279,0.33095238095238094,-0.009829741952646964,20.493901531919196,-0.20144976366172201,0.20144976366172201
한동민,비,25,72,18,0.26666666666666666,0.25,-0.016666666666666663,8.48528137423857,-0.14142135623730945,0.14142135623730945
한동민,비없음,87,318,86,0.26666666666666666,0.27044025157232704,0.0037735849056603765,17.832554500127006,0.06729265849104529,0.06729265849104529
한동희,비,18,54,11,0.21739130434782608,0.2037037037037037,-0.013687600644122389,7.3484692283495345,-0.10058291214327064,0.10058291214327064
한동희,비없음,33,107,24,0.21739130434782608,0.22429906542056074,0.006907761072734664,10.344080432788601,0.07145443614685343,0.07145443614685343
한승택,비,27,65,16,0.22540983606557377,0.24615384615384617,0.020744010088272397,8.06225774829855,0.1672435560649574,0.1672435560649574
한승택,비없음,63,179,39,0.22540983606557377,0.21787709497206703,-0.00753274109350674,13.379088160259652,-0.10078120717843736,0.10078120717843736
허경민,비,27,101,27,0.2958715596330275,0.26732673267326734,-0.028544826959760183,10.04987562112089,-0.2868719605720082,0.2868719605720082
허경민,비없음,93,335,102,0.2958715596330275,0.3044776119402985,0.008606052307270962,18.303005217723125,0.15751662028397856,0.15751662028397856
허일,비,21,48,10,0.2550335570469799,0.20833333333333334,-0.046700223713646544,6.928203230275509,-0.3235486407874749,0.3235486407874749
허일,비없음,45,101,28,0.2550335570469799,0.27722772277227725,0.022194165725297366,10.04987562112089,0.22304860505378282,0.22304860505378282
호잉,비,27,101,25,0.28153153153153154,0.24752475247524752,-0.03400677905628402,10.04987562112089,-0.34176389979059324,0.34176389979059324
호잉,비없음,89,343,100,0.28153153153153154,0.2915451895043732,0.01001365797284165,18.520259177452136,0.1854555409713873,0.1854555409713873
황윤호,비,18,55,16,0.3130434782608696,0.2909090909090909,-0.022134387351778695,7.416198487095663,-0.16415300999105054,0.16415300999105054
황윤호,비없음,23,60,20,0.3130434782608696,0.3333333333333333,0.020289855072463725,7.745966692414834,0.1571645415852282,0.1571645415852282
황재균,비,25,92,28,0.288135593220339,0.30434782608695654,0.01621223286661755,9.591663046625438,0.15550227489002194,0.15550227489002194
황재균,비없음,91,321,91,0.288135593220339,0.2834890965732087,-0.004646496647130294,17.916472867168917,-0.08324883110570125,0.08324883110570125
